任務ID,任務名稱,任務目標,NPC位置,NPC名稱,EXP獎勵,ELY獎勵,道具獎勵
192009049,危險的蟲,"請於""安息之地""消滅 [鋒利的觭角怪蟲]，並向位於""亞瑪倫沙漠""的[緹雅]報告。",亞瑪倫沙漠,緹雅,nan,0,"銀甜椒 X6
沙漠冒險家學習書 X3"
192009050,巨大的蟲怪,"請於""拉的城堡""消滅 [拉厄那盾]，並向位於""亞瑪倫沙漠""的[緹雅]報告。",亞瑪倫沙漠,緹雅,nan,0,"黃金甜椒 X3
沙漠冒險家學習書 X5"
192009051,沾染死亡之力的君主,"請於""安息之地""消滅 [摩厄圖]，並向位於""亞瑪倫沙漠""的[緹雅]報告。",亞瑪倫沙漠,緹雅,nan,0,"黃金甜椒 X5
沙漠冒險家學習書 X5"
192009052,煞尼克不是問題,"請於""地下都市工地""消滅 [淘氣的煞尼克幻影]， 並向位於""地下都市塔爾達洛斯""的[麥爾比克]報告。",地下都市塔爾達洛斯,麥爾比克,nan,0,"銀甜椒 X5
地下工地冒險家學習書 X2"
192009053,惡魔回到你們魔界去,"請於""地下都市工地""消滅 [守墓者沙克斯]， 並向位於""地下都市塔爾達洛斯""的[麥爾比克]報告。",地下都市塔爾達洛斯,麥爾比克,nan,0,"銀甜椒 X6
地下工地冒險家學習書 X2"
192009054,戴著面具的盜賊,"請於""超人紀念館""消滅 [影波克假面盜賊]， 並向位於""地下都市塔爾達洛斯""的[麥爾比克]報告。",地下都市塔爾達洛斯,麥爾比克,nan,0,"銀甜椒 X7
地下工地冒險家學習書 X3"
192009055,墮落的英雄魔法師,"請於""地獄房間""消滅 [易斯溫]， 並向位於""地下都市塔爾達洛斯""的[麥爾比克]報告。",地下都市塔爾達洛斯,麥爾比克,nan,0,"銀甜椒 X9
地下工地冒險家學習書 X4"
192009056,被力量洗腦的青年,"請於""超人紀念館""消滅 [藍大人]， 並向位於""地下都市塔爾達洛斯""的[麥爾比克]報告。",地下都市塔爾達洛斯,麥爾比克,nan,0,"黃金甜椒 X5
地下工地冒險家學習書 X6"
192009057,惡魔的微笑,"請於""地獄房間""消滅 [瑪帕斯]， 並向位於""地下都市塔爾達洛斯""的[麥爾比克]報告。",地下都市塔爾達洛斯,麥爾比克,nan,0,"黃金甜椒 X7
地下工地冒險家學習書 X10"
192010001,Lv.205 Jumping up!,"在活動頁面中可獲得""[活動] 彩虹島物語 13週年跳躍藥水""，該道具會發放至禮包。",Latale On Stage,[偶像] 蒂亞,155028847274.0,0,"跳躍支援者的箱子 I X1
跳躍支援者的箱子 II X1
跳躍支援者的箱子 III X1
[活動] 特級支援飾品箱子 X1
[活動] Jumping!箱子 X1"
192010002,定位是基本,接受任務後請立即完成。,BANG~BANG~BANG~大廳,索妮爾,nan,0,
192010003,信任、希望還有愛,接受任務後請立即完成。,Game5 - 可以忍受的誘惑獎勵房,安娜史塔莎,nan,0,[已刪除數據]_[活動] 奇幻強化石 X10
192010004,請阻止激進粉絲!,接受任務後請立即完成。,Latale On Stage,[偶像] 蒂亞,nan,0,[活動] 淘氣龍寶寶 A X1
192010005,第13次生日快樂蠟燭一,"請在禮包中領取""[活動] 13週年耶比妹妹蛋糕蠟燭""完成任務。",艾利亞斯,[Latale] 13週年耶比妹妹蛋糕,nan,0,
192010006,第13次生日快樂蠟燭三,"請在禮包中領取""[活動] 13週年耶比妹妹蛋糕蠟燭""完成任務。",艾利亞斯,[Latale] 13週年耶比妹妹蛋糕,nan,0,
192010007,恭喜獲得第1名。,接受任務後請立即完成。,第1名才是我的世界獎勵房,[STAFF] 艾瑪,nan,0,"[已刪除數據]_[活動] 遊戲王技能學習書 (15日) X1
[已刪除數據]_[活動] 4周年稱號學習書箱子 X1"
192010008,你盡全力了呢。,接受任務後請立即完成。,第1名才是我的世界獎勵房,[STAFF] 艾瑪,nan,0,"[已刪除數據]_[活動] 竭盡全力的你技能學習書 (2日) X1
[已刪除數據]_[活動] 4周年稱號學習書箱子 X1"
193001001,樹木不能拔啊,請於'怪物樹山林'消滅[園藝山林食人巨妖]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,10395000000.0,200000,
193001002,真是目中無人啊,請於'怪物樹山林'消滅[布爾戰士]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,10395000000.0,200000,
193001003,不想暈厥?,請於'怪物樹山林'消滅[巧克力棒舒克利]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,10395000000.0,200000,
193001004,煩人的嘮叨鬼,請於'怪物樹山林'消滅[嘮叨鬼胖芙]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,10395000000.0,200000,
193001005,需要花冠,請於'怪物樹山林'消滅[園藝山林食人巨妖]獲得<食人巨妖的花冠>。並向 '怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,10395000000.0,200000,
193001006,繩子是用來開玩笑的嗎,請於'怪物樹山林'消滅[布爾戰士]獲得<皮繩>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,10395000000.0,200000,
193001007,心情鬱悶時果然還是蜂蜜最棒了,請於'怪物樹山林'消滅[巧克力棒舒克利]獲得 <蜂蜜罐>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,10395000000.0,200000,
193001008,太吵了好累啊,請於'怪物樹山林'消滅[嘮叨鬼胖芙]獲得<藍色橡皮球>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,10395000000.0,200000,
193001009,沒有樹木了啊,請於'怪物樹山谷'消滅 [飢餓山林食人巨妖]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001010,武器只在守護時使用,請於'怪物樹山谷'消滅 [警備山林食人巨妖]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001011,誰來勸阻貪吃啊,請於'怪物樹山谷'消滅 [布爾鬥士]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001012,這些都是傻瓜啊,請於'怪物樹山谷'消滅 [布爾弓箭手]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001013,小心蛀牙,請於'怪物樹山谷'消滅 [棒棒糖舒克利]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001014,丟了吃的東西,請於'怪物樹山谷'消滅 [杯子蛋糕舒克利]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001015,必須把沉默的嘴縫起來,請於'怪物樹山谷'消滅 [沉默鬼胖芙]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001016,不是說害羞就行了,請於'怪物樹山谷'消滅 [害羞鬼胖芙]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001017,真的很吵啊,請於'怪物樹山谷'消滅 [亞爾勃洛]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,21844000000.0,410000,"初級萬能木錘 X5
[光之聯合] 爆擊率增幅劑 X10
戰鬥靈藥 X3"
193001018,必須將奇怪的香菇帶來,請於'怪物樹山谷'消滅 [飢餓山林食人巨妖]獲得<怪物香菇>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001019,打掃用具果然是掃把,請於'怪物樹山谷'消滅 [警備山林食人巨妖]獲得<高粱掃把>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001020,貪吃的傢伙們,請於'怪物樹山谷'消滅 [布爾鬥士]獲得<便當盒>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001021,教訓布爾族,請於'怪物樹山谷'消滅 [布爾弓箭手]獲得<十字弓箭>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001022,閃閃發光的,請於'怪物樹山谷'消滅 [棒棒糖舒克利]獲得<星星糖>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001023,美味麵包的材料,請於'怪物樹山谷'消滅 [杯子蛋糕舒克利]獲得<高級麵粉>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001024,意外地興趣是讀書,請於'怪物樹山谷'消滅 [沉默鬼胖芙]獲得<米勒坎蒂亞經典童話集>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001025,一定要搶過來才行,請於'怪物樹山谷'消滅 [害羞鬼胖芙]獲得<害羞鬼戰錘>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,14198600000.0,266000,
193001026,就說是黑心啊,請於'怪物樹山谷'消滅 [亞爾勃洛]獲得<黑色心臟>。並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,21844000000.0,410000,"初級萬能木錘 X5
[光之聯合] 傷害增幅劑 X10
戰鬥靈藥 X3"
193001027,不良本能,請於'戰士們的休息地'消滅 [破滅的佩奇亞騎士]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001028,奇怪的感情,請於'戰士們的休息地'消滅 [空虛的佩奇亞騎士]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001029,懷著怒氣活者,請於'戰士們的休息地'消滅 [激怒的佩奇亞騎士]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001030,關燈就行了嗎?,請於'戰士們的休息地'消滅 [紅焰佩奇亞術士]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001031,過去的情分,請於'戰士們的休息地'消滅 [青焰佩奇亞術士]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001032,為了永眠,請於'戰士們的休息地'消滅 [邪惡佩奇亞術士]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001033,奇怪的監視者,請於'戰士們的休息地'消滅 [青綠監視者]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001034,仔細一看是惡魔啊,請於'戰士們的休息地'消滅 [赤紅監視者]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001035,全都退下,請於'戰士們的休息地'消滅 [靛藍監視者]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001036,從死亡中歸來,請於'戰士們的休息地'消滅 [雷頓]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,16482000000.0,390000,"活動:經驗值的秘藥888% X1
經驗值秘藥200% X1
實用的靈藥 X3"
193001037,紅蘿蔔沒關係嗎?,請於'戰士們的休息地'消滅 [破滅的佩奇亞騎士]獲得<破滅的紅蘿蔔>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001038,以卡片決勝負!,請於'戰士們的休息地'消滅 [空虛的佩奇亞騎士]獲得<幸運卡片>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001039,珍貴的馬,請於'戰士們的休息地'消滅 [激怒的佩奇亞騎士]獲得<金色馬蹄鐵>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001040,破壞的物品,請於'戰士們的休息地'消滅 [紅焰佩奇亞術士]獲得<控魔戒指>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001041,消失的王國魔法教本,請於'戰士們的休息地'消滅 [青焰佩奇亞術士]獲得<佩奇亞魔法教本>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001042,不能死啊,請於'戰士們的休息地'消滅 [邪惡佩奇亞術士]獲得<被汙染的治癒之葉>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001043,可疑又陰險,請於'戰士們的休息地'消滅 [青綠監視者]獲得<魔眼寶石>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001044,需要熟睡,請於'戰士們的休息地'消滅 [赤紅監視者]獲得<睡眠眼罩>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001045,吃奇怪的東西呢,請於'戰士們的休息地'消滅 [靛藍監視者]獲得<腐爛的樹果實>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,10713300000.0,254000,
193001046,現在不是王了耶…,請於'戰士們的休息地'消滅 [雷頓]獲得<被腐蝕的懷錶>。並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,16482000000.0,390000,"[活動] 經驗值秘藥 1000% X1
經驗值秘藥200% X1
實用的靈藥 X3"
193001047,[∞] 持續的迷戀,請於'怪物樹山谷'消滅 [亞爾勃洛]，並向'怪物樹山林'的[拉比譚]報告。,怪物樹山林,拉比譚,15762600000.0,0,
193001048,[∞] 執著的君主,'請於'戰士們的休息地'消滅 [雷頓]，並向'奧斯古拉斯臨時營區'的[帕勒米菈]報告。,奧斯古拉斯臨時營區,帕勒米菈,8241000000.0,0,
193009001,清理修練森林,"請於""修練森林""消滅[火焰地獄雙頭怪]、[貴族槍龍隊]、[秘密森林召喚術士]。",修練森林,絮可,13513500000.0,0,
193009002,清理浮游島 (1),"請於""浮游島""消滅[貴族劍龍隊]、[發狂的亡靈面容]、[寒冰地獄雙頭怪]。",修練森林,絮可,13513500000.0,0,
193009003,清理浮游島 (2),"請於""浮游島""消滅[秘密森林戰士]、[雅典幻影術士]、[比柏萊特]。",修練森林,絮可,13513500000.0,0,
193009004,清理沼澤 (1),"請於""幻影毒霧沼澤""消滅[劇毒地獄雙頭怪]、[處刑的電光死神]、[死戰騎士射擊者]。",修練森林,絮可,13513500000.0,0,
193009005,清理沼澤 (2),"請於""幻影毒霧沼澤""消滅[劇毒地獄雙頭怪]、[處刑的電光死神]、[死戰騎士射擊者]。",修練森林,絮可,13513500000.0,0,
193009006,精靈教育白皮書 (1),"請於""燃燒的都市""消滅[邪惡的侍從]、[破壞的火精靈]、[墮落的黑暗]。",燃燒的都市,蓋斯,13513500000.0,0,
193009007,精靈教育白皮書 (2),"請於""混沌峽谷""消滅[捕食的火精靈]、[墮落的地精靈]、[猖狂的水精靈]。",燃燒的都市,蓋斯,13513500000.0,0,
193009008,精靈教育白皮書 (3),"請於""混沌峽谷""消滅[吶喊的草木精靈]、[墮落的火精靈]、[暴走的愛麗絲]。",燃燒的都市,蓋斯,13513500000.0,0,
193009009,凍結的空間 (1),"請於""冰封的世界""消滅[暴走的黑暗]、[混亂的水精靈]、[冷笑的愛麗絲]。",燃燒的都市,蓋斯,13513500000.0,0,
193009010,凍結的空間 (2),"請於""冰封的世界""消滅[自私的草木精靈]、[破壞的地精靈]、[厄運]。",燃燒的都市,蓋斯,13513500000.0,0,
193009011,沙漠的黑暗,"請於""亞瑪倫沙漠""消滅[恐怖女祭司]、[沙暴鬥士]、[沙漠浩劫鷹隼]。",亞瑪倫沙漠,緹雅,13513500000.0,0,
193009012,城堡的黑暗 (1),"請於""拉的城堡""消滅[混沌女祭司]、[拉的突擊兵]、[沙漠聖靈獸]。",亞瑪倫沙漠,緹雅,13513500000.0,0,
193009013,城堡的黑暗 (2),"請於""拉的城堡""消滅[沙暴弓箭手]、[城堡浩劫鷹隼]、[拉厄那盾]。",亞瑪倫沙漠,緹雅,13513500000.0,0,
193009014,為了安息的祈禱 (1),"請於""安息之地""消滅[破壞女祭司]、[拉的警備兵]、[生氣的觭角怪蟲]。",亞瑪倫沙漠,緹雅,13513500000.0,0,
193009015,為了安息的祈禱 (2),"請於""安息之地""消滅[沙暴暗殺者]、[修道院聖靈獸]、[摩厄圖]。",亞瑪倫沙漠,緹雅,13513500000.0,0,
193009016,工地的妨礙者們,"請於""地下都市工地""消滅[守墓者沙克斯]、[耶比妹妹假面盜賊]、[塔爾達洛斯泥人]、[紫鳶傀儡娃娃]。",地下都市塔爾達洛斯,帕斯,13513500000.0,0,
193009017,[∞] 超人紀念館的妨礙者們 (1),"請在""超人紀念館""消滅[血之守墓者沙克斯]、[影波克假面盜賊]、[緋紅傀儡娃娃]、[藍戟暗殺團員]。",地下都市塔爾達洛斯,煞尼克,20500000000.0,0,
193009018,[∞] 超人紀念館的妨礙者們 (2),"請在""超人紀念館""消滅[被囚禁的金色石像怪]、[湛藍塔爾達洛斯泥人]、[詛咒的煞尼克幻影]。",地下都市塔爾達洛斯,煞尼克,20500000000.0,0,
193009019,[∞] 停留於地獄之人 (1),"請在""地獄房間""消滅[藍戟警備團員]、[被囚禁的銀色石像怪]、[黑暗守墓者沙克斯]。",地下都市塔爾達洛斯,煞尼克,35000000000.0,0,
193009020,[∞] 停留於地獄之人 (2),"請在""地獄房間""消滅[絳紅塔爾達洛斯泥人]、[暴走的煞尼克幻影]、[哥布林假面盜賊]。",地下都市塔爾達洛斯,煞尼克,35000000000.0,0,
193009021,山林的惹禍精,"請於""怪物樹山林""消滅[布爾戰士]、[巧克力棒舒克利]、[嘮叨鬼胖芙]。",怪物樹山林,拉比譚,13513500000.0,0,
193009022,[∞] 山谷的惹禍精 (1),"請於""怪物樹山谷""消滅[飢餓山林食人巨妖]、[棒棒糖舒克利]、[害羞鬼胖芙]。",怪物樹山林,拉比譚,20500000000.0,0,
193009023,[∞] 山谷的惹禍精 (2),"請於""怪物樹山谷""消滅[布爾鬥士]、[布爾弓箭手]、[沉默鬼胖芙]。",怪物樹山林,拉比譚,20500000000.0,0,
193009024,違背大地規律的魔法師們,"請於""戰士們的休息地""消滅[紅焰佩奇亞術士]、[青焰佩奇亞術士]、[邪惡佩奇亞術士]。",奧斯古拉斯臨時營區,帕勒米菈,13513500000.0,0,
193009025,違背大地規律的騎士們,"請於""戰士們的休息地""消滅[破滅的佩奇亞騎士]、[空虛的佩奇亞騎士]、[激怒的佩奇亞騎士]。",奧斯古拉斯臨時營區,帕勒米菈,13513500000.0,0,
193009051,必須將山清理乾淨,"請於""怪物樹山林""消滅[園藝山林食人巨妖]，並向""怪物樹山林""的[拉比譚]報告。",怪物樹山林,拉比譚,nan,0,"銀甜椒 X5
攀越怪物樹山林稱號學習書 X2"
193009052,別當成怪物看待,"請於""怪物樹山谷""消滅[棒棒糖舒克利]，並向""怪物樹山林""的[拉比譚]報告。",怪物樹山林,拉比譚,nan,0,"銀甜椒 X7
攀越怪物樹山林稱號學習書 X3"
193009053,墓地的亡靈,"請於""戰士們的休息地""消滅[青綠監視者]，並向""奧斯古拉斯傭兵營地""的[帕勒米菈]報告。",怪物樹山林,拉比譚,nan,0,"銀甜椒 X6
攀越怪物樹山林稱號學習書 X4"
193009054,奇怪的怪物,"請於""怪物樹山谷""消滅[亞爾勃洛]，並向""怪物樹山林""的[拉比譚]報告。",奧斯古拉斯臨時營區,帕勒米菈,nan,0,"黃金甜椒 X5
攀越怪物樹山林稱號學習書 X6"
193009055,君主的執著,"請於""戰士們的休息地""消滅[雷頓]，並向""奧斯古拉斯傭兵營地""的[帕勒米菈]報告。",奧斯古拉斯臨時營區,帕勒米菈,nan,0,"黃金甜椒 X3
攀越怪物樹山林稱號學習書 X10"
191001105,光之聯合魯曼的寶物,請向彌雅祭司報告。,魯曼,彌雅祭司,nan,0,
191001106,光之聯合魯曼的眾多寶物,請向彌雅祭司報告。,魯曼,彌雅祭司,nan,0,
193004201,初級第一個指令,請於'世界樹的幻影'消滅[主神的幻影]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,1590000000.0,1000000,
193004202,初級第二個指令,請於'青空城'消滅[哈瓦]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,1590000000.0,1000000,
193004203,初級第三個指令,請於'神秘的殿堂'消滅[米奈勒帕]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,1590000000.0,1000000,
193004204,初級第四個指令,請於'歐若拉的庭院'消滅[歐若拉]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,1590000000.0,1000000,
193004205,初級第五個指令,請於'立佩拉市政府'消滅[傑凱]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,1590000000.0,1000000,
193004206,初級第六個指令,請於'巧克力花園'消滅[突變薑餅人甜食怪]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,1590000000.0,1000000,
193004207,初級第七個指令,請於'月華院'消滅[月華院主]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,1590000000.0,1000000,
193004208,初級第八個指令,請於'龍皇城'消滅[泰姆]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,1590000000.0,1000000,
193004209,初級第九個指令,請於'魔石實驗室'消滅[奧莉安]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,1590000000.0,1000000,
193004210,中級第一個指令,請於'神聖教堂'消滅[普拉斯]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,3022000000.0,2000000,
193004211,中級第二個指令,請於'扭曲的世界樹'消滅[突變藍寶怪]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,3022000000.0,2000000,
193004212,中級第三個指令,請於'小矮人飛空艇'消滅[機甲虎林]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,3022000000.0,2000000,
193004213,中級第四個指令,請於'日落森林'消滅[突變花蛇]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,3022000000.0,2000000,
193004214,中級第五個指令,請於'春植島紀念館'消滅[奉]、[春]、[植]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,3022000000.0,2000000,
193004215,中級第六個指令,請於'影子之書'消滅[闇黑火焰大帝黑焱龍]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,3022000000.0,2000000,
193004216,中級第七個指令,請於'太陽宮殿'消滅[塔勒曼]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,3022000000.0,2000000,
193004217,中級第八個指令,請於黃金洞穴'消滅[SD博士]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,3022000000.0,2000000,
193004218,高級第一個指令,請於'珊瑚之歌'消滅[巨靈克拉卡]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,6730000000.0,4000000,
193004219,高級第二個指令,請於'冰淇淋庭院'消滅[致命卡路里]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,6730000000.0,4000000,
193004220,高級第三個指令,請於'瀑布樹森林'消滅[特莉妮婭]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,6730000000.0,4000000,
193004221,高級第四個指令,請於'拉的城堡'消滅[拉厄那盾]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,6730000000.0,4000000,
193004222,高級第五個指令,請於'浮游島'消滅[比柏萊特]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,6730000000.0,4000000,
193004223,高級第六個指令,請於'閃亮深淵'消滅[奧賽里諾]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,6730000000.0,4000000,
193004224,高級第七個指令,請於'混沌峽谷'消滅[暴走的愛麗絲]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,6730000000.0,4000000,
193004225,高級第八個指令,請於'安息之地'消滅[摩厄圖]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,6730000000.0,4000000,
193004226,最高級第一個指令,請於'寶石樹森林'消滅[沛斯嘉]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,10395000000.0,6000000,
193004227,最高級第二個指令,請於'幻影毒霧沼澤'消滅[魔皇的幻影]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,10395000000.0,6000000,
193004228,最高級第三個指令,請於'冰封的世界'消滅[厄運]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,10395000000.0,6000000,
193004229,最高級第四個指令,請於'超人紀念館'消滅[藍大人]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,10395000000.0,6000000,
193004230,最高級第五個指令,請於'地獄房間'消滅[瑪帕斯]，並向聯合公會的[獵人管理者艾皮斯]報告。,聯合公會,獵人管理者艾皮斯,10395000000.0,6000000,
193900001,奇妙的超級瑪琍!,請在超級瑪琍第1季 Level 1~7間，將生成於地圖最後附近的礦石挖出。,GM活動地圖,魯娜蕾希,nan,0,[已刪除數據]_活動超級瑪琍武器兌換券 X1
193900002,請協助煙火慶典,教訓一下那些欺負觀眾的孩子吧!,GM活動地圖,露娜,nan,0,[已刪除數據]_[活動] Festival票券 X10
193900003,超人點數UP!,接收任務後請立即完成 !,GM活動地圖,露娜,nan,0,
194001001,飢餓的孩子,請於'亞德利卡'消滅[飢餓克蕾舒爾]並向 '亞德利卡'的 [薇奈特]報告。,亞德利卡,薇奈特,11556000000.0,216000,
194001002,遺忘過去的幻獸,請於'亞德利卡'消滅[幻狼]並向'亞德利卡'的 [薇奈特]報告。,亞德利卡,薇奈特,11556000000.0,216000,
194001003,正確之路,請於'亞德利卡'消滅[旗幟羊努斯]並向'亞德利卡'的 [薇奈特]報告。,亞德利卡,薇奈特,11556000000.0,216000,
194001004,謝謝你的安慰,請於'亞德利卡'消滅[疲困德雷曼]並向'亞德利卡'的 [薇奈特]報告。,亞德利卡,薇奈特,11556000000.0,216000,
194001005,消除怒氣的方法,請於'龍峽谷'消滅[氣憤克蕾舒爾]並向'恪爾立'的 [貝儂]報告。,恪爾立,貝儂,15022800000.0,864000,
194001006,冒牌恪爾立,請於'龍峽谷'消滅[暴走闇黑恪爾立]並向'恪爾立'的 [貝儂]報告。,恪爾立,貝儂,15022800000.0,864000,
194001007,成為敵人的幻獸,請於'龍峽谷'消滅[鐵血幻狼]並向'恪爾立'的 [貝儂]報告。,恪爾立,貝儂,15022800000.0,864000,
