ID,道具名稱,鑲嵌類型ID,道具屬性
170420601,可雅圖鑑卡片,0,
170420701,黑桃5圖鑑卡片,0,
170420801,塔之薩伊安圖鑑卡片,0,
170420901,行走水母圖鑑卡片,0,
170421001,巨人圖鑑卡片,0,
170421101,無瞳氣球鬼圖鑑卡片,0,
170421201,紅心3圖鑑卡片,0,
170421301,海馬圖鑑卡片,0,
170421401,石像巨人圖鑑卡片,0,
170421501,醬缸怪圖鑑卡片,0,
170421601,大眼劍圖鑑卡片,0,
170421701,騎士海馬圖鑑卡片,0,
170421801,仙界的阿修羅王圖鑑卡片,0,
170421901,火焰巨人圖鑑卡片,0,
170422001,土撥鼠快槍手圖鑑卡片,0,
170422101,珊瑚獸圖鑑卡片,0,
170422201,金剛巨人圖鑑卡片,0,
170422301,幽靈狼人圖鑑卡片,0,
170422401,蒙面仙人掌圖鑑卡片,0,
170422501,跳棋騎士圖鑑卡片,0,
170422601,響尾蛇姑娘圖鑑卡片,0,
170422701,喬安潘圖鑑卡片,0,
170422801,紅蓮圖鑑卡片,0,
170422901,吟遊詩人珍圖鑑卡片,0,
170423001,企鵝紳士圖鑑卡片,0,
170423101,陰間使者圖鑑卡片,0,
170423201,白狼圖鑑卡片,0,
170423301,冰棒棒圖鑑卡片,0,
170423401,冰棒棒(兄)圖鑑卡片,0,
170423501,滑雪清道夫圖鑑卡片,0,
170423601,牛魔王圖鑑卡片,0,
170423701,春植堡圖鑑卡片,0,
170423901,紅豆魚餅圖鑑卡片,0,
170424001,紅豆甜魚餅圖鑑卡片,0,
170424101,阿婆人參圖鑑卡片,0,
170424201,甜圈薑餅人圖鑑卡片,0,
170424301,冰魔卡妙圖鑑卡片,0,
170424401,莫迪圖鑑卡片,0,
170424501,乞丐貓圖鑑卡片,0,
170424601,海星蛙圖鑑卡片,0,
170424701,妖娘娘圖鑑卡片,0,
170424801,青巾盜賊圖鑑卡片,0,
170424901,塔之吟遊詩人珍圖鑑卡片,0,
170425001,大癩蛤蟆圖鑑卡片,0,
170425101,火爆窮奇圖鑑卡片,0,
170425201,小豆羊圖鑑卡片,0,
170425301,紫巾盜賊圖鑑卡片,0,
170425401,牡丹燈籠圖鑑卡片,0,
170425501,麥當當叔叔圖鑑卡片,0,
170425601,阿修羅王圖鑑卡片,0,
170425701,黑豆羊圖鑑卡片,0,
170425801,黑巾盜賊圖鑑卡片,0,
170425901,奧比亞圖鑑卡片,0,
170426001,赤巾盜賊圖鑑卡片,0,
170426101,麥當當套餐怪(中) 圖鑑卡片,0,
170426201,白巾盜賊圖鑑卡片,0,
170426301,棋子主教圖鑑卡片,0,
170426401,華爾基莉圖鑑卡片,0,
170426501,小豆士兵圖鑑卡片,0,
170426601,麥當當套餐怪(大)圖鑑卡片,0,
170426701,哄芭芭圖鑑卡片,0,
170426801,小豆騎士圖鑑卡片,0,
170426901,藍烏龜圖鑑卡片,0,
170427001,受詛咒的植圖鑑卡片,0,
170427101,貞德圖鑑卡片,0,
170427201,小豆弓手圖鑑卡片,0,
170427301,河豚圖鑑卡片,0,
170427401,蛋蛋戰士圖鑑卡片,0,
170427501,圓滾滾海豚圖鑑卡片,0,
170427601,冰霜巨人圖鑑卡片,0,
170427701,蛋蛋法師圖鑑卡片,0,
170427801,人魚公主圖鑑卡片,0,
170427901,芙尼克斯圖鑑卡片,0,
170428001,蛋蛋槍手圖鑑卡片,0,
170428101,倉鼠果凍圖鑑卡片,0,
170428201,卡伊圖鑑卡片,0,
170428301,海螺殼小章魚圖鑑卡片,0,
170428401,虹虹圖鑑卡片,0,
170428501,蒙面小章魚圖鑑卡片,0,
170428601,霏霏圖鑑卡片,0,
170428701,腳印貓咪圖鑑卡片,0,
170428801,跳跳圖鑑卡片,0,
170428901,零機圖鑑卡片,0,
170429001,卡特圖鑑卡片,0,
170429201,面具貓咪圖鑑卡片,0,
170429301,狐狸巡邏兵見習騎士圖鑑卡片,0,
170429401,兇暴的狐狸巡邏兵見習騎士圖鑑卡片,0,
170429501,兇暴的狐狸巡邏兵親衛隊圖鑑卡片,0,
170429601,貝特圖鑑卡片,0,
170429701,流氓貓圖鑑卡片,0,
170429801,破壞機器人圖鑑卡片,0,
170429901,狐狸巡邏兵親衛隊圖鑑卡片,0,
170430001,芬莉勒圖鑑卡片,0,
170430101,海賊貓圖鑑卡片,0,
170430201,狐狸巡邏兵見習槍手圖鑑卡片,0,
170430301,兇暴的狐狸巡邏兵見習槍手圖鑑卡片,0,
170430401,兇暴的狐狸巡邏兵護衛隊圖鑑卡片,0,
170430501,奧利溫圖鑑卡片,0,
170430601,沃參圖鑑卡片,0,
170430701,自由小章魚神像圖鑑卡片,0,
170430801,狐狸巡邏兵護衛隊圖鑑卡片,0,
170430901,帝國小狗圖鑑卡片,0,
170431001,墮落的帝國小狗圖鑑卡片,0,
170431101,小章魚士兵圖鑑卡片,0,
170431201,帝國槍兵圖鑑卡片,0,
170431301,墮落的帝國槍兵圖鑑卡片,0,
170431401,步行者圖鑑卡片,0,
170431501,帝國槍兵隊長圖鑑卡片,0,
170431601,墮落的帝國槍兵隊長圖鑑卡片,0,
170431701,柯鬥圖鑑卡片,0,
170431801,小章魚UFO圖鑑卡片,0,
170431901,帝國軍遊擊騎士圖鑑卡片,0,
170432001,墮落的帝國軍遊擊騎士圖鑑卡片,0,
170432101,帝國軍遊擊指揮官圖鑑卡片,0,
170432201,波茲圖鑑卡片,0,
170432301,毒蛇怪圖鑑卡片,0,
170432401,謎樣女圖鑑卡片,0,
170432501,可愛機器人圖鑑卡片,0,
170432601,謎樣男圖鑑卡片,0,
170432701,絕對零度圖鑑卡片,0,
170432801,羅基圖鑑卡片,0,
170432901,看不見的人圖鑑卡片,0,
170433001,霍爾圖鑑卡片,0,
170433101,歌劇魅影圖鑑卡片,0,
170433201,依萊佳圖鑑卡片,0,
170433301,薩伊安貝斯普棋圖鑑卡片,0,
170433401,無形體者圖鑑卡片,0,
170433501,虛弱的小小哥布林圖鑑卡片,0,
170433601,虛弱的哥布林婦女圖鑑卡片,0,
170433701,虛弱的哥布林士兵圖鑑卡片,0,
170433801,小小哥布林圖鑑卡片,0,
170433901,徬徨的神女圖鑑卡片,0,
170434001,哥布林婦女圖鑑卡片,0,
170434101,哥布林士兵圖鑑卡片,0,
170434201,?? 哥布林圖鑑卡片,0,
170434301,?? 哥布林圖鑑卡片,0,
170434601,飛飛耶比圖鑑卡片,0,
170434701,小山羊圖鑑卡片,0,
170434801,鑽石耶比圖鑑卡片,0,
170434901,流氓山羊圖鑑卡片,0,
170435001,哈雷茵少女圖鑑卡片,0,
170435101,粉粉耶比圖鑑卡片,0,
170435201,獅鷲寶寶圖鑑卡片,0,
170435301,哈雷茵獅鷲圖鑑卡片,0,
170435401,老大山羊圖鑑卡片,0,
170435501,帝國工兵圖鑑卡片,0,
170435601,帝國軍魔道泥人圖鑑卡片,0,
170435701,作業用魔道泥人圖鑑卡片,0,
170435801,高級遊擊兵圖鑑卡片,0,
170435901,帝國軍高級泥人圖鑑卡片,0,
170436001,作業用高級泥人圖鑑卡片,0,
170436201,帝國騎士隊長圖鑑卡片,0,
170196413,[已刪除數據]_活動:人魚房間藥水,0,
190193462,[已刪除數據]_活動:人魚的眼淚,0,
190193315,[已刪除數據]_活動:人魚公主的禮物,0,
170196464,[已刪除數據]_活動:經驗值泉水,0,
190138801,書矮靈的帽子,0,
190138802,書矮靈的鬍鬚,0,
190138803,書矮靈的碎布片,0,
180133201,書矮靈的車輪,0,
180133202,書矮靈的耳塞,0,
190138811,書妖的書簽,0,
190138812,書妖的牙齒,0,
190138813,撕破的碎紙,0,
180133211,撕破的書妖紋樣,0,
180133212,圖書出租目錄,0,
190138821,魔力珠子,0,
190138822,針線,0,
190138823,破舊的剪刀,0,
180133221,粉碎的牙刷,0,
180133222,破洞的袋子,0,
190138831,故事精靈的眼鏡,0,
190138832,故事精靈的翅膀,0,
190138833,故事精靈的帽子,0,
180133231,撕破的小小的書,0,
180133232,小小的蓋章,0,
190138841,飛翔護甲碎片,0,
190138842,飛翔護甲的斧頭,0,
190138843,飛翔護甲的靈魂,0,
180133241,粉碎的紋樣,0,
180133242,飛翔護甲珠子,0,
190138851,書矮靈的核,0,
190138852,貝爾法圖書館員的照片,0,
180133251,受傷的書矮靈鬍鬚,0,
180133252,起皺的白紙,0,
190138861,書妖核,0,
190138862,撕破的紅色書冊,0,
180133261,破碎的項鍊,0,
180133262,撕破的古書,0,
190138871,丟失的古書,0,
190138872,撕破的藍色書冊,0,
180133271,成團的鉛塊,0,
180133272,破洞的沙袋,0,
190138881,故事精靈核,0,
190138882,鋒利的羽毛圓珠筆,0,
180133281,撕破的簽到表,0,
180133282,努力蓋章,0,
190138891,飛翔護甲核,0,
190138892,蓋章的卷軸,0,
180133291,拉斷的魚線,0,
180133292,枯萎的滿天星,0,
190138901,貝爾法圖書館員的書,0,
190138902,貝爾法圖書館員的絲襪,0,
180133301,貝爾法圖書館員的衣領,0,
180133302,貝爾法圖書館員的頭髮,0,
190138911,伊普莉特的火苗,0,
190138912,伊普莉特的角,0,
180133311,粉碎的盔甲碎片,0,
180133312,燃燒的伊普莉特紋樣,0,
190138921,獨角獸寶寶的鬃毛,0,
190138922,獨角獸寶寶的蹄子,0,
190138923,獨角獸寶寶的角,0,
180133321,撕破的草葉,0,
180133322,獨角獸寶寶的烙印,0,
190138931,飛馬寶寶的鬃毛,0,
190138932,飛馬寶寶的蹄子,0,
190138933,飛馬寶寶的翅膀,0,
180133331,小小的聖水瓶,0,
180133332,飛馬寶寶的精髓,0,
190138941,紅寶石卡芳克的尾巴,0,
190138942,紅寶石卡芳克的紅寶石,0,
190138943,紅寶石卡芳克的消聲器,0,
180133341,粉碎的爪子碎片,0,
180133342,拉斷的卡芳克毛,0,
190138951,人偶騎士的矛槍,0,
190138952,人偶騎士的手套,0,
190138953,人偶騎士的翅膀,0,
180133351,人偶騎士的毛團,0,
180133352,人偶騎士的鞋,0,
190138961,獨角獸的核,0,
190138962,藍色獨角獸心臟,0,
180133361,乾燥的獨角獸毛,0,
180133362,綠色獨角獸眼睛,0,
190138971,飛馬的核,0,
190138972,紅色飛馬心臟,0,
180133371,蓬鬆的飛馬毛,0,
180133372,紅色飛馬眼睛,0,
190138981,卡芳克的核,0,
190138982,卡芳克炸彈,0,
180133381,沒有光澤的卡芳克毛,0,
180133382,卡芳克人偶,0,
190138991,人偶騎士的核,0,
190138992,棉花團袋子,0,
180133391,人偶騎士粗糙的棉花,0,
180133392,人偶騎士人偶,0,
190139001,惡魔護甲的骷髏碎片,0,
190139002,惡魔護甲的斧頭,0,
180133401,惡魔護甲的舍利,0,
180133402,褪色的惡魔護甲照片,0,
190139011,諾爾的頭骨帶,0,
190139012,諾爾的爪子,0,
180133411,諾爾的斷毛,0,
180133412,壞掉的肉塊,0,
190139021,諾爾的核,0,
190139022,諾爾的破舊指令書,0,
180133421,枯瘠的諾爾毛,0,
180133422,諾爾人偶,0,
190139031,凱羅貝魯斯的尾巴,0,
190139032,凱羅貝魯斯的翅膀,0,
180133431,凱羅貝魯斯的爪子,0,
180133432,凱羅貝魯斯的牙齒,0,
190139041,德古氏的腿,0,
190139042,德古氏的眼睛,0,
190139043,被破壞的遺物,0,
180133441,德古氏的粘液,0,
180133442,德古氏的肌腱,0,
170437101,奉醫師圖鑑卡片,0,
170437201,書矮靈圖鑑卡片,0,
170437301,書妖圖鑑卡片,0,
170437401,書怪圖鑑卡片,0,
170437501,故事精靈圖鑑卡片,0,
170437601,飛翔護甲圖鑑卡片,0,
170437701,圖書館的書矮靈圖鑑卡片,0,
170437801,圖書館的書妖圖鑑卡片,0,
170437901,圖書館的書怪圖鑑卡片,0,
170438001,圖書館的故事精靈圖鑑卡片,0,
170438101,圖書館的飛翔護甲圖鑑卡片,0,
170438201,貝爾法管理員圖鑑卡片,0,
170438301,伊普莉特圖鑑卡片,0,
170438401,獨角獸寶寶圖鑑卡片,0,
170438501,飛馬寶寶圖鑑卡片,0,
170438601,露菲兔兔圖鑑卡片,0,
170438701,人偶騎士圖鑑卡片,0,
170438801,花園的獨角獸圖鑑卡片,0,
170438901,花園的飛馬圖鑑卡片,0,
170439001,花園兔兔圖鑑卡片,0,
170439101,花園的人偶騎士圖鑑卡片,0,
170439201,花園的巨斧骷髏戰士圖鑑卡片,0,
170439301,花園的諾爾圖鑑卡片,0,
170439401,花園的兇暴諾爾圖鑑卡片,0,
170439501,花園的飛翔護甲圖鑑卡片,0,
170439601,凱羅貝魯斯圖鑑卡片,0,
170439701,德古氏圖鑑卡片,0,
170181001,貝爾法HP恢復工具箱子10%,0,
170181002,貝爾法HP恢復工具箱子20%,0,
170181003,貝爾法HP恢復工具箱子30%,0,
190140201,貝爾法箱子(舊),0,
190140211,貝爾法特殊兌換券,0,
190140280,貝爾法飾品延期券,0,
170180999,魔力精通[2階段]技能優惠券,0,
190140311,銀色腳趾特殊兌換券,0,
190140380,銀色腳趾飾品延期券,0,
170180799,力量精通[2階段]優惠券,0,
170180699,圖書館愛好者稱號之書,0,
170180698,☆圖書館愛好者稱號之書,0,
170180899,銀色腳趾稱號之書,0,
170180898,☆銀色腳趾稱號之書,0,
170196415,[已刪除數據]_耶比妹妹果凍冰,0,
170196416,[已刪除數據]_耶比哥哥果凍冰,0,
170196417,[已刪除數據]_橙凍凍冰,0,
170196418,[已刪除數據]_聖誕郵票,0,
170196419,[已刪除數據]_新年快樂卡片,0,
170196420,[已刪除數據]_惠宗的聖恩,0,
170196421,[已刪除數據]_新年好運符咒,0,
170196422,[已刪除數據]_佩爾的經驗值靈藥,0,
170196423,[已刪除數據]_佩爾的道具掉落率靈藥,0,
170196424,[已刪除數據]_佩爾的攻擊力靈藥,0,
170196425,[已刪除數據]_佩爾的爆擊傷害靈藥,0,
170196426,[已刪除數據]_佩爾的傷害減少靈藥,0,
170196427,[已刪除數據]_佩爾的命中率靈藥,0,
170196428,[已刪除數據]_佩爾的移動速度靈藥,0,
170195808,感謝幫助愛麗絲聖誕老人,0,
170195602,聖誕禮物分享之美爆竹,0,
190193507,聖誕花環,0,
190149901,紅色殘像鏡子盒,0,
190149902,綠色殘像鏡子盒,0,
190149903,藍色殘像鏡子盒,0,
190149904,透明殘像鏡子盒,0,
190149905,黑色殘像鏡子盒,0,
190149906,黃色殘像鏡子盒,0,
190149907,[已刪除數據]_紅色殘像鏡子盒(30天),0,
190149908,[已刪除數據]_綠色殘像鏡子盒(30天),0,
190149909,[已刪除數據]_藍色殘像鏡子盒(30天),0,
190149910,[已刪除數據]_黃色殘像鏡子盒(30天),0,
190193316,傳送點電池兌換券,0,
190193317,絕對戒指兌換券,0,
190193319,[已刪除數據]_[活動] 雷比的石頭兌換券,0,
170130004,乾杯學習書,0,
170130005,可愛應援學習書,0,
170130006,靈魂出竅學習書,0,
190193485,[已刪除數據]_雪球,0,
190193320,[已刪除數據]_GM禮物包(獎勵),0,
190193508,特殊聖誕花環,0,
190193218,愛麗絲的石頭1天兌換券,0,
190193219,穆亞的石頭1天兌換券,0,
190193220,喬艾的石頭1天兌換券,0,
190193221,[已刪除數據]_華爾基莉武器+7兌換券,0,
170194806,[已刪除數據]_草莓味糖果,0,
170194807,[已刪除數據]_哈密瓜味糖果,0,
170194808,[已刪除數據]_西瓜味糖果,0,
170194901,初級兔子學習書,0,
170194902,中級兔子學習書,0,
170194903,高級兔子學習書,0,
170194904,超高級兔子學習書,0,
170194701,消防員稱號學習書,0,
190191501,兔子藥果,0,
190191402,兔子袋,0,
190191406,兔年壓歲錢,0,
190191201,兔年壓歲錢袋,0,
170196691,活動:經驗值秘藥50%,0,
170196615,活動:經驗值秘藥500%,0,
170194702,軍畢者稱號學習書,0,
190191202,[已刪除數據]_禮物用巧克力,0,
190191502,皇家兔兔兔糖,0,
170130007,搖頭晃腦學習書,0,
190191204,粉紅兔兌換券,0,
190100511,啵啵香包,0,
190100512,啵啵手套,0,
190100711,哥布哥布花鏟,0,
190100712,哥布哥布土囊,0,
190102903,蝙蝠牙齒,0,
190102602,黑熊舌,0,
190101104,九尾狐耳朵,0,
190107302,耶比爸爸的氣球,0,
190107402,強盜狼糖漿,0,
190102502,耶比弟弟的尾巴,0,
190107602,齊天大聖道服,0,
190103902,黑虎的鬍鬚,0,
190101402,白虎心臟,0,
190117104,海螺公主抹布,0,
190117105,海螺公主髮簪,0,
190117202,綠色青蛙泡泡,0,
190117203,青蛙王子蘚苔,0,
190117002,萬年蔘,0,
190139101,災難的種子,0,
170200191,[活動] 伺服器麥克風,0,
170200291,[活動] 頻道麥克風,0,
190170103,好看的靈芝草,0,
190191411,[已刪除數據]_暴風禮物箱子2,0,
170194820,[已刪除數據]_挑戰！種啊種啊樹木終結者,0,
190190915,[已刪除數據]_種啊種啊種子,0,
170194703,[已刪除數據]_種吧種吧! 樹木終結者,0,
170194704,[已刪除數據]_種吧種吧! 樹木王,0,
170439801,被遺忘的犬身少年圖鑑卡片,0,
170439901,被遺忘的犬身少俠圖鑑卡片,0,
170440001,被遺忘的貓身少女圖鑑卡片,0,
170440101,被遺忘的貓身娘娘圖鑑卡片,0,
170440201,被遺忘的老虎拳教練圖鑑卡片,0,
170440301,被遺忘的老虎拳師傅圖鑑卡片,0,
170440401,被遺忘的狐仙蕾蕾圖鑑卡片,0,
170440501,犬身少年圖鑑卡片,0,
170440601,犬身少俠圖鑑卡片,0,
170440701,貓身少女圖鑑卡片,0,
170440801,貓身娘娘圖鑑卡片,0,
170440901,老虎拳教練圖鑑卡片,0,
170441001,老虎拳師傅圖鑑卡片,0,
170441101,狐仙蕾蕾圖鑑卡片,0,
190190916,寵物領養券箱子,0,
190190917,鏡子盒寶箱子,0,
190190918,眼鏡蛇服飾套裝箱子,0,
190190919,豬豬服飾套裝箱子,0,
190190920,耶比妹妹服飾套裝箱子,0,
190191216,活動:白熊服飾套裝(30天)兌換券,0,
170194705,我是潛力股學習書,0,
170194706,我是大隻佬學習書,0,
170194707,我是攻擊手學習書,0,
170194708,我是財閥學習書,0,
170194709,今日我最美學習書,0,
170194710,偉大的導師學習書,0,
190191217,[已刪除數據]_新生證書,0,
170198113,亮晶晶的糖果,0,
190191218,[已刪除數據]_老虎寺宣傳單,0,
190190921,[已刪除數據]_老虎箱子,0,
170194821,[已刪除數據]_老虎OK繃,0,
170194822,[已刪除數據]_老虎繃帶,0,
170194823,[已刪除數據]_老虎軟膏,0,
190190922,[已刪除數據]_優良品質白虎的皮,0,
190191219,[已刪除數據]_恐怖村莊宣傳單,0,
190190923,[已刪除數據]_恐怖箱子,0,
190190924,可愛龍龍兌換券,0,
170194824,[已刪除數據]_彩虹島世界入場券,0,
190191221,[已刪除數據]_彩虹島世界兌換券,0,
170194825,[已刪除數據]_彩虹島世界果汁,0,
170194826,[已刪除數據]_彩虹島世界烤肉漢堡,0,
170194827,[已刪除數據]_彩虹島世界三明治,0,
190190925,[已刪除數據]_彩虹島世界禮物箱子,0,
190190926,[已刪除數據]_彩虹島世界魔術箱子,0,
190191503,白兔禮物箱子,0,
190191504,黑兔禮物箱子,0,
190123829,破碎的水晶珠子,0,
190123830,神奇魔術棒,0,
190123831,艾菲爾的情書,0,
190123832,掛鐘,0,
190123833,藤籃,0,
190123834,發條鑰匙,0,
190106404,花蛇的毒,0,
190106603,蜘蛛絲團,0,
190106702,怪物肉塊,0,
190106703,吸血蝙蝠的角質,0,
190106503,花種子口袋,0,
190106802,草帽,0,
190114103,孢子囊,0,
190114104,更大的孢子囊,0,
190114105,灰塵堆,0,
190114202,黃色橡皮筋,0,
190114203,破舊的繃帶,0,
190114302,鑷子,0,
190114303,鋼筆手電筒,0,
190114402,靈質液,0,
190114403,細胞,0,
190114404,疫苗,0,
190114405,藥棉,0,
190114502,粘液,0,
190114503,消化?,0,
190111302,海盜的旗子,0,
190111303,光榮的標誌,0,
190111304,破舊的衣角,0,
190111305,沉重的腳鐐,0,
190111306,海盜的日記本,0,
180111303,起皺的地圖,0,
180111304,故障的六分儀,0,
190111204,骷髏頭,0,
190111205,骨刀,0,
190115103,小小的圍巾,0,
190115504,小小的鉛塊,0,
190115505,小小的火藥桶,0,
190115603,小小的緊急水桶,0,
190115704,小小的貝雷帽,0,
190115705,小小的偽裝霜,0,
190115803,生�蛌滲誑�,0,
190120606,扳柄破片,0,
190120607,奇比奧利溫原型,0,
190120608,鐵球,0,
180125804,皺關節,0,
180125805,奇怪的金屬碎片,0,
190120605,射手的腰帶,0,
190128802,聖珠盒,0,
190126403,聖水盤,0,
190126404,彌撒絲質頭紗,0,
190126405,念珠,0,
190126503,復活蠟燭,0,
190126504,聖珠,0,
190126505,雞蛋蠟燭,0,
190126703,銀燭臺,0,
190126704,薔薇目燭臺,0,
190126705,桌立式聖畫,0,
190128704,聖餐盤,0,
190128705,20捆聖珠,0,
190128706,酒席聖杯,0,
190105002,破舊的沙盜頭巾,0,
190105402,殭屍的碎布,0,
190105502,腐爛的木乃伊皮膚,0,
190105602,腐爛的肉塊,0,
190105403,稍微腐爛的肉塊,0,
190105404,稍微破損的殭屍爪,0,
190108104,小小海星,0,
190108105,破碎的貝殼,0,
190108402,水結晶,0,
190108502,石結晶,0,
190111704,折斷的棕樹爺爺樹枝,0,
190109402,蜂鳥的嘴巴,0,
190106303,螞蟻士兵的矛槍,0,
190106304,螞蟻士兵的唾液,0,
190106305,兵蟻的觸角,0,
190106306,兵蟻的殼,0,
180107804,破碎的兵蟻的矛槍,0,
180107805,粉碎的沙結晶,0,
190106302,蟻后的巢穴,0,
190114703,劍齒虎首領的皮,0,
190114704,劍齒虎首領獠牙,0,
190114903,司戴高的脊椎骨,0,
190114904,司戴高的肉塊,0,
190114905,大力司戴高的皮,0,
190115002,翼手龍的翅膀皮,0,
190109602,野蠻族飛鏢手的羽毛,0,
190109702,野蠻族火把手的羽毛,0,
190109803,野蠻族杖手的羽毛,0,
190103302,白蟻G的唾液,0,
190107102,毛絨皮,0,
190117703,暗殺者頭巾,0,
190118004,鋒利的圖框角,0,
190118105,海龍王的鬍鬚,0,
170199005,喬艾的經驗值推進器,0,
170130008,Big bang表情符號學習書,0,
170130009,[已刪除數據]_滴詠表情學習書,0,
190190927,[已刪除數據]_暴風禮物箱子III,0,
190190928,[已刪除數據]_王的石頭箱子,0,
190190929,[已刪除數據]_強大的王石頭箱子,0,
190190930,[已刪除數據]_真-大王的石頭箱子,0,
190191222,[已刪除數據]_王的石頭,0,
190191223,[已刪除數據]_強大的王石頭,0,
190191224,[已刪除數據]_真-大王的石頭,0,
190191225,[已刪除數據]_大王的足跡,0,
170194828,[已刪除數據]_戒指的妙藥,0,
170194829,[已刪除數據]_戒指的靈藥,0,
190191226,[已刪除數據]_暑假活動優惠券,0,
190191227,[已刪除數據]_乳牛服飾套裝兌換券,0,
190191228,性別變更使用券,0,
180133501,破洞的工人臂章,0,
180133502,撕破的工人破布,0,
180133511,破洞的礦工臂章,0,
180133512,撕破的礦工破布,0,
180133521,破洞的法師臂章,0,
180133522,撕破的法師破布,0,
180133531,粉碎的寶石,0,
180133532,被咬的寶石龍殼,0,
180133541,破碎的原野守護者裝飾品,0,
180133542,破洞的原野守護者鞋,0,
180133551,破洞的森林守護者袋,0,
180133552,破洞的森林守護者披風,0,
180133561,粉碎的魯茲曼義肢,0,
180133562,撕破的魯茲曼腰帶,0,
180133571,星之守護者玻璃瓶,0,
180133572,破碎的星之守護者盔甲,0,
180133581,黑暗之核心守護者的瓶子,0,
180133582,破碎的核心守護者盔甲,0,
180133591,撕破的魯塞利亞緞帶,0,
180133592,剪斷的魯塞利亞頭髮,0,
180133601,破舊的提修斯披風,0,
180133602,破碎的提修斯頭盔,0,
180133611,破碎的幼蟲寶石,0,
180133612,撕爛的物體,0,
190139201,工人鉗子,0,
190139202,工人竹筐,0,
190139203,工人星星粉末,0,
190139211,礦工鋤頭,0,
190139212,礦工礦石,0,
190139213,礦工星星粉末,0,
190139221,破碎的玻璃珠子,0,
190139222,法師法杖,0,
190139223,法師星星粉末,0,
190139231,寶石龍的唾液,0,
190139232,巨寶石龍寶石,0,
190139233,寶石龍皮膚,0,
190139241,原野守護者頭髮,0,
190139242,原野守護者短劍,0,
190139243,原野守護者弓箭,0,
190139251,森林守護者飛刀,0,
190139252,貓頭鷹的嘴巴,0,
190139253,森林守護者手套,0,
190139261,魯茲曼鐵鉤,0,
190139262,魯茲曼耳環,0,
190139263,魯茲曼眼罩,0,
190139271,星之守護者星塊,0,
190139272,星之守護者靈魂石,0,
190139273,星之守護者盾牌,0,
190139281,核心守護者星塊,0,
190139282,核心守護者靈魂石,0,
190139283,核心守護者爆炸物,0,
190139291,魯塞利亞兔子人偶,0,
190139292,魯塞利亞的帽子,0,
190139293,魯塞利亞的眼罩,0,
190139301,黑色提修斯碎片,0,
190139302,提修斯核,0,
190139303,提修斯手套,0,
190139311,小小的幼蟲寶石,0,
190139312,幼蟲粘液,0,
190139313,幼蟲靈魂石,0,
180400101,百年水草,0,
180400102,山寨海星,0,
190100106,委託魚桶,0,
190100107,熟練者委託魚桶,0,
190190931,斑紋鯨魚,0,
190190932,破舊的漁翁箱子,0,
190190933,閃閃的漁翁箱子,0,
190190934,閃耀的姜太公箱子,0,
190190936,魚類箱子,0,
190190937,彩虹殘像(3日) 鏡子盒,0,
170194831,黃金大肚魚,0,
170194832,大肚子河豚,0,
170194833,龍蝦,0,
170194834,會說話的鯽魚,0,
170194835,牛奶光澤的鯉魚,0,
170194836,掉牙的鯊魚,0,
170194837,不太好用的魚餌,0,
170194838,好用的魚餌,0,
170194872,好用的魚餌(1小時),0,
170194839,啪嗒啪嗒超大魚餌,0,
170194840,傳說的漁船魚餌,0,
170194873,傳說的漁船魚餌(1小時),0,
170194841,釣魚高手稱號學習書,0,
170194842,釣魚之王稱號學習書,0,
170194843,釣魚達人稱號學習書,0,
170194844,釣魚之神稱號學習書,0,
170194845,爽口辣湯,0,
170194846,甜甜的鯽魚飲料,0,
170194847,濃稠的鯉魚濃縮液,0,
170194848,精力十足的鰻魚濃縮液,0,
170441201,星之守護者圖鑑卡片,0,
170441202,核心守護者圖鑑卡片,0,
170441203,月精靈森林守護者圖鑑卡片,0,
170441204,月精靈原野守護者圖鑑卡片,0,
170441205,魯塞利亞圖鑑卡片,0,
170441206,英雄王提修斯圖鑑卡片,0,
170441207,寶石龍幼蟲圖鑑卡片,0,
170441208,被污染的幼蟲圖鑑卡片,0,
170441209,寶石龍圖鑑卡片,0,
170441210,魯茲曼圖鑑卡片,0,
170441211,神秘小矮人工人圖鑑卡片,0,
170441212,神秘小矮人礦工圖鑑卡片,0,
170441213,神秘小矮人法師圖鑑卡片,0,
190190938,哈士奇蛋領養券,0,
190190939,[已刪除數據]_歡迎寵物箱子,0,
190190940,[已刪除數據]_改造!3階段變身箱子I,0,
190190941,[已刪除數據]_改造!3階段變身箱子II,0,
190190942,[已刪除數據]_改造!3階段變身箱子III,0,
190190943,[已刪除數據]_彩虹島物語酒吧,0,
190190950,特殊的物品圖鑑箱子,0,
190190951,傳送點碎片兌換券,0,
190191271,[已刪除數據]_活動 雪狸貓套裝兌換券,0,
190191272,[已刪除數據]_活動 初級特殊飾品兌換券,0,
190191234,[已刪除數據]_破舊的鞋子,0,
170194880,[已刪除數據]_簽到GOGO,0,
170194881,5週年經驗值秘藥500%,0,
170194883,紀念可樂,0,
170194884,紀念汽水,0,
170194885,紀念果汁,0,
170194886,生日快樂煙火,0,
170194711,[已刪除數據]_彩虹島物語稱號學習書,0,
170194712,[已刪除數據]_全勤王稱號學習書,0,
170194713,我是潛力股稱號學習書(100%),0,
170194714,我是財閥稱號學習書(100%),0,
170194715,我是攻擊手稱號學習書(100%),0,
170181101,星星守護者的後裔稱號學習書(1/10000),0,
