ID,怪物名稱,_Target_Type,等級,命中率要求,最大HP,最大SP,力量,體力,魔法,幸運,減傷率(%),物理最小傷害,物理最大傷害,魔法最小傷害,魔法最大傷害,移動速度,跳躍力,屬性力,物理固定傷害,物理傷害減少,物理貫穿力,魔法貫穿力,跳躍攻擊力,最小攻擊力,最大攻擊力,物理暴擊傷害,魔法暴擊 傷害,治愈效果,治愈暴擊率,最大HP係數,最大MP係數,HP恢復倍率,SP恢復倍率,物理命中率,魔法命中率,物理回避率,魔法回避率,物理背後攻擊傷害,魔法背後攻擊傷害,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,防禦力,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,魔法固定傷害,魔法傷害減少,屬性最小傷害,屬性最大傷害,抵抗力,屬性傷害,物理免疫,魔法免疫,屬性免疫,暴擊抗性,眩晕抵抗率,睡眠抵抗率,混乱抵抗率,冰冻抵抗率,下落速度,最大下落速度,_EffectID1,_EffectID2,_EffectID3,_EffectID4,_RecallID,_Drop_place,_Active_mob,_LifeTime,_LifeTime2,_Mob_Type,_HP_reset,_HIT_Revision,_SealSkill_Probability,_SealSkill_ID,怪物傷害類型,是否為BOSS,_Difficulty_Check
810009500,고드름 감옥 4인_속박의 보레아스,3,265,345,76985282440.0,1,31119,31119,31119,534053,40,350,385,350,385,370,-800,18215,6240,299520,60,60,748,17348,19082,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,299520,0,0,100,100,5000,299520,0,0,299520,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009501,고드름 감옥 4인_고통의 보레아스,3,265,345,76985282440.0,1,31119,31119,31119,534053,40,350,385,350,385,370,-800,18215,6240,299520,60,60,748,17348,19082,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,299520,0,0,100,100,5000,299520,0,0,299520,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009502,고드름 감옥 4인_오염의 보레아스,3,265,345,76985282440.0,1,31119,31119,31119,534053,40,350,385,350,385,370,-800,18215,6240,299520,60,60,748,17348,19082,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,299520,0,0,100,100,5000,299520,0,0,299520,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009503,고드름 감옥 4인_절망의 나르케_비행,3,265,345,65987384949.0,1,34230,34230,34230,587458,40,350,385,350,385,370,-200,18215,6240,299520,60,60,748,17348,19082,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,299520,0,0,100,100,5000,299520,0,0,299520,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009504,고드름 감옥 4인_스노우 쁘띠 아인호른,3,265,345,73319316610.0,1,31119,31119,31119,534053,40,350,385,350,385,370,-800,18215,6240,299520,60,60,748,17348,19082,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,299520,0,0,100,100,5000,299520,0,0,299520,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009505,고드름 감옥 4인_헬 플레임 폭스,3,265,345,73319316610.0,1,31119,31119,31119,534053,40,350,385,350,385,370,-200,18215,6240,299520,60,60,748,17348,19082,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,299520,0,0,100,100,5000,299520,0,0,299520,0,0,0,0,500,300,300,300,300,1600,30,81005348,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009506,메아리샘 8인_탈출한 빙달,3,266,358,110804061624.2,1,34230,34230,34230,587458,50,315,350,315,350,390,-800,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009507,메아리샘 8인_멋쟁이 스노우맨,3,266,358,110804061624.2,1,34230,34230,34230,587458,50,315,350,315,350,390,-800,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009508,메아리샘 8인_불량한 스노우맨,3,266,358,110804061624.2,1,34230,34230,34230,587458,50,315,350,315,350,390,-800,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009509,메아리샘 8인_상실의 웬디고,3,266,358,110804061624.2,1,34230,34230,34230,587458,50,315,350,315,350,390,-800,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009510,메아리샘 8인_망상의 웬디고,3,266,358,110804061624.2,1,34230,34230,34230,587458,50,315,350,315,350,390,-800,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009511,메아리샘 8인_분열의 웬디고,3,266,358,110804061624.2,1,34230,34230,34230,587458,50,315,350,315,350,390,-800,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009512,메아리샘 8인_슬픔의 나르케_비행,3,266,358,99723655460.1,1,34230,34230,34230,587458,50,315,350,315,350,390,-200,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009513,메아리샘 8인_불행의 나르케_비행,3,266,358,99723655460.1,1,34230,34230,34230,587458,50,315,350,315,350,390,-200,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009514,메아리샘 8인_레드 쁘띠 아인호른,3,266,358,110804061624.2,1,34230,34230,34230,587458,50,315,350,315,350,390,-800,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,81005348,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009515,메아리샘 8인_블루 쁘띠 아인호른,3,266,358,110804061624.2,1,34230,34230,34230,587458,50,315,350,315,350,390,-800,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,81005348,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009516,메아리샘 8인_레드 플레임 폭스,3,266,358,99723655460.1,1,34230,34230,34230,587458,50,315,350,315,350,390,-200,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009517,메아리샘 8인_블루 플레임 폭스,3,266,358,99723655460.1,1,34230,34230,34230,587458,50,315,350,315,350,390,-200,20036,6864,329472,60,60,748,19082,20990,50,50,50,0,1560,720,2,3,262,262,250,250,20,20,100,200,100,200,329472,0,0,100,100,5000,329472,0,0,329472,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009518,아르고스 4인 보스,3,265,340,659873849481.0,1,31119,31119,31119,534053,65,420,455,420,455,370,-800,18762,30780,307800,60,60,748,17298,20227,50,50,50,0,1560,720,2,3,262,262,235,235,20,20,100,200,100,200,359424,0,0,100,100,5000,359424,0,0,359424,0,0,0,0,500,1000,1000,1000,1000,1600,30,41000000,81005382,0,0,0,1,0,0,0,1,0,30,0,0,2,2,1
810009519,에코 8인 보스,3,266,338,802927982787.0,1,34230,34230,34230,587458,75,350,385,350,385,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,81005382,41000000,0,0,0,1,0,0,0,1,0,30,0,0,2,2,1
810009520,리리오페 8인 중간보스,3,266,338,401463991393.5,1,34230,34230,34230,587458,65,350,385,350,385,370,-1100,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,81005382,41000000,0,0,0,1,0,0,0,1,0,30,0,0,2,2,1
810009591,필드_데보라 빙달_메아리샘,3,265,345,101832384180.24,1,37402,37402,37402,641890,40,350,385,350,385,370,-800,23717,7812,249600,60,60,748,22588,24846,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,468000,0,0,100,100,7812,468000,0,0,468000,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009592,필드_날뛰는 빙달 _메아리샘,3,265,345,101832384180.24,1,37402,37402,37402,641890,40,350,385,350,385,370,-800,23717,7812,249600,60,60,748,22588,24846,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,468000,0,0,100,100,7812,468000,0,0,468000,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009593,필드_평범한 스노우맨 _메아리샘,3,265,345,101832384180.24,1,37402,37402,37402,641890,40,350,385,350,385,370,-800,23717,7812,249600,60,60,748,22588,24846,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,468000,0,0,100,100,7812,468000,0,0,468000,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009594,필드_무명의 웬디고 _메아리샘,3,265,345,101832384180.24,1,37402,37402,37402,641890,40,350,385,350,385,370,-800,23717,7812,249600,60,60,748,22588,24846,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,468000,0,0,100,100,7812,468000,0,0,468000,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009595,필드_영원의 나르케_비행 _메아리샘,3,265,345,101832384180.24,1,39272,39272,39272,673984,40,385,420,385,420,370,-200,23717,7812,249600,60,60,748,22588,24846,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,468000,0,0,100,100,7812,468000,0,0,468000,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009521,꿈결 프리링,3,2,0,18.0,11,11,11,11,18,0,95,105,95,105,132,-800,7,0,0,0,0,3,6,8,50,50,50,50,325,150,2,3,1,1,0,0,20,20,20,200,20,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009522,꿈결 비틀G,3,2,0,18.0,11,11,11,11,18,0,95,105,95,105,132,-800,7,0,0,0,0,3,6,8,50,50,50,50,325,150,2,3,1,1,0,0,20,20,20,200,20,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009523,어떤 집고양이,3,2,0,18.0,11,11,11,11,18,0,95,105,95,105,132,-800,7,0,0,0,0,3,6,8,50,50,50,50,325,150,2,3,1,1,0,0,20,20,20,200,20,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009524,어떤 길고양이,3,2,0,18.0,11,11,11,11,18,0,95,105,95,105,132,-800,7,0,0,0,0,3,6,8,50,50,50,50,325,150,2,3,1,1,0,0,20,20,20,200,20,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009525,버그버그 코드리스,3,2,0,18.0,11,11,11,11,18,0,95,105,95,105,132,-800,7,0,0,0,0,3,6,8,50,50,50,50,325,150,2,3,1,1,0,0,20,20,20,200,20,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009526,버그버그 다이오드,3,2,0,18.0,11,11,11,11,18,0,95,105,95,105,132,-800,7,0,0,0,0,3,6,8,50,50,50,50,325,150,2,3,1,1,0,0,20,20,20,200,20,200,60,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810009527,[이벤트] 택배 서류함,3,1,0,5.0,3,1,1,1,1,0,140,150,220,240,132,-800,1727,0,90000000,0,0,0,2395,2789,50,50,50,50,1,1,2,2,180,180,0,0,20,20,100,200,100,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,0,1,0,0,0,1,0,30,0,0,1,1,0
810009528,[이벤트] 정령의 속삭임(투명),18,1,0,1.0,1,13,1,13,13,0,95,105,95,105,156,-900,4,0,0,0,0,6,6,8,50,50,50,0,650,300,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1600,30,59001221,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810009529,[이벤트] 디아의 콘서트 홍보단,3,1,0,17.0,3,1,1,1,1,0,140,150,220,240,132,-800,1727,0,90000000,0,0,0,2395,2789,50,50,50,50,1,1,2,2,180,180,0,0,20,20,100,200,100,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,0,1,0,0,0,1,0,30,0,0,1,1,0
810009530,[이벤트] 새우김밥,18,1,0,20.0,20,11,11,11,11,0,95,105,95,105,60,-400,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1000,30,14510115,0,0,0,0,1,0,300,300,1,0,30,0,0,2,0,1
810009531,[이벤트] 전주 비빔밥,18,1,0,20.0,20,11,11,11,11,0,95,105,95,105,60,-400,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1000,30,14510115,0,0,0,0,1,0,500,500,1,0,30,0,0,2,0,1
810009532,[이벤트] 손님 A,18,1,0,1.0,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,81006004,81006004,81006004,81006004,0,1,0,0,0,1,0,30,0,0,2,0,1
810009533,[이벤트] 손님 B,18,1,0,1.0,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,81003070,81003070,81003070,81003070,0,1,0,0,0,1,0,30,0,0,2,0,1
810009535,[이벤트] 혼란 꼬챙이,0,1,0,29997.0,29997,1,1,1,1,0,95,105,95,105,0,0,10,30,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810009536,[이벤트] 이뮨 포션상자,0,250,60,1.0,29997,1,1,1,1,0,95,105,95,105,0,0,10,40,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
810009537,크러시(헤비랜스),8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,20,20,3,0,30,0,0,1,0,0
810009538,크러시(매직랜스),8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,20,20,3,0,30,0,0,1,0,0
810009539,스퍼트(헤비랜스),8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,20,20,3,0,30,0,0,1,0,0
810009540,다크 스피릿,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,20,20,3,0,30,0,0,1,0,0
810009541,체인버스트(전후방),8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,15,15,3,0,30,0,0,1,0,0
810009542,체인버스트(전방),8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,15,15,3,0,30,0,0,1,0,0
810009543,트리플 립,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,8,8,3,0,30,0,0,1,0,0
810009544,켈베로스,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,20,20,3,0,30,0,0,1,0,0
810009545,플레임 웜,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,20,20,3,0,30,0,0,1,0,0
810009546,광기의 그림자(전방),8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,20,20,3,0,30,0,0,1,0,0
810009547,광기의 그림자(전후방),8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,20,20,2,0,30,0,0,1,0,0
810009548,환영의 그림자,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,22,22,3,0,30,0,0,1,0,0
810009549,파워 밤,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,13,13,3,0,30,0,0,1,0,0
810009550,해머 타이푼,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,15,15,3,0,30,0,0,1,0,0
810009551,발차기 소환몹1,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,81006222,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009552,발차기 소환몹2,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,81006224,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009553,발차기 소환몹3,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,81006226,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009554,대지파열,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,81006220,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009555,라이트닝 랜스(전방),8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,22,22,3,0,30,0,0,1,0,0
810009556,라이트닝 랜스(전후방),8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,22,22,3,0,30,0,0,1,0,0
810009557,질풍,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,81006214,60000237,60000239,0,0,1,1,25,25,3,0,30,0,0,1,0,0
810009558,승천난무,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,5,5,3,0,30,0,0,1,0,0
810009559,이베이전,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,81006216,60000237,60000239,0,0,1,1,21,21,3,0,30,0,0,1,0,0
810009560,바밍 크라이,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,15,15,3,0,30,0,0,1,0,0
810009561,이스케이프 샷,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,18,18,3,0,30,0,0,1,0,0
810009562,다크니스 덱,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,20,20,3,0,30,0,0,1,0,0
810009563,오로라 보상 상자하드 전용,3,235,15,1.0,1,1578,1578,1578,6306,0,195,205,195,205,132,-800,1386,0,161,0,0,540,1860,2175,50,50,50,0,1560,720,2,3,158,158,0,0,20,20,100,200,100,200,3330,0,0,100,100,0,161,0,0,2860,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,2,1,1
