ID,箱子名稱,獎勵名稱,效果名稱
15414,彩虹島物語皇家箱子XLVIII,高級神秘魔力增加粉末 X3,收費機會箱子(50 ~ 150)
15415,彩虹島物語皇家箱子XLVIII,神秘力量減少粉末 X4,收費機會箱子(50 ~ 150)
15416,彩虹島物語皇家箱子XLVIII,神秘魔力減少粉末 X4,收費機會箱子(50 ~ 150)
15417,彩虹島物語皇家箱子XLVIII,炫富(三)學習書 X5,收費機會箱子(50 ~ 150)
15418,彩虹島物語皇家箱子XLVIII,鑲嵌妙藥 X4,收費機會箱子(50 ~ 150)
15419,彩虹島物語皇家箱子XLVIII,皇家姜太公的祝福 X2,收費機會箱子(50 ~ 150)
15420,彩虹島物語皇家箱子XLVIII,發亮的暴風藥水(30分鐘) X2,收費機會箱子(50 ~ 150)
15421,彩虹島物語皇家箱子XLVIII,巴斯巴斯的妙藥 X10,收費機會箱子(50 ~ 150)
15422,彩虹島物語皇家箱子XLVIII,王者攻擊力秘藥 X4,收費機會箱子(50 ~ 150)
15423,彩虹島物語皇家箱子XLVIII,王者防禦秘藥 X4,收費機會箱子(50 ~ 150)
15424,彩虹島物語皇家箱子XLVIII,發亮的暴風藥水 X30,收費機會箱子(50 ~ 150)
15425,彩虹島物語皇家箱子XLVIII,糖漿組合兌換券 X5,收費機會箱子(50 ~ 150)
15426,彩虹島物語皇家箱子XLVIII,"HAPPY領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15427,彩虹島物語皇家箱子XLVIII,"堤米領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15428,彩虹島物語皇家箱子XLVIII,"小鱷魚貝貝領養券[永久制] X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15429,彩虹島物語皇家箱子XLVIII,"地墊裝扮票券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15430,彩虹島物語皇家箱子XLVIII,"喬安潘的第4個紅寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15431,彩虹島物語皇家箱子XLVIII,"莉莉的第4個藍色寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15432,彩虹島物語皇家箱子XLVIII,"卡茲諾的第4個黃寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15433,彩虹島物語皇家箱子XLVIII,"麥德斯的手藝學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15434,彩虹島物語皇家箱子XLVIII,"職業服裝兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15435,彩虹島物語皇家箱子XLVIII,"闇黑愛麗絲服裝箱子 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15436,彩虹島物語皇家箱子XLVIII,"致命香油配方 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15437,彩虹島物語皇家箱子XLVIII,"傷痛香油配方 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15438,彩虹島物語皇家箱子XLVIII,"傷心香油配方 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15439,彩虹島物語皇家箱子XLVIII,"高級神秘力量增加粉末 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
15440,彩虹島物語皇家箱子XLVIII,"高級神秘魔力增加粉末 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
15441,彩虹島物語皇家箱子XLVIII,"神秘力量減少粉末 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
15442,彩虹島物語皇家箱子XLVIII,"神秘魔力減少粉末 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
15443,彩虹島物語皇家箱子XLVIII,"炫富(三)學習書 X5
皇家福袋 X1",收費機會箱子(50 ~ 150)
15444,彩虹島物語皇家箱子XLVIII,"鑲嵌妙藥 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
15445,彩虹島物語皇家箱子XLVIII,"皇家姜太公的祝福 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
15446,彩虹島物語皇家箱子XLVIII,"發亮的暴風藥水(30分鐘) X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
15447,彩虹島物語皇家箱子XLVIII,"巴斯巴斯的妙藥 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
15448,彩虹島物語皇家箱子XLVIII,"王者攻擊力秘藥 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
15449,彩虹島物語皇家箱子XLVIII,"王者防禦秘藥 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
15450,彩虹島物語皇家箱子XLVIII,"發亮的暴風藥水 X30
皇家福袋 X1",收費機會箱子(50 ~ 150)
15451,彩虹島物語皇家箱子XLVIII,"糖漿組合兌換券 X5
皇家福袋 X1",收費機會箱子(50 ~ 150)
15452,彩虹島初夏箱,肥宅快樂水EX X100,
15453,彩虹島初夏箱,卡哇伊領養券 X1,
15454,彩虹島初夏箱,SUMMER STORY稱號學習書(30日) X1,
15455,彩虹島初夏箱,召喚獸指南[經驗值＆道具]學習書(30日) X1,
15456,彩虹島初夏箱,Flower Wind(30日)學習書 X1,
15457,彩虹島初夏箱,女兒稱號學習書(100%) X1,
15458,彩虹島初夏箱,召喚獸指南[經驗值＆道具]學習書(15日) X1,
15459,彩虹島初夏箱,經驗值秘藥1000% X1,
15460,彩虹島初夏箱,櫻桃服裝短髮 X1,
15461,彩虹島初夏箱,玫瑰茶壺服裝箱子 X1,
15462,彩虹島初夏箱,放屁學習書 X1,
15463,彩虹島初夏箱,[活動] 唯我獨尊學習書 X1,
15464,彩虹島初夏箱,鋼鐵人表情符號學習書 X1,
15465,彩虹島初夏箱,邪翼展開學習書 X1,
15466,彩虹島初夏箱,遠端完成任務箱子 X5,
15467,彩虹島初夏箱,[活動] 經驗值秘藥500% X1,
15468,彩虹島初夏箱,植物催化劑 X1,
15469,彩虹島初夏箱,委託魚桶 X3,
15470,彩虹島初夏箱,初級兔子學習書 X15,
15471,彩虹島初夏箱,中級兔子學習書 X20,
15472,彩虹島初夏箱,高級兔子學習書 X25,
15473,彩虹島初夏箱,超高級兔子學習書 X30,
15474,彩虹島初夏箱,四葉幸運草伺服器麥克風 X3,
15475,彩虹島物語皇家箱子XLIX,小魔女領養券 X1,收費機會箱子(50 ~ 150)
15476,彩虹島物語皇家箱子XLIX,蕾堤佩領養券 X1,收費機會箱子(50 ~ 150)
15477,彩虹島物語皇家箱子XLIX,藍寶怪領養券 X1,收費機會箱子(50 ~ 150)
15478,彩虹島物語皇家箱子XLIX,小蜜蜂領養券 X1,收費機會箱子(50 ~ 150)
15479,彩虹島物語皇家箱子XLIX,喬安潘的第4個紅寶石 X1,收費機會箱子(50 ~ 150)
15480,彩虹島物語皇家箱子XLIX,卡茲諾的第4個黃寶石 X1,收費機會箱子(50 ~ 150)
15481,彩虹島物語皇家箱子XLIX,阿卡修拉的噩夢寶石箱子 X1,收費機會箱子(50 ~ 150)
15482,彩虹島物語皇家箱子XLIX,發光的穆亞杏仁寶石 X1,收費機會箱子(50 ~ 150)
15483,彩虹島物語皇家箱子XLIX,發光的愛麗絲火龍果寶石 X1,收費機會箱子(50 ~ 150)
15484,彩虹島物語皇家箱子XLIX,閃耀黑月的可頌寶石 X1,收費機會箱子(50 ~ 150)
15485,彩虹島物語皇家箱子XLIX,古代之書 -《暴走》學習書(30日) X1,收費機會箱子(50 ~ 150)
15486,彩虹島物語皇家箱子XLIX,古代之書 -《調和》學習書(30日) X1,收費機會箱子(50 ~ 150)
15487,彩虹島物語皇家箱子XLIX,戰場精靈石(1日)兌換券 X1,收費機會箱子(50 ~ 150)
15488,彩虹島物語皇家箱子XLIX,活動背包 X1,收費機會箱子(50 ~ 150)
15489,彩虹島物語皇家箱子XLIX,加油吧技能學習書 X1,收費機會箱子(50 ~ 150)
15490,彩虹島物語皇家箱子XLIX,十項全能技能學習書 X1,收費機會箱子(50 ~ 150)
15491,彩虹島物語皇家箱子XLIX,皇家暴風藥水 X2,收費機會箱子(50 ~ 150)
15492,彩虹島物語皇家箱子XLIX,鑲嵌妙藥 X3,收費機會箱子(50 ~ 150)
15493,彩虹島物語皇家箱子XLIX,皇家姜太公的祝福 X2,收費機會箱子(50 ~ 150)
15494,彩虹島物語皇家箱子XLIX,那勒斯的妙藥 X10,收費機會箱子(50 ~ 150)
15495,彩虹島物語皇家箱子XLIX,巴斯巴斯的妙藥 X10,收費機會箱子(50 ~ 150)
15496,彩虹島物語皇家箱子XLIX,王者經驗值秘藥 X5,收費機會箱子(50 ~ 150)
15497,彩虹島物語皇家箱子XLIX,王者攻擊力秘藥 X5,收費機會箱子(50 ~ 150)
15498,彩虹島物語皇家箱子XLIX,王者防禦秘藥 X5,收費機會箱子(50 ~ 150)
15499,彩虹島物語皇家箱子XLIX,暢快汽水 X20,收費機會箱子(50 ~ 150)
15500,彩虹島物語皇家箱子XLIX,"小魔女領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15501,彩虹島物語皇家箱子XLIX,"蕾堤佩領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15502,彩虹島物語皇家箱子XLIX,"藍寶怪領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15503,彩虹島物語皇家箱子XLIX,"小蜜蜂領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15504,彩虹島物語皇家箱子XLIX,"喬安潘的第4個紅寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15505,彩虹島物語皇家箱子XLIX,"卡茲諾的第4個黃寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15506,彩虹島物語皇家箱子XLIX,"阿卡修拉的噩夢寶石箱子 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15507,彩虹島物語皇家箱子XLIX,"發光的穆亞杏仁寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15508,彩虹島物語皇家箱子XLIX,"發光的愛麗絲火龍果寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15509,彩虹島物語皇家箱子XLIX,"閃耀黑月的可頌寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15510,彩虹島物語皇家箱子XLIX,"古代之書 -《暴走》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15511,彩虹島物語皇家箱子XLIX,"古代之書 -《調和》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15512,彩虹島物語皇家箱子XLIX,"戰場精靈石(1日)兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15513,彩虹島物語皇家箱子XLIX,"活動背包 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15514,彩虹島物語皇家箱子XLIX,"加油吧技能學習書 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15515,彩虹島物語皇家箱子XLIX,"十項全能技能學習書 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15516,彩虹島物語皇家箱子XLIX,"皇家暴風藥水 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
15517,彩虹島物語皇家箱子XLIX,"鑲嵌妙藥 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
15518,彩虹島物語皇家箱子XLIX,"皇家姜太公的祝福 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
15519,彩虹島物語皇家箱子XLIX,"那勒斯的妙藥 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
15520,彩虹島物語皇家箱子XLIX,"巴斯巴斯的妙藥 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
15521,彩虹島物語皇家箱子XLIX,"王者經驗值秘藥 X5
皇家福袋 X1",收費機會箱子(50 ~ 150)
15522,彩虹島物語皇家箱子XLIX,"王者攻擊力秘藥 X5
皇家福袋 X1",收費機會箱子(50 ~ 150)
15523,彩虹島物語皇家箱子XLIX,"王者防禦秘藥 X5
皇家福袋 X1",收費機會箱子(50 ~ 150)
15524,彩虹島物語皇家箱子XLIX,"暢快汽水 X20
皇家福袋 X1",收費機會箱子(50 ~ 150)
15525,4th Chill BOX,麒麟領養券[永久制] X1,
15526,4th Chill BOX,冰鹿兌換券 X1,
15527,4th Chill BOX,比比領養券 X1,
15528,4th Chill BOX,歐若拉星星披風 X1,
15529,4th Chill BOX,2020 Happy New Year稱號學習書(30日) X1,
15530,4th Chill BOX,成為我的支柱稱號學習書(100%) X1,
15531,4th Chill BOX,經驗值秘藥1000% X1,
15532,4th Chill BOX,經驗值秘藥888% X1,
15533,4th Chill BOX,櫻花紛飛學習書 X1,
15534,4th Chill BOX,加油！！團隊 X1,
15535,4th Chill BOX,加油！！擊鼓 X1,
15536,4th Chill BOX,[活動] 經驗值秘藥500% X1,
15537,4th Chill BOX,植物催化劑 X1,
15538,4th Chill BOX,委託魚桶 X3,
15539,4th Chill BOX,無線通訊器IR X5,
15540,4th Chill BOX,[活動] 今年我四歲！稱號學習書 X20,
15541,4th Chill BOX,[活動] 成為我的支柱稱號學習書 X20,
15542,4th Chill BOX,[活動] 彩虹島物語四周年紀念稱號學習書 X20,
15543,4th Chill BOX,爸爸稱號學習書 X20,
15544,4th Chill BOX,紅心伺服器麥克風 X3,
15545,寵物雙倍機率驚喜箱XII,邁克爾領養券[永久制] X1,收費機會箱子(50 ~ 150)
15546,寵物雙倍機率驚喜箱XII,時尚Q比領養券[永久制] X1,收費機會箱子(50 ~ 150)
15547,寵物雙倍機率驚喜箱XII,銀河領養券 X1,收費機會箱子(50 ~ 150)
15548,寵物雙倍機率驚喜箱XII,咕咕雞領養券 X1,收費機會箱子(50 ~ 150)
15549,寵物雙倍機率驚喜箱XII,喬安潘的第4個紅寶石 X1,收費機會箱子(50 ~ 150)
15550,寵物雙倍機率驚喜箱XII,卡茲諾的第4個黃寶石 X1,收費機會箱子(50 ~ 150)
15551,寵物雙倍機率驚喜箱XII,莉莉的第4個藍色寶石 X1,收費機會箱子(50 ~ 150)
15552,寵物雙倍機率驚喜箱XII,喬安潘的第3個紅寶石 X1,收費機會箱子(50 ~ 150)
15553,寵物雙倍機率驚喜箱XII,卡茲諾的第3個黃寶石 X1,收費機會箱子(50 ~ 150)
15554,寵物雙倍機率驚喜箱XII,Thunder Storm(30日)學習書 X1,收費機會箱子(50 ~ 150)
15555,寵物雙倍機率驚喜箱XII,麥德斯的手藝學習書(30日) X1,收費機會箱子(50 ~ 150)
15556,寵物雙倍機率驚喜箱XII,古代之書 -《暴走》學習書(30日) X1,收費機會箱子(50 ~ 150)
15557,寵物雙倍機率驚喜箱XII,實用精靈石(1日)兌換券 X1,收費機會箱子(50 ~ 150)
15558,寵物雙倍機率驚喜箱XII,屬性重置妙藥 X3,收費機會箱子(50 ~ 150)
15559,寵物雙倍機率驚喜箱XII,皇家暴風藥水 X2,收費機會箱子(50 ~ 150)
15560,寵物雙倍機率驚喜箱XII,經驗值秘藥500% X3,收費機會箱子(50 ~ 150)
15561,寵物雙倍機率驚喜箱XII,黑月部族的寶物 X1,收費機會箱子(50 ~ 150)
15562,寵物雙倍機率驚喜箱XII,吉恩蒂亞的寶物 X1,收費機會箱子(50 ~ 150)
15563,寵物雙倍機率驚喜箱XII,普雷伊奧斯的寶物 X1,收費機會箱子(50 ~ 150)
15564,寵物雙倍機率驚喜箱XII,王者經驗值秘藥 X4,收費機會箱子(50 ~ 150)
15565,寵物雙倍機率驚喜箱XII,王者攻擊力秘藥 X5,收費機會箱子(50 ~ 150)
15566,寵物雙倍機率驚喜箱XII,王者防禦秘藥 X5,收費機會箱子(50 ~ 150)
15567,寵物雙倍機率驚喜箱XII,糖漿組合兌換券 X5,收費機會箱子(50 ~ 150)
15568,寵物雙倍機率驚喜箱XII,"邁克爾領養券[永久制] X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15569,寵物雙倍機率驚喜箱XII,"時尚Q比領養券[永久制] X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15570,寵物雙倍機率驚喜箱XII,"銀河領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15571,寵物雙倍機率驚喜箱XII,"咕咕雞領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15572,寵物雙倍機率驚喜箱XII,"喬安潘的第4個紅寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15573,寵物雙倍機率驚喜箱XII,"卡茲諾的第4個黃寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15574,寵物雙倍機率驚喜箱XII,"莉莉的第4個藍色寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15575,寵物雙倍機率驚喜箱XII,"喬安潘的第3個紅寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15576,寵物雙倍機率驚喜箱XII,"卡茲諾的第3個黃寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15577,寵物雙倍機率驚喜箱XII,"Thunder Storm(30日)學習書 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15578,寵物雙倍機率驚喜箱XII,"麥德斯的手藝學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15579,寵物雙倍機率驚喜箱XII,"古代之書 -《暴走》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15580,寵物雙倍機率驚喜箱XII,"實用精靈石(1日)兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15581,寵物雙倍機率驚喜箱XII,"屬性重置妙藥 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
15582,寵物雙倍機率驚喜箱XII,"皇家暴風藥水 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
15583,寵物雙倍機率驚喜箱XII,"經驗值秘藥500% X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
15584,寵物雙倍機率驚喜箱XII,"黑月部族的寶物 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15585,寵物雙倍機率驚喜箱XII,"吉恩蒂亞的寶物 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15586,寵物雙倍機率驚喜箱XII,"普雷伊奧斯的寶物 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15587,寵物雙倍機率驚喜箱XII,"王者經驗值秘藥 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
15588,寵物雙倍機率驚喜箱XII,"王者攻擊力秘藥 X5
皇家福袋 X1",收費機會箱子(50 ~ 150)
15589,寵物雙倍機率驚喜箱XII,"王者防禦秘藥 X5
皇家福袋 X1",收費機會箱子(50 ~ 150)
15590,寵物雙倍機率驚喜箱XII,"糖漿組合兌換券 X5
皇家福袋 X1",收費機會箱子(50 ~ 150)
15591,彩虹島物語皇家箱子L,雪奈領養券 X1,收費機會箱子(50 ~ 150)
15592,彩虹島物語皇家箱子L,艾菈領養券[永久制] X1,收費機會箱子(50 ~ 150)
15593,彩虹島物語皇家箱子L,布迪德古氏領養券[永久制] X1,收費機會箱子(50 ~ 150)
15594,彩虹島物語皇家箱子L,雪花球領養券 X1,收費機會箱子(50 ~ 150)
15595,彩虹島物語皇家箱子L,喬安潘的第4個紅寶石 X1,收費機會箱子(50 ~ 150)
15596,彩虹島物語皇家箱子L,莉莉的第4個藍色寶石 X1,收費機會箱子(50 ~ 150)
15597,彩虹島物語皇家箱子L,阿卡修拉的噩夢寶石 X1,收費機會箱子(50 ~ 150)
15598,彩虹島物語皇家箱子L,莉莉的第3個藍色寶石 X1,收費機會箱子(50 ~ 150)
15599,彩虹島物語皇家箱子L,卡茲諾的第3個黃寶石 X1,收費機會箱子(50 ~ 150)
15600,彩虹島物語皇家箱子L,喬安潘的第3個紅寶石 X1,收費機會箱子(50 ~ 150)
15601,彩虹島物語皇家箱子L,職業服裝兌換券 X1,收費機會箱子(50 ~ 150)
15602,彩虹島物語皇家箱子L,古代之書 -《破滅》學習書(30日) X1,收費機會箱子(50 ~ 150)
15603,彩虹島物語皇家箱子L,古代之書 -《激怒》學習書(30日) X1,收費機會箱子(50 ~ 150)
15604,彩虹島物語皇家箱子L,BOSS傷害技能學習書 X1,收費機會箱子(50 ~ 150)
15605,彩虹島物語皇家箱子L,速度精通技能學習書 X1,收費機會箱子(50 ~ 150)
15606,彩虹島物語皇家箱子L,鑲嵌神藥 X2,收費機會箱子(50 ~ 150)
15607,彩虹島物語皇家箱子L,皇家暴風藥水 X2,收費機會箱子(50 ~ 150)
15608,彩虹島物語皇家箱子L,組合之神稱號學習書II X10,收費機會箱子(50 ~ 150)
15609,彩虹島物語皇家箱子L,經驗值秘藥200% X3,收費機會箱子(50 ~ 150)
15610,彩虹島物語皇家箱子L,發亮的暴風藥水(30分鐘) X2,收費機會箱子(50 ~ 150)
15611,彩虹島物語皇家箱子L,巴斯巴斯的妙藥 X10,收費機會箱子(50 ~ 150)
15612,彩虹島物語皇家箱子L,王者攻擊力秘藥2 X4,收費機會箱子(50 ~ 150)
15613,彩虹島物語皇家箱子L,王者防禦秘藥 X4,收費機會箱子(50 ~ 150)
15614,彩虹島物語皇家箱子L,發亮的暴風藥水 X30,收費機會箱子(50 ~ 150)
15615,彩虹島物語皇家箱子L,糖漿組合兌換券 X5,收費機會箱子(50 ~ 150)
15616,彩虹島物語皇家箱子L,"雪奈領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15617,彩虹島物語皇家箱子L,"艾菈領養券[永久制] X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15618,彩虹島物語皇家箱子L,"布迪德古氏領養券[永久制] X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15619,彩虹島物語皇家箱子L,"雪花球領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15620,彩虹島物語皇家箱子L,"喬安潘的第4個紅寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15621,彩虹島物語皇家箱子L,"莉莉的第4個藍色寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15622,彩虹島物語皇家箱子L,"阿卡修拉的噩夢寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15623,彩虹島物語皇家箱子L,"莉莉的第3個藍色寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15624,彩虹島物語皇家箱子L,"卡茲諾的第3個黃寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15625,彩虹島物語皇家箱子L,"喬安潘的第3個紅寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15626,彩虹島物語皇家箱子L,"職業服裝兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15627,彩虹島物語皇家箱子L,"古代之書 -《破滅》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15628,彩虹島物語皇家箱子L,"古代之書 -《激怒》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15629,彩虹島物語皇家箱子L,"BOSS傷害技能學習書 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15630,彩虹島物語皇家箱子L,"速度精通技能學習書 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
15631,彩虹島物語皇家箱子L,"鑲嵌神藥 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
15632,彩虹島物語皇家箱子L,"皇家暴風藥水 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
15633,彩虹島物語皇家箱子L,"組合之神稱號學習書II X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
15634,彩虹島物語皇家箱子L,"經驗值秘藥200% X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
15635,彩虹島物語皇家箱子L,"發亮的暴風藥水(30分鐘) X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
15636,彩虹島物語皇家箱子L,"巴斯巴斯的妙藥 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
15637,彩虹島物語皇家箱子L,"王者攻擊力秘藥2 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
15638,彩虹島物語皇家箱子L,"王者防禦秘藥 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
15639,彩虹島物語皇家箱子L,"發亮的暴風藥水 X30
皇家福袋 X1",收費機會箱子(50 ~ 150)
15640,彩虹島物語皇家箱子L,"糖漿組合兌換券 X5
皇家福袋 X1",收費機會箱子(50 ~ 150)
15641,[活動] 源源不絕的經驗值靈藥 1000%,[活動] 源源不絕的經驗值靈藥 1000% X1,源源不絕的經驗值秘藥1000%效果
15642,動物園出遊穿搭箱,星星兔帽子 X1,
15643,動物園出遊穿搭箱,星星熊貓帽子 X1,
15644,動物園出遊穿搭箱,黃色圍巾帽T X1,
15645,動物園出遊穿搭箱,粉紅色圍巾帽T X1,
15646,動物園出遊穿搭箱,愛心膝蓋褲 X1,
15647,動物園出遊穿搭箱,蕾絲迷你裙 X1,
15648,動物園出遊穿搭箱,天藍色厚底運動鞋 X1,
15649,動物園出遊穿搭箱,粉紅色厚底運動鞋 X1,
15650,ZOO ZOO BOX,粉鹿兌換券 X1,
15651,ZOO ZOO BOX,採礦機器人1號兌換券 X1,
15652,ZOO ZOO BOX,動物園出遊穿搭箱 X1,
15653,ZOO ZOO BOX,寶貝龍披風 X1,
15654,ZOO ZOO BOX,肥宅快樂水EX X50,
15655,ZOO ZOO BOX,大姊稱號學習書(100%) X1,
15656,ZOO ZOO BOX,經驗值秘藥1000% X1,
15657,ZOO ZOO BOX,經驗值秘藥888% X1,
15658,ZOO ZOO BOX,塑膠釣魚竿 X1,
15659,ZOO ZOO BOX,Step by Step學習書 X1,
15660,ZOO ZOO BOX,傻笑學習書 X1,
15661,ZOO ZOO BOX,交替拍額學習書 X1,
15662,ZOO ZOO BOX,兔子舞學習書 X1,
15663,ZOO ZOO BOX,[活動] 經驗值秘藥500% X1,
15664,ZOO ZOO BOX,植物催化劑 X2,
15665,ZOO ZOO BOX,委託魚桶 X3,
15666,ZOO ZOO BOX,遠端完成任務箱子 X5,
15667,ZOO ZOO BOX,初級兔子學習書 X15,
15668,ZOO ZOO BOX,中級兔子學習書 X20,
15669,ZOO ZOO BOX,高級兔子學習書 X25,
15670,ZOO ZOO BOX,超高級兔子學習書 X30,
15671,ZOO ZOO BOX,四葉幸運草伺服器麥克風 X3,
15672,彩虹島物語皇家箱子LI,布迪蕾蕾領養券 X1,收費機會箱子(50 ~ 150)
15673,彩虹島物語皇家箱子LI,海賊猴領養券[永久制] X1,收費機會箱子(50 ~ 150)
15674,彩虹島物語皇家箱子LI,阿斯蒙蒂斯領養券 X1,收費機會箱子(50 ~ 150)
15675,彩虹島物語皇家箱子LI,河馬領養券 X1,收費機會箱子(50 ~ 150)
15676,彩虹島物語皇家箱子LI,莉莉的第4個藍色寶石 X1,收費機會箱子(50 ~ 150)
15677,彩虹島物語皇家箱子LI,喬安潘的第4個紅寶石 X1,收費機會箱子(50 ~ 150)
15678,彩虹島物語皇家箱子LI,卡茲諾的第4個黃寶石 X1,收費機會箱子(50 ~ 150)
15679,彩虹島物語皇家箱子LI,春天髮型變更券 X1,收費機會箱子(50 ~ 150)
15680,彩虹島物語皇家箱子LI,發光的穆亞杏仁寶石 X1,收費機會箱子(50 ~ 150)
15681,彩虹島物語皇家箱子LI,發光的愛麗絲火龍果寶石 X1,收費機會箱子(50 ~ 150)
15682,彩虹島物語皇家箱子LI,閃耀黑月的可頌寶石 X1,收費機會箱子(50 ~ 150)
15683,彩虹島物語皇家箱子LI,愛麗絲陣營時尚箱子 X1,收費機會箱子(50 ~ 150)
15684,彩虹島物語皇家箱子LI,古代之書 -《調和》學習書(30日) X1,收費機會箱子(50 ~ 150)
15685,彩虹島物語皇家箱子LI,成長精靈石(1日)兌換券 X1,收費機會箱子(50 ~ 150)
15686,彩虹島物語皇家箱子LI,一般傷害技能學習書 X1,收費機會箱子(50 ~ 150)
15687,彩虹島物語皇家箱子LI,屬性重置妙藥 X3,收費機會箱子(50 ~ 150)
15688,彩虹島物語皇家箱子LI,十項全能技能學習書 X1,收費機會箱子(50 ~ 150)
