ID,强化前,强化后,强化描述,强化材料,成功率(%),是否吃镶嵌加成,手續費
81604912,犧牲的MG☆,犧牲的MG★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
81604913,犧牲的MG★,犧牲的MG★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
81604914,犧牲的MG★☆,犧牲的MG★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
81604915,犧牲的MG★★,犧牲的MG★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
81604916,犧牲的MG★★☆,犧牲的MG★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
81804911,犧牲的螺旋劍,犧牲的螺旋劍☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
81804912,犧牲的螺旋劍☆,犧牲的螺旋劍★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
81804913,犧牲的螺旋劍★,犧牲的螺旋劍★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
81804914,犧牲的螺旋劍★☆,犧牲的螺旋劍★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
81804915,犧牲的螺旋劍★★,犧牲的螺旋劍★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
81804916,犧牲的螺旋劍★★☆,犧牲的螺旋劍★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
81904911,犧牲的飛燕劍,犧牲的飛燕劍☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
81904912,犧牲的飛燕劍☆,犧牲的飛燕劍★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
81904913,犧牲的飛燕劍★,犧牲的飛燕劍★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
81904914,犧牲的飛燕劍★☆,犧牲的飛燕劍★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
81904915,犧牲的飛燕劍★★,犧牲的飛燕劍★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
81904916,犧牲的飛燕劍★★☆,犧牲的飛燕劍★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
82004911,犧牲的長拳套,犧牲的長拳套☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
82004912,犧牲的長拳套☆,犧牲的長拳套★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
82004913,犧牲的長拳套★,犧牲的長拳套★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
82004914,犧牲的長拳套★☆,犧牲的長拳套★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
82004915,犧牲的長拳套★★,犧牲的長拳套★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
82004916,犧牲的長拳套★★☆,犧牲的長拳套★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
82104911,犧牲的神擊手,犧牲的神擊手☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
82104912,犧牲的神擊手☆,犧牲的神擊手★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
82104913,犧牲的神擊手★,犧牲的神擊手★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
82104914,犧牲的神擊手★☆,犧牲的神擊手★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
82104915,犧牲的神擊手★★,犧牲的神擊手★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
82104916,犧牲的神擊手★★☆,犧牲的神擊手★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
82204911,犧牲的音樂權杖,犧牲的音樂權杖☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
82204912,犧牲的音樂權杖☆,犧牲的音樂權杖★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
82204913,犧牲的音樂權杖★,犧牲的音樂權杖★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
82204914,犧牲的音樂權杖★☆,犧牲的音樂權杖★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
82204915,犧牲的音樂權杖★★,犧牲的音樂權杖★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
82204916,犧牲的音樂權杖★★☆,犧牲的音樂權杖★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
82304911,犧牲的盜賊短劍,犧牲的盜賊短劍☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
82304912,犧牲的盜賊短劍☆,犧牲的盜賊短劍★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
82304913,犧牲的盜賊短劍★,犧牲的盜賊短劍★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
82304914,犧牲的盜賊短劍★☆,犧牲的盜賊短劍★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
82304915,犧牲的盜賊短劍★★,犧牲的盜賊短劍★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
82304916,犧牲的盜賊短劍★★☆,犧牲的盜賊短劍★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
82404911,犧牲的神槍劍,犧牲的神槍劍☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
82404912,犧牲的神槍劍☆,犧牲的神槍劍★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
82404913,犧牲的神槍劍★,犧牲的神槍劍★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
82404914,犧牲的神槍劍★☆,犧牲的神槍劍★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
82404915,犧牲的神槍劍★★,犧牲的神槍劍★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
82404916,犧牲的神槍劍★★☆,犧牲的神槍劍★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
82504911,犧牲的禦守珠,犧牲的禦守珠☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
82504912,犧牲的禦守珠☆,犧牲的禦守珠★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
82504913,犧牲的禦守珠★,犧牲的禦守珠★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
82504914,犧牲的禦守珠★☆,犧牲的禦守珠★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
82504915,犧牲的禦守珠★★,犧牲的禦守珠★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
82504916,犧牲的禦守珠★★☆,犧牲的禦守珠★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
82604911,犧牲的戰擊拐杖,犧牲的戰擊拐杖☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
82604912,犧牲的戰擊拐杖☆,犧牲的戰擊拐杖★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
82604913,犧牲的戰擊拐杖★,犧牲的戰擊拐杖★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
82604914,犧牲的戰擊拐杖★☆,犧牲的戰擊拐杖★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
82604915,犧牲的戰擊拐杖★★,犧牲的戰擊拐杖★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
82604916,犧牲的戰擊拐杖★★☆,犧牲的戰擊拐杖★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
82804911,犧牲的靈魂,犧牲的靈魂☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
82804912,犧牲的靈魂☆,犧牲的靈魂★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
82804913,犧牲的靈魂★,犧牲的靈魂★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
82804914,犧牲的靈魂★☆,犧牲的靈魂★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
82804915,犧牲的靈魂★★,犧牲的靈魂★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
82804916,犧牲的靈魂★★☆,犧牲的靈魂★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
81104921,犧牲的盾牌,犧牲的盾牌☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
81104922,犧牲的盾牌☆,犧牲的盾牌★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
81104923,犧牲的盾牌★,犧牲的盾牌★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
81104924,犧牲的盾牌★☆,犧牲的盾牌★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
81104925,犧牲的盾牌★★,犧牲的盾牌★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
81104926,犧牲的盾牌★★☆,犧牲的盾牌★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
82904911,犧牲的魔力卡片,犧牲的魔力卡片☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
82904912,犧牲的魔力卡片☆,犧牲的魔力卡片★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
82904913,犧牲的魔力卡片★,犧牲的魔力卡片★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
82904914,犧牲的魔力卡片★☆,犧牲的魔力卡片★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
82904915,犧牲的魔力卡片★★,犧牲的魔力卡片★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
82904916,犧牲的魔力卡片★★☆,犧牲的魔力卡片★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
84004911,犧牲的黑狼玉,犧牲的黑狼玉☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
84004912,犧牲的黑狼玉☆,犧牲的黑狼玉★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
84004913,犧牲的黑狼玉★,犧牲的黑狼玉★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
84004914,犧牲的黑狼玉★☆,犧牲的黑狼玉★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
84004915,犧牲的黑狼玉★★,犧牲的黑狼玉★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
84004916,犧牲的黑狼玉★★☆,犧牲的黑狼玉★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
81104928,犧牲的幸運盾牌,犧牲的幸運盾牌☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
81104929,犧牲的幸運盾牌☆,犧牲的幸運盾牌★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
81104930,犧牲的幸運盾牌★,犧牲的幸運盾牌★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
81104931,犧牲的幸運盾牌★☆,犧牲的幸運盾牌★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
81104932,犧牲的幸運盾牌★★,犧牲的幸運盾牌★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
81104933,犧牲的幸運盾牌★★☆,犧牲的幸運盾牌★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
160105931,犧牲的精靈石,犧牲的精靈石☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
160105932,犧牲的精靈石☆,犧牲的精靈石★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
160105933,犧牲的精靈石★,犧牲的精靈石★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
160105934,犧牲的精靈石★☆,犧牲的精靈石★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
160105935,犧牲的精靈石★★,犧牲的精靈石★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
160105936,犧牲的精靈石★★☆,犧牲的精靈石★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
160105938,犧牲的力量精靈石,犧牲的力量精靈石☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
160105939,犧牲的力量精靈石☆,犧牲的力量精靈石★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
160105940,犧牲的力量精靈石★,犧牲的力量精靈石★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
160105941,犧牲的力量精靈石★☆,犧牲的力量精靈石★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
160105942,犧牲的力量精靈石★★,犧牲的力量精靈石★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
160105943,犧牲的力量精靈石★★☆,犧牲的力量精靈石★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
160105945,犧牲的混沌精靈石,犧牲的混沌精靈石☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
160105946,犧牲的混沌精靈石☆,犧牲的混沌精靈石★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
160105947,犧牲的混沌精靈石★,犧牲的混沌精靈石★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
160105948,犧牲的混沌精靈石★☆,犧牲的混沌精靈石★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
160105949,犧牲的混沌精靈石★★,犧牲的混沌精靈石★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
160105950,犧牲的混沌精靈石★★☆,犧牲的混沌精靈石★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
84304911,犧牲的爆焰巨錘,犧牲的爆焰巨錘☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
84304912,犧牲的爆焰巨錘☆,犧牲的爆焰巨錘★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
84304913,犧牲的爆焰巨錘★,犧牲的爆焰巨錘★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
84304914,犧牲的爆焰巨錘★☆,犧牲的爆焰巨錘★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
84304915,犧牲的爆焰巨錘★★,犧牲的爆焰巨錘★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
84304916,犧牲的爆焰巨錘★★☆,犧牲的爆焰巨錘★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
84404911,犧牲的鎖鏈劍,犧牲的鎖鏈劍☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
84404912,犧牲的鎖鏈劍☆,犧牲的鎖鏈劍★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
84404913,犧牲的鎖鏈劍★,犧牲的鎖鏈劍★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
84404914,犧牲的鎖鏈劍★☆,犧牲的鎖鏈劍★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
84404915,犧牲的鎖鏈劍★★,犧牲的鎖鏈劍★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
84404916,犧牲的鎖鏈劍★★☆,犧牲的鎖鏈劍★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
84504911,犧牲的寶石短錐,犧牲的寶石短錐☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
84504912,犧牲的寶石短錐☆,犧牲的寶石短錐★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
84504913,犧牲的寶石短錐★,犧牲的寶石短錐★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
84504914,犧牲的寶石短錐★☆,犧牲的寶石短錐★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
84504915,犧牲的寶石短錐★★,犧牲的寶石短錐★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
84504916,犧牲的寶石短錐★★☆,犧牲的寶石短錐★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
84204911,犧牲的魔法權杖,犧牲的魔法權杖☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
84204912,犧牲的魔法權杖☆,犧牲的魔法權杖★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
84204913,犧牲的魔法權杖★,犧牲的魔法權杖★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
84204914,犧牲的魔法權杖★☆,犧牲的魔法權杖★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
84204915,犧牲的魔法權杖★★,犧牲的魔法權杖★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
84204916,犧牲的魔法權杖★★☆,犧牲的魔法權杖★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
84604911,犧牲的長矛,犧牲的長矛☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
84604912,犧牲的長矛☆,犧牲的長矛★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
84604913,犧牲的長矛★,犧牲的長矛★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
84604914,犧牲的長矛★☆,犧牲的長矛★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
84604915,犧牲的長矛★★,犧牲的長矛★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
84604916,犧牲的長矛★★☆,犧牲的長矛★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
84804911,犧牲的扇子,犧牲的扇子☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
84804912,犧牲的扇子☆,犧牲的扇子★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
84804913,犧牲的扇子★,犧牲的扇子★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
84804914,犧牲的扇子★☆,犧牲的扇子★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
84804915,犧牲的扇子★★,犧牲的扇子★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
84804916,犧牲的扇子★★☆,犧牲的扇子★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
84904911,犧牲的雨傘,犧牲的雨傘☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
84904912,犧牲的雨傘☆,犧牲的雨傘★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
84904913,犧牲的雨傘★,犧牲的雨傘★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
84904914,犧牲的雨傘★☆,犧牲的雨傘★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
84904915,犧牲的雨傘★★,犧牲的雨傘★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
84904916,犧牲的雨傘★★☆,犧牲的雨傘★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
160105952,執著的火花精靈石,執著的火花精靈石☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
160105953,執著的火花精靈石☆,執著的火花精靈石★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
160105954,執著的火花精靈石★,執著的火花精靈石★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
160105955,執著的火花精靈石★☆,執著的火花精靈石★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
160105956,執著的火花精靈石★★,執著的火花精靈石★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
160105957,執著的火花精靈石★★☆,執著的火花精靈石★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
160105959,犧牲的火花精靈石,犧牲的火花精靈石☆,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",80,是,100000000
160105960,犧牲的火花精靈石☆,犧牲的火花精靈石★,強化後材料會消失,"格勞克斯的發條鑰匙 X480
格勞克斯的角 X480",80,是,100000000
160105961,犧牲的火花精靈石★,犧牲的火花精靈石★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X560
格勞克斯的角 X560",80,是,100000000
160105962,犧牲的火花精靈石★☆,犧牲的火花精靈石★★,強化後材料會消失,"格勞克斯的發條鑰匙 X640
格勞克斯的角 X640",80,是,100000000
160105963,犧牲的火花精靈石★★,犧牲的火花精靈石★★☆,強化後材料會消失,"格勞克斯的發條鑰匙 X760
格勞克斯的角 X760",80,是,100000000
160105964,犧牲的火花精靈石★★☆,犧牲的火花精靈石★★★,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",80,是,100000000
165600305,噩夢的遺物 +4,玩偶的遺物,強化後材料會消失,"格勞克斯的發條鑰匙 X200
格勞克斯的角 X200",100,是,100000000
165600601,玩偶的遺物,玩偶的遺物 +1,強化後材料會消失,"格勞克斯的發條鑰匙 X400
格勞克斯的角 X400",100,是,100000000
165600602,玩偶的遺物 +1,玩偶的遺物 +2,強化後材料會消失,"格勞克斯的發條鑰匙 X600
格勞克斯的角 X600",100,是,100000000
165600603,玩偶的遺物 +2,玩偶的遺物 +3,強化後材料會消失,"格勞克斯的發條鑰匙 X800
格勞克斯的角 X800",100,是,100000000
165600604,玩偶的遺物 +3,玩偶的遺物 +4,強化後材料會消失,"格勞克斯的發條鑰匙 X999
格勞克斯的角 X999",100,是,100000000
85003901,黑暗雙環刃,黑暗雙環刃 +1,強化後材料會消失,德古氏的核心 X1,100,是,0
85003902,黑暗雙環刃 +1,黑暗雙環刃 +2,強化後材料會消失,德古氏的核心 X1,100,是,0
85003903,黑暗雙環刃 +2,黑暗雙環刃 +3,強化後材料會消失,德古氏的核心 X1,100,是,0
85003904,黑暗雙環刃 +3,黑暗雙環刃 +4,強化後材料會消失,德古氏的核心 X1,100,是,0
85003905,黑暗雙環刃 +4,黑暗雙環刃 +5,強化後材料會消失,德古氏的核心 X1,100,是,0
85003906,黑暗雙環刃 +5,黑暗雙環刃 +6,強化後材料會消失,德古氏的核心 X1,100,是,0
85003907,黑暗雙環刃 +6,黑暗雙環刃 +7,強化後材料會消失,德古氏的核心 X1,100,是,0
85003908,黑暗雙環刃 +7,黑暗雙環刃 +8,強化後材料會消失,德古氏的核心 X1,100,是,0
85003909,黑暗雙環刃 +8,黑暗雙環刃 +9,強化後材料會消失,德古氏的核心 X1,100,是,0
85004101,闇月雙環刃,闇月雙環刃☆,強化後材料會消失,黑色眼罩 X3,100,否,0
85004102,闇月雙環刃☆,闇月雙環刃★,強化後材料會消失,黑色眼罩 X3,100,否,0
85004103,闇月雙環刃★,闇月雙環刃★☆,強化後材料會消失,黑色眼罩 X3,100,否,0
85004104,闇月雙環刃★☆,闇月雙環刃★★,強化後材料會消失,黑色眼罩 X3,100,否,0
85004301,王朝雙環刃,王朝雙環刃☆,強化後材料會消失,王朝雙環刃 X1,100,是,0
85004302,王朝雙環刃☆,王朝雙環刃★,強化後材料會消失,王朝雙環刃 X1,100,是,0
