ID,稱號名稱,稱號説明,稱號屬性,稱號效果,效果説明
1531,胖達利稱號(30日),\n以為我只會吃的話就大錯特錯~!,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1532,胖達利稱號,\n以為我只會吃的話就大錯特錯~!,,0,
1533,訓練兵,\n對一切感到不安的訓練兵,,0,
1534,後備軍,\n對一切感到煩躁的後備軍,,0,
20001,★READY~ GO!★,\nREADY~ GO!票卷稱號,"物理/魔法爆擊率 +3%
物理/魔法最大傷害 +3%
物理/魔法貫穿力 +3%",0,
20002,HAPPY LATALE,\n幸福快樂彩虹島!! (時間制),"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
最大HP +500",81001112,物理/魔法命中率上升5%
20003,彩虹島物語,\n每日登入活動START!活動稱號,,0,
20004,彩虹認證島民,\nFB粉絲團按讚分享活動稱號,"物理/魔法最大傷害 +2%
移動速度+15%
所有能力值 +50",0,
20005,彩虹島勇者,\n強力募集！回憶中的老朋友們！,"物理/魔法最大傷害 +10%
獲得經驗值+10%
所有能力值 +100",0,
20006,爬樹藤大賽高手,爬樹藤登高大賽冠軍,"移動速度+15%
最大HP +1000
所有能力值 +50",0,
20007,差一點第一名,爬樹藤登高大賽亞軍,"移動速度+10%
最大HP +800
所有能力值 +30",0,
20008,第三名感覺不差,爬樹藤登高大賽季軍,"移動速度+5%
最大HP +500
所有能力值 +10",0,
20009,穩定交往中,七夕情人節活動稱號,"物理/魔法最大傷害 +5%
物理/魔法命中率 +5%
所有能力值 +50",0,
20010,甜蜜熱戀中,七夕情人節活動稱號,"物理/魔法最大傷害 +5%
物理/魔法命中率 +5%
所有能力值 +50",0,
20011,仲夏夜的煙火慶典,仲夏夜的煙火慶典活動稱號,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
體力 +50",81001112,物理/魔法命中率上升5%
20012,月亮代表我的心!,月圓人團圓!月亮代表我的心!,"物理/魔法貫穿力 +20%
所有能力值 +100",0,
20013,彩虹回歸者,彩虹回歸者專屬,"物理/魔法最大傷害 +5%
物理/魔法命中率 +5%
所有能力值 +100",0,
20014,彩虹守護者,彩虹守護者專屬,"物理/魔法最大傷害 +5%
物理/魔法命中率 +5%
所有能力值 +100",0,
20015,淡藍色的回憶,彩虹島物語設計創意入選獎,,0,
20016,不給糖就搗蛋,Trick or Treat!不給糖就搗蛋.,"移動速度+12%
梯子移動速度+10%",0,
20017,去死去死團,光棍節特殊活動稱號,"所有能力值 +30
移動速度+10%
物理/魔法貫穿力 +10%",0,
20018,我是光棍我驕傲,光棍節特殊活動稱號,"所有能力值 +30
移動速度+10%
物理/魔法命中率 +5%",0,
20019,空虛寂寞我好冷,光棍節特殊活動稱號,"所有能力值 +30
移動速度+10%
物理/魔法爆擊傷害 +5%",0,
20020,熊貓超人的祝福,,"物理/魔法爆擊傷害 +15%
物理/魔法最大傷害 +15%
所有能力值 +200",0,
20021,老子有錢,,"物理/魔法爆擊傷害 +10%
物理/魔法最大傷害 +10%
所有能力值 +100",0,
20022,老子有錢當大爺,,"物理/魔法爆擊傷害 +15%
物理/魔法最大傷害 +15%
所有能力值 +150",0,
20023,你最珍貴,白色情人節活動稱號,"物理/魔法最小傷害 +5%
物理/魔法最大傷害 +5%
所有能力值 +100",0,
20024,拳四郎的祝福,,"物理/魔法爆擊傷害 +10%
物理/魔法最大傷害 +10%
鑲嵌成功率+2%",0,
20025,一擲千金,,"物理/魔法爆擊率 +1%
物理/魔法最大傷害 +5%
所有能力值 +50",0,
20026,揮金如土,,"物理/魔法爆擊率 +2%
物理/魔法最大傷害 +8%
所有能力值 +80",0,
20027,財大氣粗,,"物理/魔法爆擊率 +3%
物理/魔法最大傷害 +10%
所有能力值 +100",0,
20028,家財萬貫,,"物理/魔法爆擊率 +5%
物理/魔法最大傷害 +15%
所有能力值 +150",0,
20029,端午愛國詩人,,"物理/魔法最小傷害 +3%
物理/魔法最大傷害 +3%
道具掉落率+3%",0,
20030,端午消費達人,,"物理/魔法爆擊傷害 +5%
物理/魔法爆擊率 +2%",0,
20031,仲夏消費達人,,"物理/魔法爆擊率 +3%
物理/魔法爆擊傷害 +5%
物理/魔法命中率 +3%",0,
20032,仲夏消費神人,,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +8%
物理/魔法命中率 +5%",0,
20033,彩虹夏日我最衝,,"物理/魔法爆擊率 +2%
物理/魔法爆擊傷害 +6%
道具掉落率+2%",0,
20034,夏日玩酷瘋一下,,"移動速度+5%
所有能力值 +2%
物理/魔法命中率 +3%",0,
20035,女神的騎士團,\n注意！\n - 17年8月3日維護後消失稱號效果。,,0,
20036,仲夏之夜,,"物理/魔法爆擊率 +3%
物理/魔法爆擊傷害 +10%
移動速度+10%",0,
20037,VIP（金）,,"物理/魔法爆擊率 +12%
物理/魔法爆擊傷害 +35%
最大HP +15000",920000121,物理/魔法命中率上升12%
20038,VIP（銀）,,"物理/魔法爆擊率 +8%
物理/魔法爆擊傷害 +20%
最大HP +7500",920000175,物理/魔法命中率上升8%
20039,一百元的祝福,,"物理/魔法爆擊率 +6%
物理/魔法爆擊傷害 +15%
最大HP +600",0,
20040,LoVe Chu,,"所有能力值 +30
移動速度+10%
物理/魔法貫穿力 +10%",0,
20041,With Friend,套用這個稱號邊緣人都不想看到你了辣!!,"道具掉落率+5%
獲得經驗值+10%
移動速度+10%",0,
20042,TOP FAN,,,0,
20043,★ LATALE CUP ★,\n大家一起來慶祝2018世足開打啦~~~!!!,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
體力 +50",81001113,移動速度 15% 增加
20044,給了糖還是要搗蛋!,,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+10%",0,
20045,小夥伴,只有彩虹島物語特別小夥伴可獲得的專屬FX稱號!!\n\n套用敲可愛稱號成為耶比妹、米斯達、辛蒂蒂的好夥伴吧!!!,,0,
20046,金字塔的冒險家,\n給予進行法老冒險玩家的稱號!,"獲得經驗值+200%
物理/魔法最小傷害 +30%
物理/魔法最大傷害 +30%",15003889,爆擊觸發: 物理/魔法爆擊傷害提升 100%
20047,GM的小奴隸,,,0,
20048,熊大霓虹,熊大 HEART BIONG BIONG ~\n\n BROWN FRIENDS與彩虹島物語限定聯名稱號!,,0,
20049,愛的蹦蹦,愛的蹦蹦！耶比蹦蹦！,,0,
20050,愛的蹦蹦 (30日),愛的蹦蹦！耶比蹦蹦！,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
20051,LaTale特調,LaTale特調珍奶！耶比喝了也上癮！,,0,
20052,LaTale特調 (30日),LaTale特調珍奶！耶比喝了也上癮！,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
