ID,怪物名稱,怪物類型(?),怪物名稱顯示,HP血條顯示,影子顯示,BOSS血條數
810009028,-,1,0,0,0,1
810009029,-,6,0,0,0,1
810009030,-,6,0,0,0,1
810009031,-,6,0,0,0,1
810009032,都說是羊了∼,6,1,0,1,1
812010639,-,2,1,0,1,1
810009033,??? ??,1,1,0,1,1
810009035,早安起床鬧鐘,6,1,0,1,1
810009036,阿修羅王,6,1,1,1,1
810009037,起床鬧鐘電池,1,1,1,1,1
810009038,想玩的幽靈君,6,1,1,1,1
810009039,-,1,0,0,0,1
810009040,-,1,0,0,0,1
810009041,-,1,0,0,0,1
810009042,-,1,0,0,0,1
810009043,-,1,0,0,0,1
810009044,-,1,0,0,0,1
810009045,-,1,0,0,0,1
810009046,-,1,0,0,0,1
810009047,早安起床鬧鐘,6,1,0,1,1
810009048,暴走的艾勒奇亞,6,1,1,1,1
810009049,獵人麻卡伊,6,1,1,1,1
810009050,吉斯克領地阿爾揭亞,6,1,1,1,1
810009051,搬運工波諾司,6,1,1,1,1
810009052,墮落的艾勒奇亞,6,1,1,1,1
810009053,破壞的迪斯諾米亞,6,1,1,1,1
810009054,混沌的迪斯諾米亞,6,1,1,1,1
810009055,妄論的迪斯諾米亞,6,1,1,1,1
810009056,黑翼利默思,6,1,1,1,1
810009057,報復的乎勒寇斯,6,1,1,1,1
810009058,藍翼利默思,6,1,1,1,1
810009059,紅翼利默思,6,1,1,1,1
810009060,背叛的艾勒奇亞,6,1,1,1,1
810009061,抓捕者麻卡伊,6,1,1,1,1
810009062,盜墓者麻卡伊,6,1,1,1,1
810009063,採礦者波諾司,6,1,1,1,1
810009064,爆破工波諾司,6,1,1,1,1
810009065,湖畔阿爾揭亞,6,1,1,1,1
810009066,尖刺阿爾揭亞,6,1,1,1,1
810009067,痛恨的乎勒寇斯,6,1,1,1,1
810009068,忠誠的乎勒寇斯,6,1,1,1,1
810009069,蛇影,6,1,1,1,50
810009070,忘卻的雷黛,6,1,1,1,50
815100057,-,4,1,0,0,1
810009075,寶箱,6,1,1,1,1
810009076,寶箱,6,1,1,1,1
810009077,暴走的艾勒奇亞,6,1,1,1,1
810009078,獵人麻卡伊,6,1,1,1,1
810009079,吉斯克領地阿爾揭亞,6,1,1,1,1
810009080,搬運工波諾司,6,1,1,1,1
810009081,墮落的艾勒奇亞,6,1,1,1,1
810009082,黑翼利默思,6,1,1,1,1
810009083,報復的乎勒寇斯,6,1,1,1,1
812010640,????,2,1,0,1,1
812010641,??,2,1,0,0,1
810009084,-,6,0,0,0,1
810009085,-,6,0,0,0,1
810009086,-,1,0,0,0,1
810009087,-,1,0,0,0,1
810009088,-,1,0,0,0,1
810009089,報復的乎勒寇斯,6,1,1,1,1
810009090,混沌的迪斯諾米亞,6,1,1,1,1
810009091,-,1,0,0,0,1
810009092,痛恨的乎勒寇斯,6,1,1,1,1
810009093,抓捕者麻卡伊,6,1,1,1,1
810009094,背叛的艾勒奇亞,6,1,1,1,1
810009095,黑翼利默思,6,1,1,1,1
810009096,-,1,0,0,0,1
810009097,-,1,0,0,0,1
810009098,-,1,0,0,0,1
810009099,-,6,0,0,0,1
810009100,-,6,0,0,0,1
810009101,-,6,0,0,0,1
810009102,-,6,0,0,0,1
810009103,-,1,1,1,1,1
810009104,-,1,1,1,1,1
810009105,-,1,1,1,1,1
810009106,-,1,1,1,1,1
810009107,-,1,1,1,1,1
810009108,-,1,0,0,0,1
812010642,[活動] 巨大南瓜燈籠,2,1,0,1,1
812010643,[活動] 潘朵拉,2,1,0,1,1
810009109,[活動] 被丟棄的鑰匙冤魂,6,1,1,1,1
810009110,-,1,0,0,0,1
810009111,點凍凍,1,1,1,1,1
810009112,-,1,0,0,0,1
810009113,秘密房間鑰匙,6,1,0,1,1
810009114,契約惡靈,6,1,0,0,1
810009115,???? ??? ???(??),1,0,0,0,1
810009116,?? ??,1,0,0,0,1
810009117,時間寶石,6,1,0,0,1
810009119,????,6,0,0,0,1
810009120,-,6,0,0,0,1
810009121,????,6,0,0,0,1
810009122,-,6,0,0,0,1
810009123,偷偷試一次吧∼,6,1,0,0,1
810009124,-,1,0,0,0,1
810009125,-,1,0,0,0,1
810009126,-,1,0,0,0,1
810009127,??? ??? ?? ?? ???,1,0,0,0,1
810009128,-,1,0,0,0,1
810009129,????,6,0,0,0,1
810009130,-,1,0,0,0,1
815000627,-,4,1,0,0,1
815000628,-,4,1,0,0,1
812010644,-,2,1,0,1,1
812010645,-,2,1,0,1,1
810009131,[活動] 粉粉耶比,1,1,0,1,1
810009132,-,1,1,0,1,1
810009133,-,1,1,0,1,1
810009134,-,1,1,0,1,1
810009135,呆呆魔耶比,6,1,1,1,1
810009136,熊美男,6,1,1,1,1
810009137,探索的追捕者,6,1,1,1,1
810009138,優雅的貴族魅魔,6,1,1,1,1
810009139,劍士萌靈,6,1,1,1,1
810009140,死神萌靈,6,1,1,1,1
810009141,決定的追捕者,6,1,1,1,1
810009142,集中的追捕者,6,1,1,1,1
810009143,熊美女,6,1,1,1,1
810009144,美熊王,6,1,1,1,1
810009145,莉莉絲,6,1,1,0,50
810009146,吸血鬼執事,6,1,1,1,1
810009147,吸血鬼醫生,6,1,1,1,1
810009148,吸血鬼工程師,6,1,1,1,1
810009149,高貴的貴族魅魔,6,1,1,1,1
810009150,高傲的貴族魅魔,6,1,1,1,1
810009151,園藝萌靈,6,1,1,1,1
810009152,打掃見習鸚執事,6,1,1,1,1
810009153,料理見習鸚執事,6,1,1,1,1
810009154,厭世見習鸚執事,6,1,1,1,1
810009155,乖乖魔耶比,6,1,1,1,1
810009156,偶像魔耶比,6,1,1,1,1
810009157,亞因霍倫,6,1,1,1,50
810009158,阿斯莫德,6,1,1,1,99
812010646,???,2,1,0,1,1
812010647,????,2,1,0,1,1
812010648,??,2,1,0,1,1
812010649,???,2,1,0,1,1
812010650,????,2,1,0,1,1
812010651,???,2,1,0,1,1
812010652,破片的傳令,2,1,1,1,1
810009159,熊美男,6,1,1,1,1
810009160,探索的追捕者,6,1,1,1,1
810009161,寶箱,6,0,0,1,1
810009162,寶箱,6,0,0,1,1
810009163,呆呆魔耶比,6,1,1,1,1
810009164,優雅的貴族魅魔,6,1,1,1,1
810009165,熊美男,6,1,1,1,1
810009166,熊美女,6,1,1,1,1
810009167,美熊王,6,1,1,1,1
810009168,阿斯莫德,6,0,0,0,99
810009169,-,6,0,0,0,1
810009173,-,6,0,0,0,1
810009174,-,6,0,0,0,1
815000629,-,4,1,0,0,1
815100058,-,4,1,0,0,1
810009170,聖禱神象的幻影,6,1,1,1,50
810009171,天空的藍藍露咪,6,1,1,1,1
810009172,殿堂的藍藍露咪,6,1,1,1,1
810009175,-,6,0,0,0,1
810009176,-,6,0,0,0,1
810009177,[活動] 惡之花,6,0,0,0,1
810009178,-,1,0,0,0,1
810009179,決定的追捕者,6,1,1,1,1
810009180,集中的追捕者,6,1,1,1,1
812010653,TT,2,1,1,1,1
812010654,蘿拉父親,2,1,1,1,1
812010655,小紅帽拉娜夏,2,1,1,1,1
812010656,正常的克倫,2,1,1,1,1
810009181,?? ??,6,0,0,0,1
810009182,?? ??,1,0,0,0,1
810009183,?? ??,1,0,0,0,1
810009184,-,1,0,0,0,1
810009185,-,1,0,0,0,1
810009186,-,1,0,0,0,1
810009187,亞因霍倫,6,1,1,1,1
810009188,乖乖魔耶比,6,1,1,1,1
810009189,強盜狼,1,1,1,1,1
810009190,-,1,0,0,0,1
810009191,美熊王,6,1,1,1,1
810009192,綠豺狼獸,1,1,1,1,1
810009193,-,1,0,0,0,1
810009194,盜賊耶比妹妹,6,1,1,1,1
810009195,亞因霍倫,6,1,1,1,1
810009196,亞因霍倫,6,1,1,1,1
810009197,-,1,0,1,1,1
810009198,-,1,0,0,0,1
810009199,-,6,0,0,0,1
810009200,-,6,0,0,0,1
810009201,-,6,0,0,0,1
810009202,-,6,0,0,0,1
810009203,-,6,0,0,0,1
810009204,克蘿莉絲,6,1,1,1,99
810009205,摩厄圖,6,1,1,1,99
810009206,奧莉安,6,1,1,1,99
810009207,普拉斯,6,1,1,1,99
810009208,突變機器耶比,6,1,1,1,99
810009209,突變大眼劍,6,1,1,1,99
810009210,奧賽里諾,6,1,1,1,99
810009211,巨靈克拉卡,6,1,1,1,99
810009212,比柏萊特,6,1,1,1,99
810009213,魔王的幻影,6,1,1,1,99
810009214,凱米努茲,6,1,1,1,99
810009215,奈潘斯,6,1,1,1,99
810009216,普拉斯,6,1,1,1,99
810009217,藍大人,6,1,1,1,99
810009218,突變機器耶比,6,1,1,1,99
810009219,突變大眼劍,6,1,1,1,99
810009220,突變靈魂收割者,6,1,1,0,99
810009221,奧賽里諾,6,1,1,1,99
810009222,巨靈克拉卡,6,1,1,1,99
810009223,巨靈克利爾,6,1,1,1,99
810009224,比柏萊特,6,1,1,1,99
810009225,魔王的幻影,6,1,1,1,99
810009226,暴走的愛麗絲,6,1,1,1,99
810009227,凱米努茲,6,1,1,1,99
810009228,奈潘斯,6,1,1,1,99
810009229,厄運,6,1,1,1,99
810009230,比柏萊特,6,1,1,1,99
810009231,魔王的幻影,6,1,1,1,99
810009232,暴走的愛麗絲,6,1,1,1,99
810009233,特莉妮婭,6,1,1,1,99
810009234,凱米努茲,6,1,1,1,99
810009235,奈潘斯,6,1,1,1,99
810009236,厄運,6,1,1,1,99
810009237,沛斯嘉,6,1,1,1,99
810009238,-,6,0,0,0,1
810009239,-,1,0,0,0,1
810009240,生氣的觭角怪蟲,6,1,1,1,1
810009241,修道院聖靈獸,6,1,1,1,1
810009242,-,6,0,0,0,1
810009243,-,6,0,0,0,1
810009244,-,1,0,0,0,1
810009245,變種鯊,6,1,1,1,1
810009246,致命毒蛛矛槍術士,6,1,1,1,1
810009247,洛克斯的高階祭司,6,0,0,0,1
810009248,洛克斯的高階祭司,6,0,0,0,1
810009249,魔石研究所 - 清除召喚鯊魚,6,0,0,1,1
810009250,巴布梅特,6,1,1,1,50
810009251,-,1,0,0,0,1
810009252,精英羊獸人劍士,6,1,1,1,1
810009253,-,6,0,0,0,1
810009254,巴蒙,6,1,1,1,50
810009255,-,6,0,0,1,1
810009256,-,6,0,0,1,1
810009257,-,1,0,0,0,1
810009258,-,1,0,0,0,1
810009259,魟魚突擊兵,6,1,1,1,1
810009260,珊瑚軍螯蝦軍官,6,1,1,1,1
810009261,-,1,0,0,0,1
810009262,-,1,0,0,0,1
810009263,海螺殼珊瑚龍,6,1,1,1,1
810009264,魟魚劍兵,6,1,1,1,1
810009265,??? 2Lv,6,0,0,0,1
810009266,-,1,0,0,0,1
810009267,-,1,0,0,0,1
810009268,寒冰地獄雙頭怪,6,1,1,1,1
810009269,貴族劍龍隊,6,1,1,1,1
810009270,??? 2Lv,6,0,0,0,1
810009271,愛麗絲的噩夢,6,1,1,1,50
810009272,詛咒的電光死神,6,1,1,0,1
810009273,-,6,0,0,0,1
810009274,-,6,0,0,0,1
815000630,-,4,1,0,0,1
810009275,-,1,0,0,0,1
810009276,-,1,0,0,0,1
810009277,絳紅塔爾達洛斯機器人,6,1,1,1,1
810009278,被囚禁的銀色石像怪,6,1,1,1,1
810009279,寶箱,6,1,1,1,1
810009280,寶箱,6,1,1,1,1
810009281,寶箱,6,1,1,1,1
810009282,寶箱,6,1,1,1,1
810009283,寶箱,6,1,1,1,1
810009284,寶箱,6,1,1,1,1
810009285,寶箱,6,1,1,1,1
810009286,寶箱,6,1,1,1,1
810009287,寶箱,6,1,1,1,1
810009288,寶箱,6,1,1,1,1
810009289,寶箱,6,1,1,1,1
810009290,寶箱,6,1,1,1,1
810009291,寶箱,6,1,1,1,1
810009292,寶箱,6,1,1,1,1
810009293,寶箱,6,1,1,1,1
810009294,寶箱,6,1,1,1,1
810009295,寶箱,6,1,1,1,1
810009296,寶箱,6,1,1,1,1
810009297,寶箱,6,1,1,1,1
810009298,寶箱,6,1,1,1,1
810009299,寶箱,6,1,1,1,1
810009300,寶箱,6,1,1,1,1
810009301,寶箱,6,1,1,1,1
810009302,寶箱,6,1,1,1,1
810009303,寶箱,6,1,1,1,1
810009304,寶箱,6,1,1,1,1
810009305,寶箱,6,1,1,1,1
810009306,寶箱,6,1,1,1,1
810009307,寶箱,6,1,1,1,1
810009308,寶箱,6,1,1,1,1
810009309,寶箱,6,1,1,1,1
810009310,寶箱,6,1,1,1,1
810009311,寶箱,6,1,1,1,1
810009312,寶箱,6,1,1,1,1
810009313,-,1,0,0,0,1
810009314,鋸鯊手套珊瑚龍,6,1,1,1,1
810009315,水滴寄居蟹,6,1,1,1,1
810009316,??? ???,6,0,0,0,1
810009317,-,1,0,0,0,1
810009318,捕食的火精靈,6,1,1,1,1
810009319,墮落的火精靈,6,1,1,1,1
810009320,-,1,0,0,0,1
810009321,海妖腿,6,0,0,0,1
810009322,藍烏龜,6,1,1,1,1
810009323,-,1,0,0,0,1
810009324,毀壞之城半獸人司令官,6,1,1,1,1
810009325,-,1,0,0,0,1
810009326,-,1,0,0,0,1
810009327,-,1,0,0,0,1
810009328,-,1,0,0,0,1
810009329,-,1,0,0,0,1
810009330,-,1,0,0,0,1
810009331,-,1,0,0,0,1
810009332,-,1,0,0,0,1
810009333,-,1,0,0,0,1
810009334,-,1,0,0,0,1
810009335,-,1,0,0,0,1
810009336,-,1,0,0,0,1
815000631,-,4,1,0,0,1
810009339,未來葛茉芮,6,1,1,1,1
810009340,聖華爾基莉遊俠,6,1,1,1,1
810009341,虛無幽靈戰士,6,1,1,1,1
810009342,聖馬,6,1,1,1,1
810009343,消隱聖馬,6,1,1,1,1
810009344,暗影聖馬,6,1,1,1,1
810009345,怨恨幽靈戰士,6,1,1,1,1
810009346,忘卻幽靈戰士,6,1,1,1,1
810009347,艾洛克斯鬥士,6,1,1,1,1
810009348,艾洛克斯戰士,6,1,1,1,1
810009349,紅幻神龍,6,1,1,1,1
810009350,過去葛茉芮,6,1,1,1,1
810009351,現在葛茉芮,6,1,1,1,1
810009352,聖華爾基莉戰士,6,1,1,1,1
810009353,聖華爾基莉巫師,6,1,1,1,1
810009354,聖華爾基莉長槍手,6,1,1,1,1
810009355,痛覺幽靈戰士,6,1,1,1,1
810009356,艾洛克斯狂戰士,6,1,1,1,1
810009357,藍幻神龍,6,1,1,1,1
810009358,紫幻神龍,6,1,1,1,1
810009359,米卡艾拉,6,1,1,1,50
810009360,巴爾巴托斯,6,1,1,1,50
810009361,突變寶石耶比,6,1,1,1,50
810009362,寶箱,6,1,1,1,1
810009363,寶箱,6,1,1,1,1
810009364,未來葛茉芮,6,1,1,1,1
810009365,聖華爾基莉遊俠,6,1,1,1,1
810009366,虛無幽靈戰士,6,1,1,1,1
810009367,聖馬,6,1,1,1,1
812010657,????,2,1,0,1,1
812010658,???,2,1,0,1,1
812010659,???,2,1,0,1,1
810009369,聖馬,6,0,0,0,1
810009370,嘻哈布丁,6,1,1,1,1
810009371,布丁弟,6,1,1,1,1
810009372,芭蕾耶比,6,1,1,1,1
810009373,飛飛耶比,1,1,1,1,1
810009374,鑽石耶比,1,1,1,1,1
810009375,粉粉耶比,1,1,1,1,1
810009376,星際布丁,6,1,1,1,1
810009377,呆呆魔耶比,6,1,1,1,1
810009378,乖乖魔耶比,6,1,1,1,1
810009379,偶像魔耶比,6,1,1,1,1
810009380,耶比妹妹,6,1,1,1,1
810009381,耶比哥哥,6,1,1,1,1
810009382,耶比弟弟,6,1,1,1,1
810009383,寶箱,6,1,1,1,1
810009384,堅固的稻草人,6,1,1,1,1
810009385,奧比亞耶比,1,1,1,1,1
810009386,殭屍耶比弟弟,1,1,1,1,1
810009387,木乃伊耶比,1,1,1,1,1
810009391,??? ????,6,0,0,0,1
810009392,???,1,0,0,0,1
810009393,???,1,0,0,0,1
810009394,???,1,0,0,0,1
810009395,???,1,0,0,0,1
810009396,聖華爾基莉戰士,6,1,1,1,1
810009397,聖華爾基莉巫師,6,1,1,1,1
810009398,聖華爾基莉長槍手,6,1,1,1,1
810009399,???,1,0,0,0,1
810009400,艾洛克斯鬥士,6,1,1,1,1
810009401,艾洛克斯戰士,6,1,1,1,1
812010660,??,2,1,0,1,1
810009402,??,6,0,0,0,1
810009403,-,1,0,0,0,1
810009404,-,1,0,0,0,1
810009405,-,1,0,0,0,1
810009406,-,1,0,0,0,1
810009407,-,6,0,0,0,1
810009408,???,1,0,0,0,1
810009409,??,1,0,0,0,1
810009410,???,1,0,0,0,1
810009411,??,1,0,0,0,1
810009412,???,1,0,0,0,1
810009413,??,1,0,0,0,1
810009414,???,1,0,0,0,1
810009415,??,1,0,0,0,1
810009416,-,1,0,0,0,1
810009417,-,6,0,0,0,1
810009418,-,6,0,0,0,1
810009419,-,1,0,0,0,1
815000632,-,4,1,0,0,1
810009424,-,6,0,0,1,1
810009425,未知的書矮靈,6,1,1,1,1
810009426,未知的書妖,6,1,1,1,1
810009427,未知的精靈,6,1,1,1,1
810009428,未知的奧利佛空軍,1,1,1,0,1
810009429,未知的奧列佛雜技團,6,1,1,1,1
810009430,-,6,1,1,1,1
810009421,那時的耶比妹妹,6,1,1,1,1
810009422,-,6,0,0,0,1
810009423,那時的怪物,1,1,1,1,1
810009431,-,6,1,1,1,1
810009432,犬神少年,6,1,1,1,1
810009433,犬神少俠,6,1,1,1,1
810009434,貓神少女,6,1,1,1,1
810009435,貓神娘娘,6,1,1,1,1
810009436,老虎拳教練,6,1,1,1,1
810009437,老虎拳師傅,6,1,1,1,1
810009438,狐仙蕾蕾,6,1,1,1,1
810009439,園丁老大,6,1,1,1,1
810009440,花草叢怪,6,1,1,1,1
810009441,歐若拉守護者,6,1,1,1,1
810009442,方塊A,6,1,1,1,1
810009443,梅花A,6,1,1,1,1
810009444,鋼鐵園丁老大,6,1,1,1,1
810009445,紅心A,6,1,1,1,1
810009446,黑桃A,6,1,1,1,1
810009447,啵啵玲,6,1,1,1,1
810009448,骷髏玲,6,1,1,1,1
810009449,歐若拉,6,1,1,1,50
810009450,露菲兔兔,6,1,1,1,1
810009451,闇黑飛馬,6,1,1,1,1
810009452,寶藍飛馬,6,1,1,1,1
810009453,銀月的露娜莉絲,6,1,1,0,1
810009454,光月的露娜莉絲,6,1,1,0,1
810009455,家貓,6,1,1,1,1
810009456,流浪貓,6,1,1,1,1
810009457,寒氣吉尼,6,1,1,1,1
810009458,朔風吉尼,6,1,1,1,1
810009459,小鬼搜索隊,6,1,1,1,1
810009460,小鬼追捕隊,6,1,1,1,1
810009461,羊獸人槍騎士,6,1,1,1,1
810009462,羊獸人鬥士,6,1,1,1,1
810009463,夢魔高級暗殺者,6,1,1,1,1
810009464,夢魔高級戰士,6,1,1,1,1
810009465,發狂的亡靈面容,6,1,1,0,1
810009466,寒冰地獄雙頭怪,6,1,1,1,1
810009467,劇毒地獄雙頭怪,6,1,1,1,1
810009468,藍色希爾帝斯維尼,6,1,1,1,1
810009469,紫色希爾帝斯維尼,6,1,1,1,1
810009470,燕尾服薛丁格,6,1,1,1,1
810009471,金色薛丁格,6,1,1,1,1
810009472,銀色薛丁格,6,1,1,1,1
810009473,飢餓克蕾舒爾,6,1,1,1,1
810009474,華爾基莉,6,1,1,1,1
810009475,猖狂的水精靈,6,1,1,1,1
810009476,煞尼克幻影,6,1,1,1,1
810009478,金幣副本獎勵箱子,6,1,1,1,1
810009479,龍龍希野巴,6,1,1,1,1
810009480,女王蜂護衛軍,6,1,1,1,1
810009481,灼之黯影者,6,1,1,1,1
810009482,電弧黯影者,6,1,1,1,1
815000633,-,4,1,0,0,1
810009483,老虎,6,1,1,1,1
810009484,白虎,6,1,1,1,1
810009485,黑虎,6,1,1,1,1
810009486,-,6,1,1,1,1
810009487,-,6,1,1,1,1
810009488,-,6,1,1,1,1
810009489,-,6,1,1,1,1
810009490,-,6,1,1,1,1
810009491,-,6,1,1,1,1
810009492,-,6,1,1,1,1
810009493,-,6,1,1,1,1
810009494,-,6,1,1,1,1
812010661,??,2,1,0,1,1
812010662,??,2,1,0,1,1
812010663,??,2,1,0,1,1
810009495,底波拉冰獺,6,1,1,1,1
810009496,猖狂冰獺,6,1,1,1,1
810009497,平凡雪人,6,1,1,1,1
810009498,無名溫迪哥,6,1,1,1,1
810009499,永恆娜爾克,6,1,1,1,1
810009500,束縛玻瑞阿斯,6,1,1,1,1
810009501,痛苦玻瑞阿斯,6,1,1,1,1
810009502,汙染玻瑞阿斯,6,1,1,1,1
810009503,絕望娜爾克,6,1,1,1,1
810009504,雪國布迪亞因霍倫,6,1,1,1,1
810009505,地獄火狐,6,1,1,1,1
810009506,逃脫冰獺,6,1,1,1,1
810009507,帥氣雪人,6,1,1,1,1
810009508,不良雪人,6,1,1,1,1
810009509,喪失溫迪哥,6,1,1,1,1
810009510,妄想溫迪哥,6,1,1,1,1
810009511,分裂溫迪哥,6,1,1,1,1
810009512,悲傷娜爾克,6,1,1,1,1
810009513,不幸娜爾克,6,1,1,1,1
810009514,紅色布迪亞因霍倫,6,1,1,1,1
810009515,藍色布迪亞因霍倫,6,1,1,1,1
810009516,紅火狐,6,1,1,1,1
810009517,藍火狐,6,1,1,1,1
810009518,阿爾戈斯,6,1,1,1,50
810009519,艾可,6,1,1,1,99
810009520,莉莉歐佩,6,1,1,1,50
810009521,夢鄉耶比妹妹,6,1,1,1,1
810009522,夢鄉兵蟻G,6,1,1,1,1
810009523,某隻家貓,6,1,1,1,1
810009524,某隻流浪貓,6,1,1,1,1
810009525,程式錯誤無線機器,1,1,1,1,1
810009526,程式錯誤帝亞歐,1,1,1,1,1
810009527,?? ???,1,0,0,1,1
810009528,[???] ??? ???,1,0,0,0,1
810009529,蒂亞的演唱會宣傳團隊,6,1,1,1,1
810009530,鮮蝦海苔飯捲,6,1,1,1,1
810009531,全州拌飯,6,1,1,1,1
810009532,客人A,1,1,0,1,1
810009533,客人B,6,1,0,1,1
815100059,-,4,1,0,0,1
810009535,?? ???,1,0,0,0,1
810009536,-,6,0,0,0,1
810009537,-,6,0,0,0,1
810009538,-,6,0,0,0,1
810009539,-,6,0,0,0,1
810009540,-,6,0,0,0,1
810009541,-,6,0,0,0,1
810009542,-,6,0,0,0,1
810009543,-,6,0,0,0,1
810009544,-,6,0,0,0,1
810009545,-,6,0,0,0,1
810009546,-,6,0,0,0,1
810009547,-,6,0,0,0,1
810009548,-,6,0,0,0,1
810009549,-,6,0,0,0,1
810009550,-,6,0,0,0,1
810009551,-,6,0,0,0,1
810009552,-,6,0,0,0,1
810009553,-,6,0,0,0,1
810009554,-,6,0,0,0,1
810009555,-,6,0,0,0,1
810009556,-,6,0,0,0,1
810009557,-,6,0,0,0,1
810009558,-,6,0,0,0,1
810009559,-,6,0,0,0,1
810009560,-,6,0,0,0,1
810009561,-,6,0,0,0,1
810009562,-,6,0,0,0,1
810009563,寶箱,6,1,0,1,1
810009564,寶箱,6,1,0,1,1
810009565,惡魔胖胖耶比,6,1,1,1,1
810009566,惡魔胖胖耶比,6,1,1,1,1
810009567,惡魔胖胖耶比,6,1,1,1,1
810009568,-,6,0,0,0,1
810009569,-,6,0,0,0,1
810009570,-,6,0,0,0,1
810009571,-,6,0,0,0,1
810009572,-,6,0,0,0,1
810009573,-,6,0,0,0,1
810009574,-,6,0,0,0,1
810009575,-,6,0,0,0,1
810009576,-,6,0,0,0,1
810009577,-,6,0,0,0,1
810009578,-,6,0,0,0,1
810009579,-,6,0,0,0,1
810009580,-,6,0,0,0,1
810009581,-,6,0,0,0,1
810009582,-,6,0,0,0,1
810009583,-,6,0,0,0,1
810009584,-,6,0,0,0,1
810009585,-,6,0,0,0,1
810009586,-,6,0,0,0,1
810009587,-,6,0,0,0,1
810009588,-,6,0,0,0,1
810009589,寶箱,6,1,1,1,1
810009590,寶箱,6,1,1,1,1
810009591,底波拉冰獺,6,1,1,1,1
810009592,猖狂冰獺,6,1,1,1,1
810009593,平凡雪人,6,1,1,1,1
810009594,無名溫迪哥,6,1,1,1,1
810009595,永恆娜爾克,6,1,1,1,1
812010664,瑪德琳,2,1,0,1,1
812010665,費塔,2,1,0,1,1
812010666,葛利特,2,1,0,1,1
812010667,娜琳,2,1,0,1,1
812010668,裔奧,2,1,0,1,1
812010669,愛麗絲,2,1,0,1,1
810009598,神秘的禮物箱子,6,1,1,1,1
810009599,-,1,0,0,0,1
810009600,珀耳塞的考驗,6,1,1,1,99
810009601,珀耳塞的考驗,6,1,1,1,99
810009602,?????,1,0,0,0,1
810009603,???,1,0,0,0,1
810009604,-,6,0,0,0,1
810009605,-,6,0,0,0,1
810009606,-,6,0,0,0,1
810009607,-,6,1,1,1,1
810009608,-,6,1,1,1,1
810009609,-,6,0,0,0,1
810009610,-,6,0,0,0,1
810009611,-,1,0,0,0,1
810009612,???,1,0,0,0,1
810009613,-,6,0,0,0,1
810009614,-,1,0,0,0,1
810009615,-,6,0,0,0,1
810009616,-,6,0,0,0,1
812010670,隊長伊克納特,2,1,0,1,1
812010671,尤菲,2,1,0,1,1
812010672,奉春植,2,1,0,1,1
810009617,[???] ??? ?? ??,6,0,0,0,1
810009618,[活動] 聖誕醜頭怪,1,1,1,1,1
810009619,[活動] 純真無邪耶比妹妹,6,1,1,1,1
810009620,[活動] 竹偶耶比哥哥,6,1,1,1,1
810009621,-,1,0,0,0,1
810009623,-,6,0,0,0,1
810009624,??? ?? ???,6,0,0,0,1
810009625,-,6,0,0,0,1
810009626,??? ?? ???,6,0,0,0,1
810009627,-,6,0,0,0,1
810009628,-,6,0,0,0,1
810009629,-,6,0,0,0,1
810009630,-,6,0,0,0,1
810009631,-,6,0,0,0,1
810009632,-,6,0,0,0,1
810009633,-,6,0,0,0,1
810009634,-,6,0,0,0,1
810009635,-,1,0,0,0,1
810009636,-,1,0,0,0,1
810009637,帥氣雪人,6,1,1,1,1
810009638,不良雪人,6,1,1,1,1
810009639,-,1,0,0,0,1
810009640,-,1,0,0,0,1
810009641,喪失溫迪哥,6,1,1,1,1
810009642,妄想溫迪哥,6,1,1,1,1
810009643,-,1,0,0,0,1
810009644,-,1,0,0,0,1
810009645,紅色布迪亞因霍倫,6,1,1,1,1
810009646,藍色布迪亞因霍倫,6,1,1,1,1
810009647,-,1,0,0,0,1
810009648,-,1,0,0,0,1
810009649,小礦石,6,1,0,1,1
810009650,巨大礦石,6,1,0,1,1
810009651,礦場守護者,6,1,1,1,1
810009652,-,1,0,0,0,1
810009653,-,1,0,0,0,1
810009654,-,6,0,0,0,1
810009655,惡魔胖胖耶比,6,1,1,1,1
810009656,冰封胖胖耶比之心,6,1,1,1,1
810009657,-,6,0,0,0,1
810009658,-,6,0,0,0,1
810009659,-,6,0,0,0,1
810009660,???,6,0,0,0,1
810009661,???,6,0,0,0,1
810009662,-,1,0,0,0,1
810009663,-,1,0,0,0,1
810009664,-,1,0,0,0,1
810009665,-,1,0,0,0,1
810009666,雪國布迪亞因霍倫,6,1,1,1,1
810009667,寶箱,6,1,1,1,1
810009668,-,1,0,0,0,1
810009669,-,1,0,0,0,1
810009670,-,1,0,0,0,1
810009671,-,6,0,0,0,1
810009672,-,6,0,0,0,1
810009673,-,6,0,0,0,1
810009674,-,6,0,0,0,1
810009675,-,6,0,0,0,1
810009676,-,6,0,0,0,1
810009677,-,6,0,0,0,1
810009678,DS-SL Mk-II,6,1,1,0,1
810009679,DS-SL Mk-II,6,1,1,0,1
810009680,DS-BG Mk-II,6,1,1,0,1
810009681,-,6,0,0,0,1
810009682,-,6,0,0,0,1
810009683,-,6,0,0,0,1
810009684,-,6,0,0,0,1
810009685,-,6,0,0,0,1
810009686,-,6,0,0,0,1
810009687,-,6,0,0,0,1
810009688,?? ???,6,1,1,1,1
810009689,[???] ???? ???,1,1,1,1,1
810009690,[???] ??? ???,1,1,1,1,1
810009691,-,6,0,0,0,1
810009692,-,1,0,0,0,1
810009693,-,6,0,0,0,1
