ID,鑲嵌類型ID,鑲嵌屬性名稱,自然最小數值,自然最大數值,鑲嵌最小數值,鑲嵌最大數值,鑲嵌材料,最小耐久度消耗,最大耐久度消耗,概率補正,成功率(%),手續費
22186,86,Lv13 物理最大傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22187,86,Lv14 物理最大傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22188,86,Lv15 物理最大傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22189,86,Lv11 物理最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22190,86,Lv12 物理最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22191,86,Lv13 物理最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22192,86,Lv14 物理最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22193,86,Lv15 物理最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22194,86,Lv11 魔法最小傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22195,86,Lv12 魔法最小傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22196,86,Lv13 魔法最小傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22197,86,Lv14 魔法最小傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22198,86,Lv15 魔法最小傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22199,86,Lv11 魔法最小傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22200,86,Lv12 魔法最小傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22201,86,Lv13 魔法最小傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22202,86,Lv14 魔法最小傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22203,86,Lv15 魔法最小傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22204,86,Lv11 魔法最大傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22205,86,Lv12 魔法最大傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22206,86,Lv13 魔法最大傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22207,86,Lv14 魔法最大傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22208,86,Lv15 魔法最大傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22209,86,Lv11 魔法最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22210,86,Lv12 魔法最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22211,86,Lv13 魔法最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22212,86,Lv14 魔法最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22213,86,Lv15 魔法最大傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22214,86,Lv11 物理爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22215,86,Lv12 物理爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22216,86,Lv13 物理爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22217,86,Lv14 物理爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22218,86,Lv15 物理爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22219,86,Lv11 物理爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22220,86,Lv12 物理爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22221,86,Lv13 物理爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22222,86,Lv14 物理爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22223,86,Lv15 物理爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22224,86,Lv11 魔法爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22225,86,Lv12 魔法爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22226,86,Lv13 魔法爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22227,86,Lv14 魔法爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22228,86,Lv15 魔法爆擊傷害%+d％,10,16,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22229,86,Lv11 魔法爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22230,86,Lv12 魔法爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22231,86,Lv13 魔法爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22232,86,Lv14 魔法爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22233,86,Lv15 魔法爆擊傷害%+d％,10,16,2,4,高貴萬能木錘 X1,0,0,500,5,0
22234,91,Lv11 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22235,91,Lv12 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22236,91,Lv13 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22237,91,Lv14 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22238,91,Lv15 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22239,91,Lv11 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22240,91,Lv12 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22241,91,Lv13 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22242,91,Lv14 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22243,91,Lv15 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22244,91,Lv11 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22245,91,Lv12 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22246,91,Lv13 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22247,91,Lv14 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22248,91,Lv15 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22249,91,Lv11 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22250,91,Lv12 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22251,91,Lv13 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22252,91,Lv14 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22253,91,Lv15 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22254,91,Lv11 屬性力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22255,91,Lv12 屬性力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22256,91,Lv13 屬性力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22257,91,Lv14 屬性力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22258,91,Lv15 屬性力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22259,91,Lv11 屬性力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22260,91,Lv12 屬性力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22261,91,Lv13 屬性力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22262,91,Lv14 屬性力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22263,91,Lv15 屬性力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22264,91,Lv11 屬性傷害(物理攻擊時) %+d,495,744,60,135,最高級萬能木錘 X1,0,0,500,1,10000000
22265,91,Lv12 屬性傷害(物理攻擊時) %+d,495,744,60,135,最高級萬能木錘 X1,0,0,500,1,10000000
22266,91,Lv13 屬性傷害(物理攻擊時) %+d,495,744,60,135,最高級萬能木錘 X1,0,0,500,1,10000000
22267,91,Lv14 屬性傷害(物理攻擊時) %+d,495,744,60,135,最高級萬能木錘 X1,0,0,500,1,10000000
22268,91,Lv15 屬性傷害(物理攻擊時) %+d,495,744,60,135,最高級萬能木錘 X1,0,0,500,1,10000000
22269,91,Lv11 屬性傷害(物理攻擊時) %+d,495,744,60,135,高貴萬能木錘 X1,0,0,500,5,0
22270,91,Lv12 屬性傷害(物理攻擊時) %+d,495,744,60,135,高貴萬能木錘 X1,0,0,500,5,0
22271,91,Lv13 屬性傷害(物理攻擊時) %+d,495,744,60,135,高貴萬能木錘 X1,0,0,500,5,0
22272,91,Lv14 屬性傷害(物理攻擊時) %+d,495,744,60,135,高貴萬能木錘 X1,0,0,500,5,0
22273,91,Lv15 屬性傷害(物理攻擊時) %+d,495,744,60,135,高貴萬能木錘 X1,0,0,500,5,0
22274,91,Lv11 物理傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22275,91,Lv12 物理傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22276,91,Lv13 物理傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22277,91,Lv14 物理傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22278,91,Lv15 物理傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22279,91,Lv11 物理傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22280,91,Lv12 物理傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22281,91,Lv13 物理傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22282,91,Lv14 物理傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22283,91,Lv15 物理傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22284,91,Lv11 武器攻擊力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22285,91,Lv12 武器攻擊力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22286,91,Lv13 武器攻擊力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22287,91,Lv14 武器攻擊力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22288,91,Lv15 武器攻擊力 %+d,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22289,91,Lv11 武器攻擊力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22290,91,Lv12 武器攻擊力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22291,91,Lv13 武器攻擊力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22292,91,Lv14 武器攻擊力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22293,91,Lv15 武器攻擊力 %+d,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22294,91,Lv11 物理貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22295,91,Lv12 物理貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22296,91,Lv13 物理貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22297,91,Lv14 物理貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22298,91,Lv15 物理貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22299,91,Lv11 物理貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22300,91,Lv12 物理貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22301,91,Lv13 物理貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22302,91,Lv14 物理貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22303,91,Lv15 物理貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22304,91,Lv11 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22305,91,Lv12 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22306,91,Lv13 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22307,91,Lv14 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22308,91,Lv15 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22309,91,Lv11 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22310,91,Lv12 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22311,91,Lv13 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22312,91,Lv14 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22313,91,Lv15 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22314,91,Lv11 魔法傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22315,91,Lv12 魔法傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22316,91,Lv13 魔法傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22317,91,Lv14 魔法傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22318,91,Lv15 魔法傷害%+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22319,91,Lv11 魔法傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22320,91,Lv12 魔法傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22321,91,Lv13 魔法傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22322,91,Lv14 魔法傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22323,91,Lv15 魔法傷害%+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22324,92,Lv11 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22325,92,Lv12 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22326,92,Lv13 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22327,92,Lv14 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22328,92,Lv15 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22329,92,Lv11 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22330,92,Lv12 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22331,92,Lv13 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22332,92,Lv14 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22333,92,Lv15 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22334,92,Lv11 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22335,92,Lv12 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22336,92,Lv13 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22337,92,Lv14 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22338,92,Lv15 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22339,92,Lv11 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22340,92,Lv12 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22341,92,Lv13 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22342,92,Lv14 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22343,92,Lv15 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22344,92,Lv11 防禦力 %+d,330,497,60,110,最高級萬能木錘 X1,0,0,500,1,10000000
22345,92,Lv12 防禦力 %+d,330,497,60,110,最高級萬能木錘 X1,0,0,500,1,10000000
22346,92,Lv13 防禦力 %+d,330,497,60,110,最高級萬能木錘 X1,0,0,500,1,10000000
22347,92,Lv14 防禦力 %+d,330,497,60,110,最高級萬能木錘 X1,0,0,500,1,10000000
22348,92,Lv15 防禦力 %+d,330,497,60,110,最高級萬能木錘 X1,0,0,500,1,10000000
22349,92,Lv11 防禦力 %+d,330,497,60,110,高貴萬能木錘 X1,0,0,500,5,0
22350,92,Lv12 防禦力 %+d,330,497,60,110,高貴萬能木錘 X1,0,0,500,5,0
22351,92,Lv13 防禦力 %+d,330,497,60,110,高貴萬能木錘 X1,0,0,500,5,0
22352,92,Lv14 防禦力 %+d,330,497,60,110,高貴萬能木錘 X1,0,0,500,5,0
22353,92,Lv15 防禦力 %+d,330,497,60,110,高貴萬能木錘 X1,0,0,500,5,0
22354,92,Lv11 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22355,92,Lv12 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22356,92,Lv13 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22357,92,Lv14 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22358,92,Lv15 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22359,92,Lv11 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22360,92,Lv12 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22361,92,Lv13 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22362,92,Lv14 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22363,92,Lv15 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22364,92,Lv11 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22365,92,Lv12 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22366,92,Lv13 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22367,92,Lv14 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22368,92,Lv15 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22369,92,Lv11 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22370,92,Lv12 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22371,92,Lv13 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22372,92,Lv14 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22373,92,Lv15 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22374,93,Lv11 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22375,93,Lv12 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22376,93,Lv13 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22377,93,Lv14 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22378,93,Lv15 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22379,93,Lv11 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22380,93,Lv12 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22381,93,Lv13 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22382,93,Lv14 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22383,93,Lv15 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22384,93,Lv11 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22385,93,Lv12 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22386,93,Lv13 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22387,93,Lv14 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22388,93,Lv15 體力 %+d,66,98,12,22,最高級萬能木錘 X1,0,0,500,1,10000000
22389,93,Lv11 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22390,93,Lv12 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22391,93,Lv13 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22392,93,Lv14 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22393,93,Lv15 體力 %+d,66,98,12,22,高貴萬能木錘 X1,0,0,500,5,0
22394,93,Lv11 魔法攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22395,93,Lv12 魔法攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22396,93,Lv13 魔法攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22397,93,Lv14 魔法攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22398,93,Lv15 魔法攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22399,93,Lv11 魔法攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22400,93,Lv12 魔法攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22401,93,Lv13 魔法攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22402,93,Lv14 魔法攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22403,93,Lv15 魔法攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22404,93,Lv11 魔法抗力 %+d,792,1197,99,219,最高級萬能木錘 X1,0,0,500,1,10000000
22405,93,Lv12 魔法抗力 %+d,792,1197,99,219,最高級萬能木錘 X1,0,0,500,1,10000000
22406,93,Lv13 魔法抗力 %+d,792,1197,99,219,最高級萬能木錘 X1,0,0,500,1,10000000
22407,93,Lv14 魔法抗力 %+d,792,1197,99,219,最高級萬能木錘 X1,0,0,500,1,10000000
22408,93,Lv15 魔法抗力 %+d,792,1197,99,219,最高級萬能木錘 X1,0,0,500,1,10000000
22409,93,Lv11 魔法抗力 %+d,792,1197,99,219,高貴萬能木錘 X1,0,0,500,5,0
22410,93,Lv12 魔法抗力 %+d,792,1197,99,219,高貴萬能木錘 X1,0,0,500,5,0
22411,93,Lv13 魔法抗力 %+d,792,1197,99,219,高貴萬能木錘 X1,0,0,500,5,0
22412,93,Lv14 魔法抗力 %+d,792,1197,99,219,高貴萬能木錘 X1,0,0,500,5,0
22413,93,Lv15 魔法抗力 %+d,792,1197,99,219,高貴萬能木錘 X1,0,0,500,5,0
22414,93,Lv11 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22415,93,Lv12 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22416,93,Lv13 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22417,93,Lv14 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22418,93,Lv15 物理傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22419,93,Lv11 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22420,93,Lv12 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22421,93,Lv13 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22422,93,Lv14 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22423,93,Lv15 物理傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22424,93,Lv11 物理攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22425,93,Lv12 物理攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22426,93,Lv13 物理攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22427,93,Lv14 物理攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22428,93,Lv15 物理攻擊迴避率 %+d％,10,20,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22429,93,Lv11 物理攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22430,93,Lv12 物理攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22431,93,Lv13 物理攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22432,93,Lv14 物理攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22433,93,Lv15 物理攻擊迴避率 %+d％,10,20,1,2,高貴萬能木錘 X1,0,0,500,5,0
22434,93,Lv11 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,最高級萬能木錘 X1,0,0,500,1,10000000
22435,93,Lv12 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,最高級萬能木錘 X1,0,0,500,1,10000000
22436,93,Lv13 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,最高級萬能木錘 X1,0,0,500,1,10000000
22437,93,Lv14 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,最高級萬能木錘 X1,0,0,500,1,10000000
22438,93,Lv15 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,最高級萬能木錘 X1,0,0,500,1,10000000
22439,93,Lv11 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,高貴萬能木錘 X1,0,0,500,5,0
22440,93,Lv12 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,高貴萬能木錘 X1,0,0,500,5,0
22441,93,Lv13 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,高貴萬能木錘 X1,0,0,500,5,0
22442,93,Lv14 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,高貴萬能木錘 X1,0,0,500,5,0
22443,93,Lv15 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,高貴萬能木錘 X1,0,0,500,5,0
22444,93,Lv11 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
