ID,_Option_Group,_Option_Probability,_Name,_Option_Type,_Option_ID,_Option_Min,_Option_Max,_Unique_Check,_Probability_Txt,_Option_Txt,_Option_Order
595,10009,5,[S] 飛燕旋舞 %+dLv.,3,1002024,1,5,1,1.28%,[劍刃舞者] 飛燕旋舞 %+dLv.∼%+dLv.,61
596,10009,5,[S] 絕望 %+dLv.,3,1010025,1,5,1,1.28%,[恐懼騎士] 絕望 %+dLv.∼%+dLv.,62
597,10009,5,[S] 撞擊力 %+dLv.,3,1002025,1,5,1,1.28%,[恐懼騎士] 撞擊力 %+dLv.∼%+dLv.,63
598,10009,5,[S] [近身短打] 鉤拳 %+dLv.,3,1000026,1,5,1,1.28%,[鬥神] [近身短打] 鉤拳 %+dLv.∼%+dLv.,65
599,10009,5,[S] 魔王血統[攻擊] %+dLv.,3,1000027,1,5,1,1.28%,[幻術師] 魔王血統[攻擊] %+dLv.∼%+dLv.,67
600,10009,5,[S] 演奏名手 %+dLv.,3,1010028,1,5,1,1.28%,[音樂大師] 演奏名手 %+dLv.∼%+dLv.,69
601,10009,5,[S] 忍法_絅 %+dLv.,3,1000029,1,5,1,1.28%,[忍者大師] 忍法_絅 %+dLv.∼%+dLv.,71
602,10009,5,[S] DM-GR %+dLv.,3,1007031,1,5,1,1.28%,[改造大師] DM-GR %+dLv.∼%+dLv.,75
603,10009,5,[S] 鳴牙閃 %+dLv.,3,1107005,1,5,1,1.28%,[天之王者] 鳴牙閃 %+dLv.∼%+dLv.,4
604,10009,5,[S] 連訣槍 %+dLv.,3,1106007,1,5,1,1.28%,[天之王者] 連訣槍 %+dLv.∼%+dLv.,5
605,10009,5,[S] 龍槍連閃 %+dLv.,3,1107017,1,5,1,1.28%,[天之王者] 龍槍連閃 %+dLv.∼%+dLv.,6
606,10009,5,[S] 追進擊 %+dLv.,3,1211007,1,5,1,1.28%,[天之王者] 追進擊 %+dLv.∼%+dLv.,7
607,10009,5,[S] 聚精會神 %+dLv.,3,1210103,1,5,1,1.28%,[幻武劍豪] 聚精會神 %+dLv.∼%+dLv.,9
608,10009,5,[S] 迴旋斬 %+dLv.,3,1107014,1,5,1,1.28%,[創世主] 迴旋斬 %+dLv.∼%+dLv.,10
609,10009,5,[S] 盾擊[單手劍] %+dLv.,3,1210014,1,5,1,1.28%,[創世主] 盾擊[單手劍] %+dLv.∼%+dLv.,11
610,10009,5,[S] 迴旋盾牌[單手劍] %+dLv.,3,1106102,1,5,1,1.28%,[創世主] 迴旋盾牌[單手劍] %+dLv.∼%+dLv.,12
611,10009,5,[S] 迴旋盾牌[鈍器] %+dLv.,3,1106202,1,5,1,1.28%,[創世主] 迴旋盾牌[鈍器] %+dLv.∼%+dLv.,14
612,10009,5,[S] 火牆術 %+dLv.,3,2211003,1,5,1,1.28%,[大毀滅者] 火牆術 %+dLv.∼%+dLv.,20
613,10009,5,[S] 旋風狂掃 %+dLv.,3,2107002,1,5,1,1.28%,[大毀滅者] 旋風狂掃 %+dLv.∼%+dLv.,21
614,10009,5,[S] 電擊 %+dLv.,3,3101023,1,5,1,1.28%,[流行天王] 電擊 %+dLv.∼%+dLv.,23
615,10009,5,[S] 三重殺 %+dLv.,3,1109003,1,5,1,1.28%,[風之潛行者] 三重殺 %+dLv.∼%+dLv.,25
616,10009,5,[S] 斬魔崩影刃 %+dLv.,3,1107003,1,5,1,1.28%,[風之潛行者] 斬魔崩影刃 %+dLv.∼%+dLv.,26
617,10009,5,[S] 後步伐箭 %+dLv.,3,1105100,1,5,1,1.28%,[風之潛行者] 後步伐箭 %+dLv.∼%+dLv.,28
618,10009,5,[S] 飆速彈 %+dLv.,3,1104009,1,5,1,1.28%,[風之潛行者] 飆速彈 %+dLv.∼%+dLv.,31
619,10009,5,[S] 後退步法 %+dLv.,3,1100820,1,5,1,1.28%,[裁決射手] 後退步法 %+dLv.∼%+dLv.,33
620,10009,5,[S] 連射 %+dLv.,3,1100420,1,5,1,1.28%,[裁決射手] 連射 %+dLv.∼%+dLv.,34
621,10009,5,[S] 前方突刺 %+dLv.,3,1103022,1,5,1,1.28%,[究極兵甲] 前方突刺 %+dLv.∼%+dLv.,36
622,10009,5,[S] 肘擊 %+dLv.,3,1106012,1,5,1,1.28%,[諸神使者] 肘擊 %+dLv.∼%+dLv.,16
623,10009,5,[S] 如來神掌 %+dLv.,3,1107012,1,5,1,1.28%,[諸神使者] 如來神掌 %+dLv.∼%+dLv.,17
624,10009,5,[S] 能量波 %+dLv.,3,1106002,1,5,1,1.28%,[諸神使者] 能量波 %+dLv.∼%+dLv.,18
625,10009,5,[S] 靈魂大師I %+dLv.,3,1101033,1,5,1,1.28%,[弒魂者] 靈魂大師I %+dLv.∼%+dLv.,38
626,10009,5,[S] 閃電螺絲 %+dLv.,3,2212005,1,5,1,1.28%,[弧形大師] 閃電螺絲 %+dLv.∼%+dLv.,40
627,10009,5,[S] 閃亮星眩 %+dLv.,3,1313048,1,5,1,1.28%,[弧形大師] 閃亮星眩 %+dLv.∼%+dLv.,41
628,10009,5,[S] [梅花] 暗黑卡牌 %+dLv.,3,1310053,1,5,1,1.28%,[暴力大師] [梅花] 暗黑卡牌 %+dLv.∼%+dLv.,42
629,10009,5,[S] [方塊] 勁擊突刺 %+dLv.,3,1310056,1,5,1,1.28%,[暴力大師] [方塊] 勁擊突刺 %+dLv.∼%+dLv.,43
630,10009,5,[S] [方塊] 颶風 %+dLv.,3,1312150,1,5,1,1.28%,[暴力大師] [方塊] 颶風 %+dLv.∼%+dLv.,44
631,10009,5,[S] 僵直的影子 %+dLv.,3,1413055,1,5,1,1.28%,[闇影武士] 僵直的影子 %+dLv.∼%+dLv.,47
632,10009,5,[S] 神力斬 %+dLv.,3,1759103,1,5,1,1.28%,[混血天神] 神力斬 %+dLv.∼%+dLv.,49
633,10009,5,[S] 巨焱狂刃 %+dLv.,3,1801302,1,5,1,1.28%,[炙焰天] 巨焱狂刃 %+dLv.∼%+dLv.,51
634,10009,5,[S] 火焰爆擊 %+dLv.,3,1801306,1,5,1,1.28%,[炙焰天] 火焰爆擊 %+dLv.∼%+dLv.,52
635,10009,5,[S] 致命重擊 %+dLv.,3,1802310,1,5,1,1.28%,[黑暗追擊者] 致命重擊 %+dLv.∼%+dLv.,54
636,10009,5,[S] 鎖鏈爆 %+dLv.,3,1802306,1,5,1,1.28%,[黑暗追擊者] 鎖鏈爆 %+dLv.∼%+dLv.,55
637,10009,5,[S] 紫水晶[紫] %+dLv.,3,2406903,1,5,1,1.28%,[寶石之星] 紫水晶[紫] %+dLv.∼%+dLv.,76
638,10009,5,[S] 雙重猛擊 %+dLv.,3,1803301,1,5,1,1.28%,[暗影行者] 雙重猛擊 %+dLv.∼%+dLv.,56
639,10009,5,[S] 躍襲 %+dLv.,3,1803302,1,5,1,1.28%,[暗影行者] 躍襲 %+dLv.∼%+dLv.,57
640,10009,5,[S] 飛行攻擊：突擊 %+dLv.,3,1803500,1,5,1,1.28%,[御風引者] 飛行攻擊：突擊 %+dLv.∼%+dLv.,77
641,10009,5,[S] 狂風刃：突擊 %+dLv.,3,1803501,1,5,1,1.28%,[御風引者] 狂風刃：突擊 %+dLv.∼%+dLv.,78
642,10009,5,[S] 搖擺波浪 %+dLv.,3,1803700,1,5,1,1.28%,[喚雨淨使] 搖擺波浪 %+dLv.∼%+dLv.,80
643,10009,5,[S] 雙環狂刃 %+dLv.,3,1803801,1,5,1,1.28%,[命運守護者] 雙環狂刃 %+dLv.∼%+dLv.,58
645,10010,5,[S] 無限劍陣 %+dLv.,3,1001024,1,5,1,1.28%,[劍刃舞者] 無限劍陣 %+dLv.∼%+dLv.,61
646,10010,5,[S] 威力急襲 %+dLv.,3,1000025,1,5,1,1.28%,[恐懼騎士] 威力急襲 %+dLv.∼%+dLv.,63
647,10010,5,[S] 風車[風] %+dLv.,3,1003027,1,5,1,1.28%,[幻術師] 風車[風] %+dLv.∼%+dLv.,66
648,10010,5,[S] 漸次加強 %+dLv.,3,1005028,1,5,1,1.28%,[音樂大師] 漸次加強 %+dLv.∼%+dLv.,68
649,10010,5,[S] 急速 %+dLv.,3,1003028,1,5,1,1.28%,[音樂大師] 急速 %+dLv.∼%+dLv.,69
650,10010,5,[S] 齒輪狂刃 %+dLv.,3,1001030,1,5,1,1.28%,[審判者] 齒輪狂刃 %+dLv.∼%+dLv.,72
651,10010,5,[S] 天霸淒皇斬 %+dLv.,3,1109505,1,5,1,1.28%,[天之王者] 天霸淒皇斬 %+dLv.∼%+dLv.,4
652,10010,5,[S] 絕影刺 %+dLv.,3,1105007,1,5,1,1.28%,[天之王者] 絕影刺 %+dLv.∼%+dLv.,7
653,10010,5,[S] 無雙亂舞 %+dLv.,3,1210102,1,5,1,1.28%,[幻武劍豪] 無雙亂舞 %+dLv.∼%+dLv.,9
654,10010,5,[S] 順烈斬 %+dLv.,3,1105004,1,5,1,1.28%,[創世主] 順烈斬 %+dLv.∼%+dLv.,11
655,10010,5,[S] 撞擊盾 %+dLv.,3,1109004,1,5,1,1.28%,[創世主] 撞擊盾 %+dLv.∼%+dLv.,12
656,10010,5,[S] 雙連爆 %+dLv.,3,1211101,1,5,1,1.28%,[創世主] 雙連爆 %+dLv.∼%+dLv.,14
657,10010,5,[S] 反殺 %+dLv.,3,1211103,1,5,1,1.28%,[創世主] 反殺 %+dLv.∼%+dLv.,15
658,10010,5,[S] 冰旋風 %+dLv.,3,2107006,1,5,1,1.28%,[大毀滅者] 冰旋風 %+dLv.∼%+dLv.,20
659,10010,5,[S] 烈焰火蛇 %+dLv.,3,2210003,1,5,1,1.28%,[大毀滅者] 烈焰火蛇 %+dLv.∼%+dLv.,21
660,10010,5,[S] 巨石震地 %+dLv.,3,2104001,1,5,1,1.28%,[大毀滅者] 巨石震地 %+dLv.∼%+dLv.,22
661,10010,5,[S] 惡魔的演奏 %+dLv.,3,3101013,1,5,1,1.28%,[流行天王] 惡魔的演奏 %+dLv.∼%+dLv.,24
662,10010,5,[S] 幻影飛舞 %+dLv.,3,1106003,1,5,1,1.28%,[風之潛行者] 幻影飛舞 %+dLv.∼%+dLv.,26
663,10010,5,[S] 暴雨箭 %+dLv.,3,1105008,1,5,1,1.28%,[風之潛行者] 暴雨箭 %+dLv.∼%+dLv.,28
664,10010,5,[S] 鳳凰箭 %+dLv.,3,1106018,1,5,1,1.28%,[風之潛行者] 鳳凰箭 %+dLv.∼%+dLv.,29
665,10010,5,[S] 蝗蟲 %+dLv.,3,1108019,1,5,1,1.28%,[風之潛行者] 蝗蟲 %+dLv.∼%+dLv.,31
666,10010,5,[S] 亂槍掃射 %+dLv.,3,1100520,1,5,1,1.28%,[裁決射手] 亂槍掃射 %+dLv.∼%+dLv.,32
667,10010,5,[S] 黃金神槍手 %+dLv.,3,1100620,1,5,1,1.28%,[裁決射手] 黃金神槍手 %+dLv.∼%+dLv.,33
668,10010,5,[S] 閃電 %+dLv.,3,1212026,1,5,1,1.28%,[究極兵甲] 閃電 %+dLv.∼%+dLv.,35
669,10010,5,[S] 虎烈腳 %+dLv.,3,1104001,1,5,1,1.28%,[諸神使者] 虎烈腳 %+dLv.∼%+dLv.,17
670,10010,5,[S] 幻影腳 %+dLv.,3,1100111,1,5,1,1.28%,[諸神使者] 幻影腳 %+dLv.∼%+dLv.,18
671,10010,5,[S] 速移靈魂 %+dLv.,3,1210037,1,5,1,1.28%,[弒魂者] 速移靈魂 %+dLv.∼%+dLv.,37
672,10010,5,[S] 閃耀卡牌 %+dLv.,3,2212007,1,5,1,1.28%,[弧形大師] 閃耀卡牌 %+dLv.∼%+dLv.,39
673,10010,5,[S] [梅花] 時光斬 %+dLv.,3,1310052,1,5,1,1.28%,[暴力大師] [梅花] 時光斬 %+dLv.∼%+dLv.,41
674,10010,5,[S] [黑桃] 上鉤拳 %+dLv.,3,1310250,1,5,1,1.28%,[暴力大師] [黑桃] 上鉤拳 %+dLv.∼%+dLv.,42
675,10010,5,[S] 漆黑的影子 %+dLv.,3,1410055,1,5,1,1.28%,[闇影武士] 漆黑的影子 %+dLv.∼%+dLv.,46
676,10010,5,[S] 影子穿刺 %+dLv.,3,1414055,1,5,1,1.28%,[闇影武士] 影子穿刺 %+dLv.∼%+dLv.,44
677,10010,5,[S] 神怒擊 %+dLv.,3,1759106,1,5,1,1.28%,[混血天神] 神怒擊 %+dLv.∼%+dLv.,47
678,10010,5,[S] 借力強擊 %+dLv.,3,1759108,1,5,1,1.28%,[混血天神] 借力強擊 %+dLv.∼%+dLv.,48
679,10010,5,[S] 巨焱毀滅 %+dLv.,3,1801304,1,5,1,1.28%,[炙焰天] 巨焱毀滅 %+dLv.∼%+dLv.,50
680,10010,5,[S] 火焰毀滅 %+dLv.,3,1801307,1,5,1,1.28%,[炙焰天] 火焰毀滅 %+dLv.∼%+dLv.,51
681,10010,5,[S] 死亡之章 %+dLv.,3,1802311,1,5,1,1.28%,[黑暗追擊者] 死亡之章 %+dLv.∼%+dLv.,52
682,10010,5,[S] 三擊拳 %+dLv.,3,1802318,1,5,1,1.28%,[黑暗追擊者] 三擊拳 %+dLv.∼%+dLv.,53
683,10010,5,[S] 鎖鏈揮掃 %+dLv.,3,1802307,1,5,1,1.28%,[黑暗追擊者] 鎖鏈揮掃 %+dLv.∼%+dLv.,54
684,10010,5,[S] 巨石狂暴[綠] %+dLv.,3,2406901,1,5,1,1.28%,[寶石之星] 巨石狂暴[綠] %+dLv.∼%+dLv.,75
685,10010,5,[S] 碎殺 %+dLv.,3,1803303,1,5,1,1.28%,[暗影行者] 碎殺 %+dLv.∼%+dLv.,56
686,10010,5,[S] 水力加農砲 %+dLv.,3,1803706,1,5,1,1.28%,[喚雨淨使] 水力加農砲 %+dLv.∼%+dLv.,79
687,10010,5,[S] 大腳 %+dLv.,3,1803807,1,5,1,1.28%,[命運守護者] 大腳 %+dLv.∼%+dLv.,58
689,10011,5,[S] [近身短打] 上鉤拳 %+dLv.,3,1001026,1,5,1,1.28%,[鬥神] [近身短打] 上鉤拳 %+dLv.∼%+dLv.,63
690,10011,5,[S] 魔王血統[回擊] %+dLv.,3,2402801,1,5,1,1.28%,[幻術師] 魔王血統[回擊] %+dLv.∼%+dLv.,66
691,10011,5,[S] 莊嚴 %+dLv.,3,1002028,1,5,1,1.28%,[音樂大師] 莊嚴 %+dLv.∼%+dLv.,68
692,10011,5,[S] 忍法_雷 %+dLv.,3,2403002,1,5,1,1.28%,[忍者大師] 忍法_雷 %+dLv.∼%+dLv.,70
693,10011,5,[S] 疾速連擊 %+dLv.,3,1011030,1,5,1,1.28%,[審判者] 疾速連擊 %+dLv.∼%+dLv.,71
694,10011,5,[S] 即決審判 %+dLv.,3,1006030,1,5,1,1.28%,[審判者] 即決審判 %+dLv.∼%+dLv.,72
695,10011,5,[S] DS-DR %+dLv.,3,2403201,1,5,1,1.28%,[改造大師] DS-DR %+dLv.∼%+dLv.,74
696,10011,5,[S] 奇斯多 %+dLv.,3,1109405,1,5,1,1.28%,[天之王者] 奇斯多 %+dLv.∼%+dLv.,2
697,10011,5,[S] 飛翔斬 %+dLv.,3,1105005,1,5,1,1.28%,[天之王者] 飛翔斬 %+dLv.∼%+dLv.,3
698,10011,5,[S] 旋槍陣 %+dLv.,3,1105017,1,5,1,1.28%,[天之王者] 旋槍陣 %+dLv.∼%+dLv.,5
699,10011,5,[S] 龍槍(雷) %+dLv.,3,1109207,1,5,1,1.28%,[天之王者] 龍槍(雷) %+dLv.∼%+dLv.,6
700,10011,5,[S] 閃影劍 %+dLv.,3,1107004,1,5,1,1.28%,[創世主] 閃影劍 %+dLv.∼%+dLv.,10
701,10011,5,[S] 撞擊鎚 %+dLv.,3,1802407,1,5,1,1.28%,[創世主] 撞擊鎚 %+dLv.∼%+dLv.,12
702,10011,5,[S] 盾擊[鈍器] %+dLv.,3,1211102,1,5,1,1.28%,[創世主] 盾擊[鈍器] %+dLv.∼%+dLv.,13
703,10011,5,[S] 黑暗地牢 %+dLv.,3,2109301,1,5,1,1.28%,[大毀滅者] 黑暗地牢 %+dLv.∼%+dLv.,19
704,10011,5,[S] 旋風劈 %+dLv.,3,2105002,1,5,1,1.28%,[大毀滅者] 旋風劈 %+dLv.∼%+dLv.,20
705,10011,5,[S] 惡魔之聲 %+dLv.,3,3001019,1,5,1,1.28%,[流行天王] 惡魔之聲 %+dLv.∼%+dLv.,22
706,10011,5,[S] 迅影飛刃 %+dLv.,3,1104013,1,5,1,1.28%,[風之潛行者] 迅影飛刃 %+dLv.∼%+dLv.,24
707,10011,5,[S] 箭擊 %+dLv.,3,1006038,1,5,1,1.28%,[風之潛行者] 箭擊 %+dLv.∼%+dLv.,26
708,10011,5,[S] 狂亂弩 %+dLv.,3,1105009,1,5,1,1.28%,[風之潛行者] 狂亂弩 %+dLv.∼%+dLv.,27
709,10011,5,[S] 暗影絕殺 %+dLv.,3,1107009,1,5,1,1.28%,[風之潛行者] 暗影絕殺 %+dLv.∼%+dLv.,28
710,10011,5,[S] 解除限制 %+dLv.,3,1106019,1,5,1,1.28%,[風之潛行者] 解除限制 %+dLv.∼%+dLv.,29
711,10011,5,[S] 死棘之槍 %+dLv.,3,1102022,1,5,1,1.28%,[究極兵甲] 死棘之槍 %+dLv.∼%+dLv.,33
712,10011,5,[S] 旋轉腳 %+dLv.,3,1100109,1,5,1,1.28%,[諸神使者] 旋轉腳 %+dLv.∼%+dLv.,15
713,10011,5,[S] 半月腳 %+dLv.,3,1106001,1,5,1,1.28%,[諸神使者] 半月腳 %+dLv.∼%+dLv.,16
714,10011,5,[S] 野蠻靈魂 %+dLv.,3,1100033,1,5,1,1.28%,[弒魂者] 野蠻靈魂 %+dLv.∼%+dLv.,35
715,10011,5,[S] 自由光影 %+dLv.,3,1311147,1,5,1,1.28%,[弧形大師] 自由光影 %+dLv.∼%+dLv.,37
716,10011,5,[S] 魅惑的影子 %+dLv.,3,1411055,1,5,1,1.28%,[闇影武士] 魅惑的影子 %+dLv.∼%+dLv.,42
717,10011,5,[S] 聖光流擊 %+dLv.,3,1759105,1,5,1,1.28%,[混血天神] 聖光流擊 %+dLv.∼%+dLv.,45
718,10011,5,[S] 巨焱狂掃 %+dLv.,3,1801301,1,5,1,1.28%,[炙焰天] 巨焱狂掃 %+dLv.∼%+dLv.,47
719,10011,5,[S] 火焰揮擊 %+dLv.,3,1801305,1,5,1,1.28%,[炙焰天] 火焰揮擊 %+dLv.∼%+dLv.,48
720,10011,5,[S] 箭步突刺 %+dLv.,3,1802308,1,5,1,1.28%,[黑暗追擊者] 箭步突刺 %+dLv.∼%+dLv.,51
721,10011,5,[S] 暗影猛擊 %+dLv.,3,1803321,1,5,1,1.28%,[暗影行者] 暗影猛擊 %+dLv.∼%+dLv.,54
722,10011,5,[S] 投擲武器 %+dLv.,3,1803701,1,5,1,1.28%,[喚雨淨使] 投擲武器 %+dLv.∼%+dLv.,79
724,10012,5,[S] 螺旋突刺 %+dLv.,3,1010023,1,5,1,1.3%,[魂之勇者] 螺旋突刺 %+dLv.∼%+dLv.,56
725,10012,5,[S] 猛烈一擊 %+dLv.,3,2402603,1,5,1,1.3%,[恐懼騎士] 猛烈一擊 %+dLv.∼%+dLv.,59
726,10012,5,[S] [近身短打] 左右直拳 %+dLv.,3,2402706,1,5,1,1.3%,[鬥神] [近身短打] 左右直拳 %+dLv.∼%+dLv.,61
727,10012,5,[S] 秘密花園 %+dLv.,3,1004027,1,5,1,1.3%,[幻術師] 秘密花園 %+dLv.∼%+dLv.,63
728,10012,5,[S] 轉慢 %+dLv.,3,1001028,1,5,1,1.3%,[音樂大師] 轉慢 %+dLv.∼%+dLv.,65
729,10012,5,[S] 忍法_速 %+dLv.,3,2403001,1,5,1,1.3%,[忍者大師] 忍法_速 %+dLv.∼%+dLv.,67
730,10012,5,[S] J-31手榴彈 %+dLv.,3,1003030,1,5,1,1.3%,[審判者] J-31手榴彈 %+dLv.∼%+dLv.,69
731,10012,5,[S] 旋風斬 %+dLv.,3,2403101,1,5,1,1.3%,[審判者] 旋風斬 %+dLv.∼%+dLv.,70
732,10012,5,[S] DM-EMP %+dLv.,3,1011031,1,5,1,1.3%,[改造大師] DM-EMP %+dLv.∼%+dLv.,72
733,10012,5,[S] 風捲連刃 %+dLv.,3,1107015,1,5,1,1.3%,[天之王者] 風捲連刃 %+dLv.∼%+dLv.,3
734,10012,5,[S] 疾風 %+dLv.,3,1104017,1,5,1,1.3%,[天之王者] 疾風 %+dLv.∼%+dLv.,5
735,10012,5,[S] 絕氣槍 %+dLv.,3,1107027,1,5,1,1.3%,[天之王者] 絕氣槍 %+dLv.∼%+dLv.,6
736,10012,5,[S] 昇天亂舞 %+dLv.,3,1210101,1,5,1,1.3%,[幻武劍豪] 昇天亂舞 %+dLv.∼%+dLv.,8
737,10012,5,[S] 光速斬 %+dLv.,3,1106101,1,5,1,1.3%,[創世主] 光速斬 %+dLv.∼%+dLv.,10
738,10012,5,[S] 威力爆擊 %+dLv.,3,1211104,1,5,1,1.3%,[創世主] 威力爆擊 %+dLv.∼%+dLv.,12
739,10012,5,[S] 冰板 %+dLv.,3,2104104,1,5,1,1.3%,[大毀滅者] 冰板 %+dLv.∼%+dLv.,17
740,10012,5,[S] 巨石突襲 %+dLv.,3,2105001,1,5,1,1.3%,[大毀滅者] 巨石突襲 %+dLv.∼%+dLv.,18
741,10012,5,[S] 詭異的演奏 %+dLv.,3,1108000,1,5,1,1.3%,[流行天王] 詭異的演奏 %+dLv.∼%+dLv.,20
742,10012,5,[S] 閃光刃 %+dLv.,3,1106013,1,5,1,1.3%,[風之潛行者] 閃光刃 %+dLv.∼%+dLv.,22
743,10012,5,[S] 爆炸箭 %+dLv.,3,1109908,1,5,1,1.3%,[風之潛行者] 爆炸箭 %+dLv.∼%+dLv.,24
744,10012,5,[S] 竄流發射 %+dLv.,3,1211009,1,5,1,1.3%,[風之潛行者] 竄流發射 %+dLv.∼%+dLv.,26
745,10012,5,[S] 後步伐發射 %+dLv.,3,1106020,1,5,1,1.3%,[裁決射手] 後步伐發射 %+dLv.∼%+dLv.,28
746,10012,5,[S] 旋轉掃射 %+dLv.,3,1103020,1,5,1,1.3%,[裁決射手] 旋轉掃射 %+dLv.∼%+dLv.,29
747,10012,5,[S] 火力全開 %+dLv.,3,1101022,1,5,1,1.3%,[究極兵甲] 火力全開 %+dLv.∼%+dLv.,31
748,10012,5,[S] 升龍拳 %+dLv.,3,1101101,1,5,1,1.3%,[諸神使者] 升龍拳 %+dLv.∼%+dLv.,14
749,10012,5,[S] 大地毀滅 %+dLv.,3,1210002,1,5,1,1.3%,[諸神使者] 大地毀滅 %+dLv.∼%+dLv.,15
750,10012,5,[S] 巨人靈魂 %+dLv.,3,1106033,1,5,1,1.3%,[弒魂者] 巨人靈魂 %+dLv.∼%+dLv.,33
751,10012,5,[S] 火焰卡片 %+dLv.,3,2212004,1,5,1,1.3%,[弧形大師] 火焰卡片 %+dLv.∼%+dLv.,35
752,10012,5,[S] 反射 %+dLv.,3,1310048,1,5,1,1.3%,[弧形大師] 反射 %+dLv.∼%+dLv.,36
753,10012,5,[S] [梅花] 旋風球 %+dLv.,3,1311446,1,5,1,1.3%,[暴力大師] [梅花] 旋風球 %+dLv.∼%+dLv.,38
754,10012,5,[S] 幻影的影子 %+dLv.,3,1418055,1,5,1,1.3%,[闇影武士] 幻影的影子 %+dLv.∼%+dLv.,42
755,10012,5,[S] 影子驟風 %+dLv.,3,1411060,1,5,1,1.3%,[闇影武士] 影子驟風 %+dLv.∼%+dLv.,40
756,10012,5,[S] 聖憤魄擊 %+dLv.,3,1759107,1,5,1,1.3%,[混血天神] 聖憤魄擊 %+dLv.∼%+dLv.,44
757,10012,5,[S] 巨焱一擊 %+dLv.,3,1801303,1,5,1,1.3%,[炙焰天] 巨焱一擊 %+dLv.∼%+dLv.,46
758,10012,5,[S] 巨焱猛攻 %+dLv.,3,1801315,1,5,1,1.3%,[炙焰天] 巨焱猛攻 %+dLv.∼%+dLv.,47
759,10012,5,[S] 鎖鏈狂掃 %+dLv.,3,1802304,1,5,1,1.3%,[黑暗追擊者] 鎖鏈狂掃 %+dLv.∼%+dLv.,49
760,10012,5,[S] 鎖鏈扣殺 %+dLv.,3,1802305,1,5,1,1.3%,[黑暗追擊者] 鎖鏈扣殺 %+dLv.∼%+dLv.,50
761,10012,5,[S] 石榴石[紅] %+dLv.,3,2406902,1,5,1,1.3%,[寶石之星] 石榴石[紅] %+dLv.∼%+dLv.,74
762,10012,5,[S] 噴射 %+dLv.,3,1803305,1,5,1,1.3%,[暗影行者] 噴射 %+dLv.∼%+dLv.,52
763,10012,5,[S] 順風：突擊 %+dLv.,3,1803503,1,5,1,1.3%,[御風引者] 順風：突擊 %+dLv.∼%+dLv.,76
764,10012,5,[S] 水漾爆擊 %+dLv.,3,1803707,1,5,1,1.3%,[喚雨淨使] 水漾爆擊 %+dLv.∼%+dLv.,78
765,10012,5,[S] 迴旋飛刃 %+dLv.,3,1803806,1,5,1,1.3%,[命運守護者] 迴旋飛刃 %+dLv.∼%+dLv.,54
766,20009,100,[1] 最大傷害 %+d%%,1,461,1,5,0,12.35%,[1] 最大傷害 %+d%%∼%+d%%,6
767,20009,80,[2] 最大傷害 %+d%%,1,461,1,10,0,9.88%,[2] 最大傷害 %+d%%∼%+d%%,7
768,20009,55,[3] 最大傷害 %+d%%,1,461,2,15,0,6.79%,[3] 最大傷害 %+d%%∼%+d%%,8
769,20009,25,[4] 最大傷害 %+d%%,1,461,3,20,0,3.09%,[4] 最大傷害 %+d%%∼%+d%%,9
770,20009,10,[5] 最大傷害 %+d%%,1,461,4,25,0,1.23%,[5] 最大傷害 %+d%%∼%+d%%,10
771,20009,100,[1] 最小/最大傷害 %+d%%,1,585,1,5,0,12.35%,[1] 最小/最大傷害 %+d%%∼%+d%%,11
772,20009,80,[2] 最小/最大傷害 %+d%%,1,585,1,10,0,9.88%,[2] 最小/最大傷害 %+d%%∼%+d%%,12
773,20009,55,[3] 最小/最大傷害 %+d%%,1,585,2,15,0,6.79%,[3] 最小/最大傷害 %+d%%∼%+d%%,13
774,20009,25,[4] 最小/最大傷害 %+d%%,1,585,3,20,0,3.09%,[4] 最小/最大傷害 %+d%%∼%+d%%,14
775,20009,10,[5] 最小/最大傷害 %+d%%,1,585,4,25,0,1.23%,[5] 最小/最大傷害 %+d%%∼%+d%%,15
776,20010,0,[1] 最小傷害 %+d%%,1,462,1,5,2,-,[替代] 最小傷害 %+d%%∼%+d%%,1
777,20010,100,[1] 最小傷害 %+d%%,1,462,1,5,0,12.35%,[1] 最小傷害 %+d%%∼%+d%%,2
778,20010,80,[2] 最小傷害 %+d%%,1,462,1,10,0,9.88%,[2] 最小傷害 %+d%%∼%+d%%,3
779,20010,55,[3] 最小傷害 %+d%%,1,462,2,15,0,6.79%,[3] 最小傷害 %+d%%∼%+d%%,4
780,20010,25,[4] 最小傷害 %+d%%,1,462,3,20,0,3.09%,[4] 最小傷害 %+d%%∼%+d%%,5
781,20010,10,[5] 最小傷害 %+d%%,1,462,4,25,0,1.23%,[5] 最小傷害 %+d%%∼%+d%%,6
782,20010,100,[1] 最大傷害 %+d%%,1,461,1,5,0,12.35%,[1] 最大傷害 %+d%%∼%+d%%,7
783,20010,80,[2] 最大傷害 %+d%%,1,461,1,10,0,9.88%,[2] 最大傷害 %+d%%∼%+d%%,8
784,20010,55,[3] 最大傷害 %+d%%,1,461,2,15,0,6.79%,[3] 最大傷害 %+d%%∼%+d%%,9
785,20010,25,[4] 最大傷害 %+d%%,1,461,3,20,0,3.09%,[4] 最大傷害 %+d%%∼%+d%%,10
786,20010,10,[5] 最大傷害 %+d%%,1,461,4,25,0,1.23%,[5] 最大傷害 %+d%%∼%+d%%,11
