ID,_Name,_Description,_Application_Type,_OptionGroup,_OptionLevel,_Effect,_Effect_Type,_Option_Min,_Option_Max,_Enchant_Min,_Enchant_Max
24672,Lv.2 武器攻擊力/屬性力 %+d,Lv.2 武器攻擊力/屬性力 %+d∼%+d,0,10800,2,1,586,2,8,2,8
24673,Lv.3 武器攻擊力/屬性力 %+d,Lv.3 武器攻擊力/屬性力 %+d∼%+d,0,10800,3,1,586,3,12,3,12
24674,Lv.4 武器攻擊力/屬性力 %+d,Lv.4 武器攻擊力/屬性力 %+d∼%+d,0,10800,4,1,586,4,16,4,16
24675,Lv.5 武器攻擊力/屬性力 %+d,Lv.5 武器攻擊力/屬性力 %+d∼%+d,0,10800,5,1,586,5,20,5,20
2211,Lv.1 所有能力值 %+d,Lv.1 所有能力值 %+d∼%+d,0,7700,1,1,455,160,800,160,800
2212,Lv.2 所有能力值 %+d,Lv.2 所有能力值 %+d∼%+d,0,7700,2,1,455,240,1200,240,1200
2213,Lv.3 所有能力值 %+d,Lv.3 所有能力值 %+d∼%+d,0,7700,3,1,455,320,1600,320,1600
2214,Lv.4 所有能力值 %+d,Lv.4 所有能力值 %+d∼%+d,0,7700,4,1,455,400,2000,400,2000
2215,Lv.5 所有能力值 %+d,Lv.5 所有能力值 %+d∼%+d,0,7700,5,1,455,480,2400,480,2400
2411,Lv.1 物理/魔法固定傷害 %+d,Lv.1 物理/魔法固定傷害 %+d∼%+d,0,7800,1,1,496,400,2000,400,2000
2412,Lv.2 物理/魔法固定傷害 %+d,Lv.2 物理/魔法固定傷害 %+d∼%+d,0,7800,2,1,496,600,3000,600,3000
2413,Lv.3 物理/魔法固定傷害 %+d,Lv.3 物理/魔法固定傷害 %+d∼%+d,0,7800,3,1,496,800,4000,800,4000
2414,Lv.4 物理/魔法固定傷害 %+d,Lv.4 物理/魔法固定傷害 %+d∼%+d,0,7800,4,1,496,1000,5000,1000,5000
2415,Lv.5 物理/魔法固定傷害 %+d,Lv.5 物理/魔法固定傷害 %+d∼%+d,0,7800,5,1,496,1200,6000,1200,6000
2611,Lv.1 物理/魔法最小傷害 %+d％,Lv.1 物理/魔法最小傷害 %+d％∼%+d％,0,9700,1,1,462,2,6,2,6
2612,Lv.2 物理/魔法最小傷害 %+d％,Lv.2 物理/魔法最小傷害 %+d％∼%+d％,0,9700,2,1,462,2,10,2,10
2613,Lv.3 物理/魔法最小傷害 %+d％,Lv.3 物理/魔法最小傷害 %+d％∼%+d％,0,9700,3,1,462,2,14,2,14
2614,Lv.4 物理/魔法最小傷害 %+d％,Lv.4 物理/魔法最小傷害 %+d％∼%+d％,0,9700,4,1,462,3,18,3,18
2615,Lv.5 物理/魔法最小傷害 %+d％,Lv.5 物理/魔法最小傷害 %+d％∼%+d％,0,9700,5,1,462,4,22,4,22
2811,Lv.1 物理/魔法貫穿力 %+d％,Lv.1 物理/魔法貫穿力 %+d％∼%+d％,0,14800,1,1,463,3,7,3,7
2812,Lv.2 物理/魔法貫穿力 %+d％,Lv.2 物理/魔法貫穿力 %+d％∼%+d％,0,14800,2,1,463,3,7,3,7
2813,Lv.3 物理/魔法貫穿力 %+d％,Lv.3 物理/魔法貫穿力 %+d％∼%+d％,0,14800,3,1,463,3,7,3,7
2814,Lv.4 物理/魔法貫穿力 %+d％,Lv.4 物理/魔法貫穿力 %+d％∼%+d％,0,14800,4,1,463,3,7,3,7
2815,Lv.5 物理/魔法貫穿力 %+d％,Lv.5 物理/魔法貫穿力 %+d％∼%+d％,0,14800,5,1,463,3,7,3,7
27301,Lv.1 物理/魔法爆擊傷害 %+d％,Lv.1 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,1,1,464,1,1,1,1
27302,Lv.2 物理/魔法爆擊傷害 %+d％,Lv.2 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,2,1,464,1,1,1,70
27303,Lv.3 物理/魔法爆擊傷害 %+d％,Lv.3 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,3,1,464,1,1,5,10
27304,Lv.4 物理/魔法爆擊傷害 %+d％,Lv.4 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,4,1,464,1,1,5,10
27305,Lv.2 物理/魔法爆擊傷害 %+d％,Lv.2 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,2,1,464,1,1,1,56
27306,Lv.2 物理/魔法爆擊傷害 %+d％,Lv.2 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,2,1,464,1,1,1,56
27307,Lv.2 物理/魔法爆擊傷害 %+d％,Lv.2 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,2,1,464,1,1,1,70
27311,Lv.1 物理/魔法最大傷害 %+d％,Lv.1 物理/魔法最大傷害 %+d％∼%+d％,0,9900,1,1,461,1,1,1,1
27312,Lv.2 物理/魔法最大傷害 %+d％,Lv.2 物理/魔法最大傷害 %+d％∼%+d％,0,9900,2,1,461,1,1,1,70
27313,Lv.3 物理/魔法最大傷害 %+d％,Lv.3 物理/魔法最大傷害 %+d％∼%+d％,0,9900,3,1,461,1,1,5,10
27314,Lv.4 物理/魔法最大傷害 %+d％,Lv.4 物理/魔法最大傷害 %+d％∼%+d％,0,9900,4,1,461,1,1,5,10
27315,Lv.2 物理/魔法最大傷害 %+d％,Lv.2 物理/魔法最大傷害 %+d％∼%+d％,0,9900,2,1,461,1,1,1,56
27316,Lv.2 物理/魔法最大傷害 %+d％,Lv.2 物理/魔法最大傷害 %+d％∼%+d％,0,9900,2,1,461,1,1,1,56
27317,Lv.2 物理/魔法最大傷害 %+d％,Lv.2 物理/魔法最大傷害 %+d％∼%+d％,0,9900,2,1,461,1,1,1,70
27321,Lv.1 物理/魔法貫穿力 %+d％,Lv.1 物理/魔法貫穿力 %+d％∼%+d％,0,14800,1,1,463,1,1,1,1
27322,Lv.2 物理/魔法貫穿力 %+d％,Lv.2 物理/魔法貫穿力 %+d％∼%+d％,0,14800,2,1,463,1,1,1,40
27323,Lv.3 物理/魔法貫穿力 %+d％,Lv.3 物理/魔法貫穿力 %+d％∼%+d％,0,14800,3,1,463,1,1,3,6
27324,Lv.4 物理/魔法貫穿力 %+d％,Lv.4 物理/魔法貫穿力 %+d％∼%+d％,0,14800,4,1,463,1,1,3,6
27325,Lv.2 物理/魔法貫穿力 %+d％,Lv.2 物理/魔法貫穿力 %+d％∼%+d％,0,14800,2,1,463,1,1,1,32
27326,Lv.2 物理/魔法貫穿力 %+d％,Lv.2 物理/魔法貫穿力 %+d％∼%+d％,0,14800,2,1,463,1,1,1,32
27327,Lv.2 物理/魔法貫穿力 %+d％,Lv.2 物理/魔法貫穿力 %+d％∼%+d％,0,14800,2,1,463,1,1,1,40
27331,Lv.1 物理/魔法固定傷害 %+d％,Lv.1 物理/魔法固定傷害 %+d％∼%+d％,0,7400,1,1,588,1,1,1,1
27332,Lv.2 物理/魔法固定傷害 %+d％,Lv.2 物理/魔法固定傷害 %+d％∼%+d％,0,7400,2,1,588,1,1,1,7
27333,Lv.3 物理/魔法固定傷害 %+d％,Lv.3 物理/魔法固定傷害 %+d％∼%+d％,0,7400,3,1,588,1,1,1,2
27334,Lv.4 物理/魔法固定傷害 %+d％,Lv.4 物理/魔法固定傷害 %+d％∼%+d％,0,7400,4,1,588,1,1,1,2
27335,Lv.2 物理/魔法固定傷害 %+d％,Lv.2 物理/魔法固定傷害 %+d％∼%+d％,0,7400,2,1,588,1,1,1,6
27336,Lv.2 物理/魔法固定傷害 %+d％,Lv.2 物理/魔法固定傷害 %+d％∼%+d％,0,7400,2,1,588,1,1,1,6
27337,Lv.2 物理/魔法固定傷害 %+d％,Lv.2 物理/魔法固定傷害 %+d％∼%+d％,0,7400,2,1,588,1,1,1,7
27341,Lv.1 HP上限 %+d％,Lv.1 HP上限 %+d％∼%+d％,0,20500,1,1,31,1,1,1,1
27342,Lv.2 HP上限 %+d％,Lv.2 HP上限 %+d％∼%+d％,0,20500,2,1,31,1,1,1,7
27343,Lv.3 HP上限 %+d％,Lv.3 HP上限 %+d％∼%+d％,0,20500,3,1,31,1,1,1,2
27344,Lv.4 HP上限 %+d％,Lv.4 HP上限 %+d％∼%+d％,0,20500,4,1,31,1,1,1,2
27345,Lv.2 HP上限 %+d％,Lv.2 HP上限 %+d％∼%+d％,0,20500,2,1,31,1,1,1,6
27346,Lv.2 HP上限 %+d％,Lv.2 HP上限 %+d％∼%+d％,0,20500,2,1,31,1,1,1,6
27347,Lv.2 HP上限 %+d％,Lv.2 HP上限 %+d％∼%+d％,0,20500,2,1,31,1,1,1,7
27351,Lv.1 物理/魔法固定傷害 %+d,Lv.1 物理/魔法固定傷害 %+d∼%+d,0,7800,1,1,496,1,1,1,1
27352,Lv.2 物理/魔法固定傷害 %+d,Lv.2 物理/魔法固定傷害 %+d∼%+d,0,7800,2,1,496,1,1,1,30000
27353,Lv.3 物理/魔法固定傷害 %+d,Lv.3 物理/魔法固定傷害 %+d∼%+d,0,7800,3,1,496,1,1,1200,1200
27354,Lv.4 物理/魔法固定傷害 %+d,Lv.4 物理/魔法固定傷害 %+d∼%+d,0,7800,4,1,496,1,1,1200,1200
27355,Lv.2 物理/魔法固定傷害 %+d,Lv.2 物理/魔法固定傷害 %+d∼%+d,0,7800,2,1,496,1,1,1,24000
27356,Lv.2 物理/魔法固定傷害 %+d,Lv.2 物理/魔法固定傷害 %+d∼%+d,0,7800,2,1,496,1,1,1,24000
27357,Lv.2 物理/魔法固定傷害 %+d,Lv.2 物理/魔法固定傷害 %+d∼%+d,0,7800,2,1,496,1,1,1,30000
27361,Lv.1 普通怪物額外傷害 %+d％,Lv.1 普通怪物額外傷害 %+d％∼%+d％,0,5000,1,1,567,1,1,1,1
27362,Lv.2 普通怪物額外傷害 %+d％,Lv.2 普通怪物額外傷害 %+d％∼%+d％,0,5000,2,1,567,1,1,1,7
27363,Lv.3 普通怪物額外傷害 %+d％,Lv.3 普通怪物額外傷害 %+d％∼%+d％,0,5000,3,1,567,1,1,1,2
27364,Lv.4 普通怪物額外傷害 %+d％,Lv.4 普通怪物額外傷害 %+d％∼%+d％,0,5000,4,1,567,1,1,1,2
27365,Lv.2 普通怪物額外傷害 %+d％,Lv.2 普通怪物額外傷害 %+d％∼%+d％,0,5000,2,1,567,1,1,1,6
27366,Lv.2 普通怪物額外傷害 %+d％,Lv.2 普通怪物額外傷害 %+d％∼%+d％,0,5000,2,1,567,1,1,1,6
27367,Lv.2 普通怪物額外傷害 %+d％,Lv.2 普通怪物額外傷害 %+d％∼%+d％,0,5000,2,1,567,1,1,1,7
27371,Lv.1 體力 %+d,Lv.1 體力 %+d∼%+d,0,700,1,1,26,1,1,1,1
27372,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,1,1,1,14000
27373,Lv.3 體力 %+d,Lv.3 體力 %+d∼%+d,0,700,3,1,26,1,1,1050,2100
27374,Lv.4 體力 %+d,Lv.4 體力 %+d∼%+d,0,700,4,1,26,1,1,1050,2100
27375,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,1,1,1,11200
27376,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,1,1,1,11200
27377,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,1,1,1,14000
27381,Lv.1 幸運 %+d,Lv.1 幸運 %+d∼%+d,0,300,1,1,18,1,1,1,1
27382,Lv.2 幸運 %+d,Lv.2 幸運 %+d∼%+d,0,300,2,1,18,1,1,1,14000
27383,Lv.3 幸運 %+d,Lv.3 幸運 %+d∼%+d,0,300,3,1,18,1,1,1050,2100
27384,Lv.4 幸運 %+d,Lv.4 幸運 %+d∼%+d,0,300,4,1,18,1,1,1050,2100
27385,Lv.2 幸運 %+d,Lv.2 幸運 %+d∼%+d,0,300,2,1,18,1,1,1,11200
27386,Lv.2 幸運 %+d,Lv.2 幸運 %+d∼%+d,0,300,2,1,18,1,1,1,11200
27387,Lv.2 幸運 %+d,Lv.2 幸運 %+d∼%+d,0,300,2,1,18,1,1,1,14000
27391,Lv.1 力量/魔力 %+d,Lv.1 力量/魔力 %+d∼%+d,0,6600,1,1,594,1,1,1,1
27392,Lv.2 力量/魔力 %+d,Lv.2 力量/魔力 %+d∼%+d,0,6600,2,1,594,1,1,1,14000
27393,Lv.3 力量/魔力 %+d,Lv.3 力量/魔力 %+d∼%+d,0,6600,3,1,594,1,1,1050,2100
27394,Lv.4 力量/魔力 %+d,Lv.4 力量/魔力 %+d∼%+d,0,6600,4,1,594,1,1,1050,2100
27395,Lv.2 力量/魔力 %+d,Lv.2 力量/魔力 %+d∼%+d,0,6600,2,1,594,1,1,1,11200
27396,Lv.2 力量/魔力 %+d,Lv.2 力量/魔力 %+d∼%+d,0,6600,2,1,594,1,1,1,11200
27397,Lv.2 力量/魔力 %+d,Lv.2 力量/魔力 %+d∼%+d,0,6600,2,1,594,1,1,1,14000
27401,Lv.1 物理/魔法最小傷害 %+d％,Lv.1 物理/魔法最小傷害 %+d％∼%+d％,0,9700,1,1,462,1,1,1,1
27402,Lv.2 物理/魔法最小傷害 %+d％,Lv.2 物理/魔法最小傷害 %+d％∼%+d％,0,9700,2,1,462,1,1,1,70
27403,Lv.3 物理/魔法最小傷害 %+d％,Lv.3 物理/魔法最小傷害 %+d％∼%+d％,0,9700,3,1,462,1,1,5,10
27404,Lv.4 物理/魔法最小傷害 %+d％,Lv.4 物理/魔法最小傷害 %+d％∼%+d％,0,9700,4,1,462,1,1,5,10
27405,Lv.2 物理/魔法最小傷害 %+d％,Lv.2 物理/魔法最小傷害 %+d％∼%+d％,0,9700,2,1,462,1,1,1,56
27406,Lv.2 物理/魔法最小傷害 %+d％,Lv.2 物理/魔法最小傷害 %+d％∼%+d％,0,9700,2,1,462,1,1,1,56
27407,Lv.2 物理/魔法最小傷害 %+d％,Lv.2 物理/魔法最小傷害 %+d％∼%+d％,0,9700,2,1,462,1,1,1,70
27411,Lv.1 武器攻擊力/屬性力 %+d,Lv.1 武器攻擊力/屬性力 %+d∼%+d,0,10800,1,1,586,1,1,1,1
27412,Lv.2 武器攻擊力/屬性力 %+d,Lv.2 武器攻擊力/屬性力 %+d∼%+d,0,10800,2,1,586,1,1,1,120
27413,Lv.3 武器攻擊力/屬性力 %+d,Lv.3 武器攻擊力/屬性力 %+d∼%+d,0,10800,3,1,586,1,1,9,18
27414,Lv.4 武器攻擊力/屬性力 %+d,Lv.4 武器攻擊力/屬性力 %+d∼%+d,0,10800,4,1,586,1,1,9,18
27415,Lv.2 武器攻擊力/屬性力 %+d,Lv.2 武器攻擊力/屬性力 %+d∼%+d,0,10800,2,1,586,1,1,1,96
27416,Lv.2 武器攻擊力/屬性力 %+d,Lv.2 武器攻擊力/屬性力 %+d∼%+d,0,10800,2,1,586,1,1,1,96
27417,Lv.2 武器攻擊力/屬性力 %+d,Lv.2 武器攻擊力/屬性力 %+d∼%+d,0,10800,2,1,586,1,1,1,120
27421,Lv.1 所有能力值 %+d,Lv.1 所有能力值 %+d∼%+d,0,7700,1,1,455,1,1,1,1
27422,Lv.2 所有能力值 %+d,Lv.2 所有能力值 %+d∼%+d,0,7700,2,1,455,1,1,1,11000
27423,Lv.3 所有能力值 %+d,Lv.3 所有能力值 %+d∼%+d,0,7700,3,1,455,1,1,825,1650
27424,Lv.4 所有能力值 %+d,Lv.4 所有能力值 %+d∼%+d,0,7700,4,1,455,1,1,825,1650
27425,Lv.2 所有能力值 %+d,Lv.2 所有能力值 %+d∼%+d,0,7700,2,1,455,1,1,1,8800
27426,Lv.2 所有能力值 %+d,Lv.2 所有能力值 %+d∼%+d,0,7700,2,1,455,1,1,1,8800
27427,Lv.2 所有能力值 %+d,Lv.2 所有能力值 %+d∼%+d,0,7700,2,1,455,1,1,1,11000
27431,Lv.1 物理傷害減少 %+d,Lv.1 物理傷害減少 %+d∼%+d,0,3100,1,1,144,1,1,1,1
27432,Lv.2 物理傷害減少 %+d,Lv.2 物理傷害減少 %+d∼%+d,0,3100,2,1,144,1,1,1,2200
27433,Lv.3 物理傷害減少 %+d,Lv.3 物理傷害減少 %+d∼%+d,0,3100,3,1,144,1,1,165,330
27434,Lv.4 物理傷害減少 %+d,Lv.4 物理傷害減少 %+d∼%+d,0,3100,4,1,144,1,1,165,330
27435,Lv.2 物理傷害減少 %+d,Lv.2 物理傷害減少 %+d∼%+d,0,3100,2,1,144,1,1,1,1760
27436,Lv.2 物理傷害減少 %+d,Lv.2 物理傷害減少 %+d∼%+d,0,3100,2,1,144,1,1,1,1760
27437,Lv.2 物理傷害減少 %+d,Lv.2 物理傷害減少 %+d∼%+d,0,3100,2,1,144,1,1,1,2200
27441,Lv.1 魔法傷害減少 %+d,Lv.1 魔法傷害減少 %+d∼%+d,0,3700,1,1,244,1,1,1,1
27442,Lv.2 魔法傷害減少 %+d,Lv.2 魔法傷害減少 %+d∼%+d,0,3700,2,1,244,1,1,1,2200
27443,Lv.3 魔法傷害減少 %+d,Lv.3 魔法傷害減少 %+d∼%+d,0,3700,3,1,244,1,1,165,330
27444,Lv.4 魔法傷害減少 %+d,Lv.4 魔法傷害減少 %+d∼%+d,0,3700,4,1,244,1,1,165,330
27445,Lv.2 魔法傷害減少 %+d,Lv.2 魔法傷害減少 %+d∼%+d,0,3700,2,1,244,1,1,1,1760
27446,Lv.2 魔法傷害減少 %+d,Lv.2 魔法傷害減少 %+d∼%+d,0,3700,2,1,244,1,1,1,1760
27447,Lv.2 魔法傷害減少 %+d,Lv.2 魔法傷害減少 %+d∼%+d,0,3700,2,1,244,1,1,1,2200
27451,Lv.1 防禦力 %+d,Lv.1 防禦力 %+d∼%+d,0,10300,1,1,216,1,1,1,1
27452,Lv.2 防禦力 %+d,Lv.2 防禦力 %+d∼%+d,0,10300,2,1,216,1,1,1,4000
27453,Lv.3 防禦力 %+d,Lv.3 防禦力 %+d∼%+d,0,10300,3,1,216,1,1,300,600
27454,Lv.4 防禦力 %+d,Lv.4 防禦力 %+d∼%+d,0,10300,4,1,216,1,1,300,600
27455,Lv.2 防禦力 %+d,Lv.2 防禦力 %+d∼%+d,0,10300,2,1,216,1,1,1,3200
27456,Lv.2 防禦力 %+d,Lv.2 防禦力 %+d∼%+d,0,10300,2,1,216,1,1,1,3200
27457,Lv.2 防禦力 %+d,Lv.2 防禦力 %+d∼%+d,0,10300,2,1,216,1,1,1,4000
27461,Lv.1 魔法抗力 %+d,Lv.1 魔法抗力 %+d∼%+d,0,2900,1,1,70,1,1,1,1
27462,Lv.2 魔法抗力 %+d,Lv.2 魔法抗力 %+d∼%+d,0,2900,2,1,70,1,1,1,4000
27463,Lv.3 魔法抗力 %+d,Lv.3 魔法抗力 %+d∼%+d,0,2900,3,1,70,1,1,300,600
27464,Lv.4 魔法抗力 %+d,Lv.4 魔法抗力 %+d∼%+d,0,2900,4,1,70,1,1,300,600
27465,Lv.2 魔法抗力 %+d,Lv.2 魔法抗力 %+d∼%+d,0,2900,2,1,70,1,1,1,3200
27466,Lv.2 魔法抗力 %+d,Lv.2 魔法抗力 %+d∼%+d,0,2900,2,1,70,1,1,1,3200
27467,Lv.2 魔法抗力 %+d,Lv.2 魔法抗力 %+d∼%+d,0,2900,2,1,70,1,1,1,4000
27471,Lv.1 物理/魔法背後攻擊傷害 %+d％,Lv.1 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,1,1,494,1,1,1,1
27472,Lv.2 物理/魔法背後攻擊傷害 %+d％,Lv.2 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,2,1,494,1,1,1,70
27473,Lv.3 物理/魔法背後攻擊傷害 %+d％,Lv.3 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,3,1,494,1,1,5,10
27474,Lv.4 物理/魔法背後攻擊傷害 %+d％,Lv.4 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,4,1,494,1,1,5,10
27475,Lv.2 物理/魔法背後攻擊傷害 %+d％,Lv.2 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,2,1,494,1,1,1,56
27476,Lv.2 物理/魔法背後攻擊傷害 %+d％,Lv.2 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,2,1,494,1,1,1,56
27477,Lv.2 物理/魔法背後攻擊傷害 %+d％,Lv.2 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,2,1,494,1,1,1,70
27601,Lv.1 物理/魔法爆擊傷害 %+d％,Lv.1 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,1,1,464,1,1,1,1
27602,Lv.2 物理/魔法爆擊傷害 %+d％,Lv.2 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,2,1,464,1,1,1,70
27603,Lv.3 物理/魔法爆擊傷害 %+d％,Lv.3 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,3,1,464,1,1,5,10
27604,Lv.4 物理/魔法爆擊傷害 %+d％,Lv.4 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,4,1,464,1,1,5,10
27605,Lv.2 物理/魔法爆擊傷害 %+d％,Lv.2 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,2,1,464,1,1,1,56
27606,Lv.2 物理/魔法爆擊傷害 %+d％,Lv.2 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,2,1,464,1,1,1,56
27607,Lv.2 物理/魔法爆擊傷害 %+d％,Lv.2 物理/魔法爆擊傷害 %+d％∼%+d％,0,7300,2,1,464,1,1,1,70
27611,Lv.1 所有能力值 %+d％,Lv.1 所有能力值 %+d％∼%+d％,0,7600,1,1,456,1,1,1,1
27612,Lv.2 所有能力值 %+d％,Lv.2 所有能力值 %+d％∼%+d％,0,7600,2,1,456,1,1,1,12
27613,Lv.3 所有能力值 %+d％,Lv.3 所有能力值 %+d％∼%+d％,0,7600,3,1,456,1,1,1,2
27614,Lv.4 所有能力值 %+d％,Lv.4 所有能力值 %+d％∼%+d％,0,7600,4,1,456,1,1,1,2
27615,Lv.2 所有能力值 %+d％,Lv.2 所有能力值 %+d％∼%+d％,0,7600,2,1,456,1,1,1,10
27616,Lv.2 所有能力值 %+d％,Lv.2 所有能力值 %+d％∼%+d％,0,7600,2,1,456,1,1,1,10
27617,Lv.2 所有能力值 %+d％,Lv.2 所有能力值 %+d％∼%+d％,0,7600,2,1,456,1,1,1,12
27621,Lv.1 武器攻擊力/屬性力 %+d,Lv.1 武器攻擊力/屬性力 %+d∼%+d,0,10800,1,1,586,1,1,1,1
27622,Lv.2 武器攻擊力/屬性力 %+d,Lv.2 武器攻擊力/屬性力 %+d∼%+d,0,10800,2,1,586,1,1,1,160
27623,Lv.3 武器攻擊力/屬性力 %+d,Lv.3 武器攻擊力/屬性力 %+d∼%+d,0,10800,3,1,586,1,1,12,24
27624,Lv.4 武器攻擊力/屬性力 %+d,Lv.4 武器攻擊力/屬性力 %+d∼%+d,0,10800,4,1,586,1,1,12,24
27625,Lv.2 武器攻擊力/屬性力 %+d,Lv.2 武器攻擊力/屬性力 %+d∼%+d,0,10800,2,1,586,1,1,1,128
27626,Lv.2 武器攻擊力/屬性力 %+d,Lv.2 武器攻擊力/屬性力 %+d∼%+d,0,10800,2,1,586,1,1,1,128
27627,Lv.2 武器攻擊力/屬性力 %+d,Lv.2 武器攻擊力/屬性力 %+d∼%+d,0,10800,2,1,586,1,1,1,160
27631,Lv.1 物理/魔法固定傷害 %+d％,Lv.1 物理/魔法固定傷害 %+d％∼%+d％,0,7400,1,1,588,1,1,1,1
27632,Lv.2 物理/魔法固定傷害 %+d％,Lv.2 物理/魔法固定傷害 %+d％∼%+d％,0,7400,2,1,588,1,1,1,7
27633,Lv.3 物理/魔法固定傷害 %+d％,Lv.3 物理/魔法固定傷害 %+d％∼%+d％,0,7400,3,1,588,1,1,1,2
27634,Lv.4 物理/魔法固定傷害 %+d％,Lv.4 物理/魔法固定傷害 %+d％∼%+d％,0,7400,4,1,588,1,1,1,2
27635,Lv.2 物理/魔法固定傷害 %+d％,Lv.2 物理/魔法固定傷害 %+d％∼%+d％,0,7400,2,1,588,1,1,1,6
27636,Lv.2 物理/魔法固定傷害 %+d％,Lv.2 物理/魔法固定傷害 %+d％∼%+d％,0,7400,2,1,588,1,1,1,6
27637,Lv.2 物理/魔法固定傷害 %+d％,Lv.2 物理/魔法固定傷害 %+d％∼%+d％,0,7400,2,1,588,1,1,1,7
27641,Lv.1 HP上限 %+d％,Lv.1 HP上限 %+d％∼%+d％,0,20500,1,1,31,1,1,1,1
27642,Lv.2 HP上限 %+d％,Lv.2 HP上限 %+d％∼%+d％,0,20500,2,1,31,1,1,1,7
27643,Lv.3 HP上限 %+d％,Lv.3 HP上限 %+d％∼%+d％,0,20500,3,1,31,1,1,1,2
27644,Lv.4 HP上限 %+d％,Lv.4 HP上限 %+d％∼%+d％,0,20500,4,1,31,1,1,1,2
27645,Lv.2 HP上限 %+d％,Lv.2 HP上限 %+d％∼%+d％,0,20500,2,1,31,1,1,1,6
27646,Lv.2 HP上限 %+d％,Lv.2 HP上限 %+d％∼%+d％,0,20500,2,1,31,1,1,1,6
27647,Lv.2 HP上限 %+d％,Lv.2 HP上限 %+d％∼%+d％,0,20500,2,1,31,1,1,1,7
27651,Lv.1 物理/魔法固定傷害 %+d,Lv.1 物理/魔法固定傷害 %+d∼%+d,0,7800,1,1,496,1,1,1,1
27652,Lv.2 物理/魔法固定傷害 %+d,Lv.2 物理/魔法固定傷害 %+d∼%+d,0,7800,2,1,496,1,1,1,30000
27653,Lv.3 物理/魔法固定傷害 %+d,Lv.3 物理/魔法固定傷害 %+d∼%+d,0,7800,3,1,496,1,1,1200,1200
27654,Lv.4 物理/魔法固定傷害 %+d,Lv.4 物理/魔法固定傷害 %+d∼%+d,0,7800,4,1,496,1,1,1200,1200
27655,Lv.2 物理/魔法固定傷害 %+d,Lv.2 物理/魔法固定傷害 %+d∼%+d,0,7800,2,1,496,1,1,1,24000
27656,Lv.2 物理/魔法固定傷害 %+d,Lv.2 物理/魔法固定傷害 %+d∼%+d,0,7800,2,1,496,1,1,1,24000
27657,Lv.2 物理/魔法固定傷害 %+d,Lv.2 物理/魔法固定傷害 %+d∼%+d,0,7800,2,1,496,1,1,1,30000
27661,Lv.1 普通怪物額外傷害 %+d％,Lv.1 普通怪物額外傷害 %+d％∼%+d％,0,5000,1,1,567,1,1,1,1
27662,Lv.2 普通怪物額外傷害 %+d％,Lv.2 普通怪物額外傷害 %+d％∼%+d％,0,5000,2,1,567,1,1,1,7
27663,Lv.3 普通怪物額外傷害 %+d％,Lv.3 普通怪物額外傷害 %+d％∼%+d％,0,5000,3,1,567,1,1,1,2
27664,Lv.4 普通怪物額外傷害 %+d％,Lv.4 普通怪物額外傷害 %+d％∼%+d％,0,5000,4,1,567,1,1,1,2
27665,Lv.2 普通怪物額外傷害 %+d％,Lv.2 普通怪物額外傷害 %+d％∼%+d％,0,5000,2,1,567,1,1,1,6
27666,Lv.2 普通怪物額外傷害 %+d％,Lv.2 普通怪物額外傷害 %+d％∼%+d％,0,5000,2,1,567,1,1,1,6
27667,Lv.2 普通怪物額外傷害 %+d％,Lv.2 普通怪物額外傷害 %+d％∼%+d％,0,5000,2,1,567,1,1,1,7
27671,Lv.1 體力 %+d,Lv.1 體力 %+d∼%+d,0,700,1,1,26,1,1,1,1
27672,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,1,1,1,14000
27673,Lv.3 體力 %+d,Lv.3 體力 %+d∼%+d,0,700,3,1,26,1,1,1050,2100
27674,Lv.4 體力 %+d,Lv.4 體力 %+d∼%+d,0,700,4,1,26,1,1,1050,2100
27675,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,1,1,1,11200
