ID,_Description,_DelayTime0,_Sound0,_Loop0,_DelayTime1,_Sound1,_Loop1,_DelayTime2,_Sound2,_Loop2,_DelayTime3,_Sound3,_Loop3,_DelayTime4,_Sound4,_Loop4,_DelayTime5,_Sound5,_Loop5,_DelayTime6,_Sound6,_Loop6,_DelayTime7,_Sound7,_Loop7,_DelayTime8,_Sound8,_Loop8,_DelayTime9,_Sound9,_Loop9,_DelayTime10,_Sound10,_Loop10
5799,,0,3_482_01_SKLL08.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5800,,0,3_482_01_SKLL09.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5801,,0,3_483_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5802,,0,3_483_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5803,,0,3_483_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5804,,0,3_483_01_SKILL02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5805,,0,3_483_01_SKILL03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5806,,0,3_484_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5807,,0,3_484_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5808,,0,3_484_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5809,,0,3_484_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5810,,0,3_484_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5811,,0,3_484_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5812,,0,3_484_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5813,,0,3_484_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5814,,0,3_484_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5815,,0,3_484_03_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5816,,0,3_485_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5817,,0,3_485_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5818,,0,3_485_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5819,,0,3_485_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5820,,0,3_485_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5821,,0,3_485_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5822,,0,3_485_02_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5823,,0,3_485_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5824,,0,3_485_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5825,,0,3_485_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5826,,0,3_486_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5827,,0,3_486_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5828,,0,3_486_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5829,,0,3_486_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5830,,0,3_486_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5831,,0,3_486_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5832,,0,3_486_02_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5833,,0,3_486_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5834,,0,3_486_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5835,,0,3_486_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5836,,0,3_487_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5837,,0,3_487_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5838,,0,3_487_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5839,,0,3_487_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5840,,0,3_487_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5841,,0,3_487_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5842,,0,3_487_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5843,,0,3_487_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5844,,0,3_487_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5845,,0,3_488_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5846,,0,3_488_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5847,,0,3_488_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5848,,0,3_488_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5849,,0,3_488_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5850,,0,3_488_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5851,,0,3_488_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5852,,0,3_488_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5853,,0,3_488_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5854,,0,3_488_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5855,,0,3_489_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5856,,0,3_489_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5857,,0,3_489_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5858,,0,3_489_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5859,,0,3_489_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5860,,0,3_489_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5861,,0,3_489_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5862,,0,3_489_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5863,,0,3_489_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5864,,0,3_489_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5865,,0,3_490_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5866,,0,3_490_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5867,,0,3_490_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5868,,0,3_490_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5869,,0,3_490_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5870,,0,3_490_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5871,,0,3_490_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5872,,0,3_490_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5873,,0,3_490_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5874,,0,3_702_10.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5875,,0,3_702_11.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5876,,0,3_702_12.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5877,,0,611_02_ATTACK_E_03_R.wav,0,0,VE_GIRL01_SHORT_13.wav,0,0,VE_WOMAN01_SHORT_13.wav,0,0,VE_WOMAN02_SHORT_13.wav,0,0,VE_BOY01_SHORT_01.wav,0,0,VE_MAN01_SHORT_13.wav,0,0,VE_MAN02_SHORT_13.wav,0,0,,0,0,,0,0,,0,0,,0
5878,,0,611_02_ATTACK_E_04_01_R.wav,0,0,VE_GIRL01_SHORT_16.wav,0,0,VE_WOMAN01_SHORT_15.wav,0,0,VE_WOMAN02_SHORT_16.wav,0,0,VE_BOY01_SHORT_06.wav,0,0,VE_MAN01_SHORT_17.wav,0,0,VE_MAN02_SHORT_16.wav,0,0,,0,0,,0,0,,0,0,,0
5879,,0,611_02_ATTACK_E_04_02_R.wav,0,0,VE_GIRL01_SHORT_18.wav,0,0,VE_WOMAN01_SHORT_18.wav,0,0,VE_WOMAN02_SHORT_18.wav,0,0,VE_BOY01_SHORT_03.wav,0,0,VE_MAN01_SHORT_18.wav,0,0,VE_MAN02_SHORT_18.wav,0,0,,0,0,,0,0,,0,0,,0
5880,,0,611_02_ATTACK_E_05_R.wav,0,0,VE_GIRL01_LONG_FA_02.wav,0,0,VE_WOMAN01_LONG_FA_03.wav,0,0,VE_WOMAN02_LONG_FA_02.wav,0,0,VE_BOY01_LONG_FA_02.wav,0,0,VE_MAN01_LONG_FA_02.wav,0,0,VE_MAN02_LONG_FA_02.wav,0,0,,0,0,,0,0,,0,0,,0
5881,,0,611_08_SKILL_01_R.wav,0,1,VE_GIRL01_MIDDLE_BA_03.wav,0,1,VE_WOMAN01_MIDDLE_BA_03.wav,0,1,VE_WOMAN02_MIDDLE_BA_03.wav,0,1,VE_BOY01_MIDDLE_BA_03.wav,0,1,VE_MAN01_MIDDLE_BA_03.wav,0,1,VE_MAN02_MIDDLE_BA_03.wav,0,0,,0,0,,0,0,,0,0,,0
5882,,0,611_09_SKILL_01_R.wav,0,0,VE_GIRL01_SHORT_17.wav,0,0,VE_WOMAN01_SHORT_17.wav,0,0,VE_WOMAN02_SHORT_17.wav,0,0,VE_BOY01_SHORT_17.wav,0,0,VE_MAN01_SHORT_16.wav,0,0,VE_MAN02_SHORT_17.wav,0,0,,0,0,,0,0,,0,0,,0
5883,,0,611_09_SKILL_02_R.wav,0,0,VE_GIRL01_SHORT_10.wav,0,0,VE_WOMAN01_SHORT_06.wav,0,0,VE_WOMAN02_SHORT_10.wav,0,0,VE_BOY01_SHORT_10.wav,0,0,VE_MAN01_SHORT_10.wav,0,0,VE_MAN02_SHORT_10.wav,0,0,,0,0,,0,0,,0,0,,0
5884,,0,611_09_SKILL_03_R.wav,0,0,VE_GIRL01_SHORT_08.wav,0,0,VE_WOMAN01_SHORT_08.wav,0,0,VE_WOMAN02_SHORT_08.wav,0,0,VE_BOY01_SHORT_08.wav,0,0,VE_MAN01_SHORT_08.wav,0,0,VE_MAN02_SHORT_08.wav,0,0,,0,0,,0,0,,0,0,,0
5885,,0,611_11_SKILL_01_R.wav,0,2,VE_GIRL01_SHORT_20.wav,0,2,VE_WOMAN01_SHORT_20.wav,0,2,VE_WOMAN02_SHORT_20.wav,0,2,VE_BOY01_SHORT_20.wav,0,2,VE_MAN01_SHORT_20.wav,0,2,VE_MAN02_SHORT_20.wav,0,0,,0,0,,0,0,,0,0,,0
5886,,0,841_05_SKILL_37_R.wav,0,2,VE_GIRL01_MIDDLE_FA_06.wav,0,2,VE_WOMAN01_SHORT_17.wav,0,2,VE_WOMAN02_MIDDLE_FA_06.wav,0,2,VE_BOY01_MIDDLE_FA_01.wav,0,2,VE_MAN01_MIDDLE_FA_06.wav,0,2,VE_MAN02_MIDDLE_FA_06.wav,0,0,,0,0,,0,0,,0,0,,0
5887,,0,844_05_SKILL_06.wav,0,0,VE_GIRL01_SCRIPT_02.wav,0,0,VE_WOMAN01_SCRIPT_02.wav,0,0,VE_WOMAN02_SCRIPT_02.wav,0,0,VE_BOY01_SCRIPT_02.wav,0,0,VE_MAN01_SCRIPT_02.wav,0,0,VE_MAN02_SCRIPT_02.wav,0,0,,0,0,,0,0,,0,0,,0
5888,,0,845_05_SKILL_06.wav,0,0,VE_GIRL01_GAIN_07.wav,0,0,VE_WOMAN01_GAIN_07.wav,0,0,VE_WOMAN02_GAIN_07.wav,0,0,VE_BOY01_GAIN_07.wav,0,0,VE_MAN01_GAIN_07.wav,0,0,VE_MAN02_GAIN_07.wav,0,0,,0,0,,0,0,,0,0,,0
5889,,0,HeroBook_Fullopen.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5890,,0,HeroBook_open.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5891,,0,pvp_maching_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5892,,0,PIANO_01_C.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5893,,0,PIANO_01_C#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5894,,0,PIANO_01_D.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5895,,0,PIANO_01_D#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5896,,0,PIANO_01_E.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5897,,0,PIANO_01_F.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5898,,0,PIANO_01_F#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5899,,0,PIANO_01_G.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5900,,0,PIANO_01_G#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5901,,0,PIANO_01_A.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5902,,0,PIANO_01_A#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5903,,0,PIANO_01_B.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5904,,0,PIANO_02_C.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5905,,0,PIANO_02_C#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5906,,0,PIANO_02_D.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5907,,0,PIANO_02_D#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5908,,0,PIANO_02_E.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5909,,0,PIANO_02_F.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5910,,0,PIANO_02_F#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5911,,0,PIANO_02_G.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5912,,0,PIANO_02_G#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5913,,0,PIANO_02_A.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5914,,0,PIANO_02_A#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5915,,0,PIANO_02_B.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5916,,0,PIANO_03_C.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5917,,0,PIANO_03_C#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5918,,0,PIANO_03_D.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5919,,0,PIANO_03_D#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5920,,0,PIANO_03_E.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5921,,0,PIANO_03_F.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5922,,0,PIANO_03_F#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5923,,0,PIANO_03_G.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5924,,0,PIANO_03_G#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5925,,0,PIANO_03_A.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5926,,0,PIANO_03_A#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5927,,0,PIANO_03_B.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5928,,0,PIANO_04_C.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5929,,0,PIANO_04_C#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5930,,0,PIANO_04_D.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5931,,0,PIANO_04_D#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5932,,0,PIANO_04_E.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5933,,0,PIANO_04_F.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5934,,0,PIANO_04_F#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5935,,0,PIANO_04_G.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5936,,0,PIANO_04_G#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5937,,0,PIANO_04_A.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5938,,0,PIANO_04_A#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5939,,0,PIANO_04_B.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5940,,0,PIANO_05_C.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5941,,0,PIANO_05_C#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5942,,0,PIANO_05_D.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5943,,0,PIANO_05_D#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5944,,0,PIANO_05_E.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5945,,0,PIANO_05_F.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5946,,0,PIANO_05_F#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5947,,0,PIANO_05_G.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5948,,0,PIANO_05_G#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5949,,0,PIANO_05_A.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5950,,0,PIANO_05_A#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5951,,0,PIANO_05_B.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5952,,0,PIANO_06_C.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5953,,0,PIANO_06_C#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5954,,0,PIANO_06_D.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5955,,0,PIANO_06_D#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5956,,0,PIANO_06_E.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5957,,0,PIANO_06_F.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5958,,0,PIANO_06_F#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5959,,0,PIANO_06_G.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5960,,0,PIANO_06_G#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5961,,0,PIANO_06_A.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5962,,0,PIANO_06_A#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5963,,0,PIANO_06_B.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5964,,0,PIANO_07_C.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5965,,0,PIANO_07_C#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5966,,0,PIANO_07_D.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5967,,0,PIANO_07_D#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5968,,0,PIANO_07_E.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5969,,0,PIANO_07_F.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
5970,,0,PIANO_07_F#.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
